WP_011125758.1	lcl|BAK19942-3.A.2.1.10	63.0	98.8	100	81	1.73e-22	82.0
WP_011125758.1	lcl|BAK19936-3.A.2.1.9	33.3	87.8	75.0	72	2.06e-05	38.9
WP_011125758.1	lcl|P21905-3.A.2.1.2	54.1	45.1	41.6	37	2.56e-05	38.5
WP_011125758.1	lcl|Q467F4-3.A.2.1.12	32.9	89.0	80.2	73	2.66e-05	38.5
WP_011125758.1	lcl|Q59166-3.A.2.1.5	65.5	35.4	35.4	29	8.88e-05	37.0
WP_011130577.1	lcl|6NER_A-1.S.1.1.13	58.9	92.2	44.1	95	7.97e-26	95.1
WP_011130577.1	lcl|P0A1C7-1.S.1.1.1	58.0	85.4	92.6	88	1.75e-25	90.9
WP_011130577.1	lcl|WP_094276346.1-1.S.1.1.11	53.3	87.4	94.7	90	2.03e-24	88.2
WP_011130577.1	lcl|P0ABF4-1.S.1.1.2	54.5	85.4	89.7	88	8.90e-24	86.7
WP_011130577.1	lcl|P72760-1.S.1.1.7	52.8	85.4	80.2	89	9.81e-21	79.3
WP_011130577.1	lcl|MBT6724251.1-1.S.1.1.14	48.1	78.6	38.5	81	4.36e-16	69.7
WP_011130577.1	lcl|WP_033292571.1-1.S.1.1.5	36.3	88.3	94.8	91	1.34e-09	50.4
WP_011130577.1	lcl|WP_118167459.1-1.S.1.1.3	40.4	85.4	86.4	89	3.41e-08	47.0
WP_011130577.1	lcl|P73407-1.S.1.1.9	38.4	82.5	76.8	86	5.70e-08	46.6
WP_011130577.1	lcl|Q31RK3-1.S.1.1.8	39.3	85.4	87.3	89	2.59e-07	44.7
WP_011130577.1	lcl|WP_068749265.1-1.S.1.1.4	33.0	85.4	45.9	88	1.01e-04	38.9
WP_011293536.1	lcl|Q9FWR4-1.A.12.2.1	22.3	48.4	85.9	202	4.26e-10	58.9
WP_011293537.1	lcl|O95831-9.B.469.1.1	29.2	41.1	33.4	209	4.68e-09	58.2
WP_011293537.1	lcl|F1RTH3-9.B.469.1.2	29.2	41.1	33.4	209	6.19e-09	57.8
WP_011293538.1	lcl|Q0ZAI3-2.A.19.5.2	35.7	83.5	95.3	311	2.97e-44	154
WP_011293538.1	lcl|P45394-2.A.19.5.1	31.3	84.3	94.5	310	7.80e-41	145
WP_011293538.1	lcl|Q57556-2.A.19.5.3	31.9	83.8	95.0	310	2.17e-33	125
WP_011293538.1	lcl|Q8TPA6-2.A.19.5.4	28.6	86.0	98.0	346	6.79e-28	111
WP_011293538.1	lcl|C3ZMW2-2.A.19.4.12	22.1	64.8	19.3	294	3.70e-09	58.2
WP_011293538.1	lcl|Q28139-2.A.19.4.1	39.4	19.5	5.8	71	7.88e-08	53.9
WP_011293538.1	lcl|O60721-2.A.19.4.9	41.2	18.7	6.2	68	1.36e-07	53.1
WP_011293538.1	lcl|Q9UI40-2.A.19.4.11	38.0	19.5	10.7	71	4.81e-07	51.2
WP_011293538.1	lcl|O54701-2.A.19.4.2	38.0	19.5	10.6	71	4.83e-07	51.2
WP_011293538.1	lcl|Q9HC58-2.A.19.4.10	33.7	26.1	15.7	104	1.94e-06	49.3
WP_011293538.1	lcl|Q8NFF2-2.A.19.4.5	40.7	14.8	8.9	54	2.52e-06	48.9
WP_011293538.1	lcl|Q71RS6-2.A.19.4.6	46.0	13.7	10.0	50	1.66e-05	46.2
WP_011293538.1	lcl|Q8T8P0-2.A.19.4.3	36.4	18.1	10.1	66	1.73e-04	43.1
WP_011293538.1	lcl|F0XY52-2.A.19.4.13	33.3	17.3	10.1	63	2.26e-04	42.7
WP_011293540.1	lcl|Q8DKZ3-3.D.1.8.2	44.8	75.3	88.2	67	3.38e-16	66.2
WP_011293540.1	lcl|Q9CAC5-3.D.1.8.1	38.9	60.7	28.3	54	2.82e-07	45.4
WP_011293544.1	lcl|Q74AE4-5.B.3.1.1	32.8	49.6	58.7	61	7.14e-04	36.2
WP_011293550.1	lcl|Q9FI56-3.A.9.1.2	43.6	98.1	86.2	867	5.64e-224	655
WP_011293550.1	lcl|Q9SXJ7-3.A.9.1.2	43.0	98.1	84.2	868	1.15e-217	640
WP_011293550.1	lcl|Q74G19-3.A.23.5.1	41.8	79.1	74.7	689	5.13e-156	478
WP_011293550.1	lcl|Q9KN49-3.A.23.1.1	40.7	79.0	77.3	691	6.57e-151	465
WP_011293550.1	lcl|Q6EE14-3.A.23.2.1	35.1	97.5	96.1	866	2.85e-149	461
WP_011293550.1	lcl|R9RFN6-3.A.23.4.1	36.9	94.8	92.1	851	1.01e-134	423
WP_011293550.1	lcl|Q8IM28-3.A.26.1.1	33.8	80.5	60.9	822	2.18e-112	373
WP_011293551.1	lcl|P46444-3.D.3.5.6	52.3	81.0	77.0	107	2.13e-31	107
WP_011293559.1	lcl|F4ISL7-9.B.121.6.11	24.9	25.1	16.2	358	1.17e-16	85.9
WP_011293571.1	lcl|Q55280-3.A.1.15.1	55.2	84.1	81.8	270	1.91e-109	321
WP_011293571.1	lcl|Q9XCS2-3.A.1.15.7	50.7	90.3	95.7	292	7.64e-98	290
WP_011293571.1	lcl|Q92LL5-3.A.1.15.9	52.0	84.4	90.0	271	1.54e-96	287
WP_011293571.1	lcl|Q56952-3.A.1.15.4	49.5	91.9	94.9	295	8.60e-96	285
WP_011293571.1	lcl|Q4V0W6-3.A.1.15.21	32.4	90.7	96.1	299	2.23e-59	192
WP_011293571.1	lcl|P42364-3.A.1.15.2	31.3	91.3	98.1	304	1.28e-54	180
WP_011293571.1	lcl|P0A4G4-3.A.1.15.6	31.6	93.5	99.0	307	3.58e-54	179
WP_011293571.1	lcl|Q9KIJ3-3.A.1.15.20	31.6	93.5	99.3	307	6.38e-54	178
WP_011293571.1	lcl|P0A4G2-3.A.1.15.14	29.2	91.6	97.4	301	4.21e-52	173
WP_011293571.1	lcl|G0LRW7-3.A.1.15.15	31.9	90.0	96.4	298	5.04e-50	168
WP_011293571.1	lcl|A1B2F3-3.A.1.15.19	31.5	83.2	90.3	279	6.48e-47	160
WP_011293571.1	lcl|Q5FA63-3.A.1.15.10	27.0	82.9	91.9	285	1.36e-40	143
WP_011293571.1	lcl|B2J0B7-3.A.1.15.13	29.5	91.6	92.4	315	8.02e-32	120
WP_011293571.1	lcl|P96116-3.A.1.15.8	28.6	84.1	89.3	276	5.36e-30	115
WP_011293571.1	lcl|O05703-3.A.1.15.3	28.4	90.7	59.9	306	1.03e-29	117
WP_011293571.1	lcl|B2IWS9-3.A.1.15.13	31.2	68.2	67.7	234	1.23e-27	109
WP_011293571.1	lcl|O34966-3.A.1.15.11	25.6	91.3	96.2	309	8.00e-24	99.0
WP_011293571.1	lcl|Q3Y4D4-3.A.1.15.12	25.0	94.1	96.3	320	1.22e-23	98.6
WP_011293571.1	lcl|Q8DQ09-3.A.1.15.3	23.8	96.3	99.7	320	8.09e-21	90.5
WP_011293571.1	lcl|Q66AT6-3.A.1.15.18	22.3	76.3	88.4	283	5.84e-12	65.1
WP_011293572.1	lcl|Q55281-3.A.1.15.1	58.9	88.7	90.8	236	8.49e-97	284
WP_011293572.1	lcl|Q56953-3.A.1.15.4	55.8	89.4	81.1	240	1.70e-87	261
WP_011293572.1	lcl|Q92LL4-3.A.1.15.9	56.3	84.5	72.0	224	7.61e-82	248
WP_011293572.1	lcl|Q9XCS1-3.A.1.15.7	55.3	88.3	86.1	235	1.72e-79	240
WP_011293572.1	lcl|Q4V0W4-3.A.1.15.21	37.5	84.5	89.2	224	8.90e-55	176
WP_011293572.1	lcl|P42360-3.A.1.15.2	40.9	87.5	91.2	232	8.44e-53	171
WP_011293572.1	lcl|Q8DW86-3.A.1.15.20	40.7	87.2	95.0	231	2.44e-52	170
WP_011293572.1	lcl|O84071-3.A.1.15.12	37.1	86.4	87.6	229	3.35e-51	167
WP_011293572.1	lcl|P96117-3.A.1.15.8	36.9	87.9	86.8	233	4.07e-51	167
WP_011293572.1	lcl|Q97PG9-3.A.1.15.14	38.4	87.5	95.4	232	3.08e-50	164
WP_011293572.1	lcl|Q9RNI9-3.A.1.15.6	38.2	87.5	95.4	233	3.54e-49	162
WP_011293572.1	lcl|A1B2F1-3.A.1.15.19	36.2	86.4	84.0	229	1.21e-42	145
WP_011293572.1	lcl|G0LRW9-3.A.1.15.15	38.8	77.7	82.2	206	1.23e-41	142
WP_011293572.1	lcl|Q57399-3.A.1.14.11	35.7	80.0	79.4	213	1.13e-36	130
WP_011293572.1	lcl|A1IQK5-3.A.1.15.10	33.6	86.4	88.8	229	4.54e-35	125
WP_011293572.1	lcl|O34946-3.A.1.15.11	34.3	79.2	90.9	213	1.07e-34	124
WP_011293572.1	lcl|B2IWT0-3.A.1.15.13	33.5	89.1	95.0	245	1.49e-34	124
WP_011293572.1	lcl|F8D413-3.A.1.105.12	33.5	79.2	61.1	212	4.47e-32	120
WP_011293572.1	lcl|Q9RCF3-3.A.1.14.6	29.6	90.9	88.5	253	4.04e-31	116
WP_011293572.1	lcl|P07821-3.A.1.14.3	34.5	85.7	87.9	238	8.18e-31	115
WP_011293572.1	lcl|P15031-3.A.1.14.1	32.9	91.7	97.3	255	9.16e-31	114
WP_011293572.1	lcl|Q2SDB1-3.A.1.132.4	36.2	77.4	63.5	207	1.62e-30	115
WP_011293572.1	lcl|Q9S215-3.A.1.14.22	29.8	87.9	78.4	238	1.73e-30	115
WP_011293572.1	lcl|Q9X665-3.A.1.14.7	30.4	87.5	88.7	237	6.15e-30	112
WP_011293572.1	lcl|Q8EI20-3.A.1.14.23	32.2	87.5	73.6	236	6.19e-29	111
WP_011293573.1	lcl|Q55282-3.A.1.15.1	55.6	97.9	92.8	284	6.76e-111	322
WP_011293573.1	lcl|Q9XCS0-3.A.1.15.7	49.6	94.5	95.8	274	3.54e-91	271
WP_011293573.1	lcl|Q92LL3-3.A.1.15.9	50.9	92.1	93.7	267	2.73e-85	256
WP_011293573.1	lcl|Q56955-3.A.1.15.4	48.6	89.3	87.2	259	1.19e-81	248
WP_011293573.1	lcl|Q56954-3.A.1.15.4	47.4	94.5	93.2	274	1.76e-80	244
WP_011293573.1	lcl|Q92LL2-3.A.1.15.9	48.3	91.4	93.3	265	1.23e-75	232
WP_011293573.1	lcl|Q4V0W5-3.A.1.15.21	46.2	91.0	91.7	264	1.97e-75	231
WP_011293573.1	lcl|Q9XCR9-3.A.1.15.7	46.9	90.3	92.9	262	1.36e-71	221
WP_011293573.1	lcl|Q8DW85-3.A.1.15.20	43.3	90.7	94.3	263	1.03e-67	211
WP_011293573.1	lcl|Q9RNI8-3.A.1.15.6	40.0	91.4	93.3	265	5.39e-66	207
WP_011293573.1	lcl|G0LRW8-3.A.1.15.15	43.0	88.3	92.1	256	1.44e-64	203
WP_011293573.1	lcl|P42361-3.A.1.15.2	41.2	91.4	96.0	267	2.03e-64	203
WP_011293573.1	lcl|Q2MGF9-3.A.1.15.14	41.8	91.7	95.0	268	1.29e-63	201
WP_011293573.1	lcl|B2IWT1-3.A.1.15.13	32.9	92.8	93.4	277	2.25e-33	123
WP_011293573.1	lcl|A1IQK4-3.A.1.15.10	29.5	94.1	95.5	278	3.43e-32	120
WP_011293573.1	lcl|A1B2F2-3.A.1.15.19	28.6	91.0	94.8	273	2.65e-27	107
WP_011293573.1	lcl|P96119-3.A.1.15.8	27.3	89.0	75.2	278	6.94e-27	107
WP_011293573.1	lcl|O34610-3.A.1.15.11	27.4	91.0	95.0	266	1.19e-26	105
WP_011293573.1	lcl|P96118-3.A.1.15.8	27.6	90.7	92.3	275	4.27e-23	95.9
WP_011293573.1	lcl|O33704-3.A.1.15.3	24.6	89.7	97.8	264	2.77e-17	79.3
WP_011293573.1	lcl|O84072-3.A.1.15.12	27.6	68.6	47.5	214	2.91e-15	75.1
WP_011293573.1	lcl|O84073-3.A.1.15.12	22.1	82.1	79.6	253	2.06e-13	68.9
WP_011293576.1	lcl|WP_156573833.1-9.B.391.1.2	32.1	80.9	65.6	193	2.03e-19	82.8
WP_011293576.1	lcl|P00803-9.B.391.1.3	25.8	85.1	72.8	244	2.74e-12	63.5
WP_011293576.1	lcl|P46972-9.B.391.1.1	26.5	97.3	89.3	185	5.94e-10	55.5
WP_011293576.1	lcl|OGH12157.1-2.A.133.1.9	32.6	40.4	26.8	89	7.57e-07	47.8
WP_011293576.1	lcl|P28627-9.B.391.1.1	33.8	42.6	39.5	80	5.07e-06	44.7
WP_011293580.1	lcl|WP_087280510.1-2.A.128.2.3	24.2	72.5	46.4	368	1.02e-09	60.5
WP_011293589.1	lcl|Q8Y433-5.B.14.1.1	30.1	95.4	94.8	316	2.40e-38	138
WP_011293591.1	lcl|P31552-4.C.1.1.6	24.9	80.4	95.7	539	1.12e-28	120
WP_011293591.1	lcl|Q42524-4.C.1.1.7	24.2	78.9	88.2	541	1.20e-27	117
WP_011293591.1	lcl|P69451-4.C.1.1.4	24.6	81.5	92.5	565	5.84e-20	93.6
WP_011293591.1	lcl|P31119-4.C.1.1.16	25.5	55.3	47.4	368	8.13e-16	80.9
WP_011293591.1	lcl|Q91VE0-4.C.1.1.1	23.0	80.5	79.9	551	2.72e-14	75.9
WP_011293591.1	lcl|Q6P1M0-4.C.1.1.10	23.1	80.5	79.9	554	1.00e-12	70.9
WP_011293591.1	lcl|KAB2105161.1-4.C.1.1.18	22.2	77.1	29.3	526	6.71e-11	65.5
WP_011293591.1	lcl|Q2L7E6-4.C.1.1.17	22.2	80.5	79.7	555	3.03e-09	59.7
WP_011293591.1	lcl|G4N137-4.C.1.1.19	22.6	58.8	21.2	398	1.60e-08	57.8
WP_011293591.1	lcl|Q89SS6-2.A.1.42.2	21.2	74.0	38.8	499	2.99e-07	53.5
WP_011293591.1	lcl|Q9XIA9-4.C.1.1.14	23.6	26.6	25.6	178	1.73e-06	50.8
WP_011293591.1	lcl|Q4LDG0-4.C.1.1.8	28.8	18.5	17.7	125	4.73e-05	46.2
WP_011293591.1	lcl|O60488-4.C.1.1.21	23.2	33.7	29.8	228	4.78e-05	46.2
WP_011293591.1	lcl|Q6PCB7-4.C.1.1.9	22.4	80.5	79.7	558	3.16e-04	43.5
WP_011293600.1	lcl|P11004-3.E.2.2.1	38.7	77.1	59.7	282	8.78e-50	172
WP_011293600.1	lcl|P09193-3.E.2.2.2	30.7	90.5	90.4	423	4.74e-48	167
WP_011293600.1	lcl|P56778-3.E.2.2.3	38.8	75.9	57.3	278	2.35e-46	163
WP_011293600.1	lcl|P56777-3.E.2.2.3	29.6	75.4	52.2	284	1.22e-15	77.4
WP_011293601.1	lcl|K0J2V5-2.A.27.1.5	33.2	87.0	89.9	428	1.59e-64	215
WP_011293601.1	lcl|B1XKD9-2.A.27.2.1	33.2	87.4	90.2	434	2.58e-63	212
WP_011293601.1	lcl|M1QJN9-2.A.27.2.2	34.2	87.0	92.0	436	3.15e-63	211
WP_011293601.1	lcl|Q9HZ58-2.A.27.1.3	44.8	12.4	14.4	58	8.36e-04	41.2
WP_011293609.1	lcl|Q57634-1.A.23.4.2	27.8	98.5	96.6	338	5.78e-38	138
WP_011293609.1	lcl|Q58543-1.A.23.4.1	30.7	74.0	71.2	257	5.51e-33	125
WP_011293609.1	lcl|O25170-1.A.23.4.10	21.5	68.6	42.5	265	1.28e-14	74.3
WP_011293609.1	lcl|P0C0S1-1.A.23.2.1	24.3	52.7	61.2	181	7.79e-14	70.5
WP_011293609.1	lcl|O34897-1.A.23.3.1	24.4	59.5	75.3	209	2.05e-06	48.1
WP_011293609.1	lcl|WP_004567541.1-1.A.23.3.4	25.8	34.0	35.9	120	3.56e-06	47.8
WP_011293609.1	lcl|Q6MLE8-1.A.23.4.12	29.8	26.6	26.8	94	1.15e-04	43.1
WP_011293622.1	lcl|Q6US85-3.D.12.1.1	47.6	7.7	9.7	42	8.34e-04	41.6
WP_011293623.1	lcl|KAI3517380.1-9.B.395.3.1	51.8	35.3	23.3	56	1.05e-08	52.0
WP_011293624.1	lcl|A0YQV7-9.B.142.4.4	25.8	68.8	58.1	497	8.23e-40	156
WP_011293632.1	lcl|Q839D4-3.A.1.26.7	35.5	95.2	74.0	214	1.67e-28	107
WP_011293632.1	lcl|Q839D4-3.A.1.26.10	35.5	95.2	74.0	214	1.67e-28	107
WP_011293632.1	lcl|Q97JB8-3.A.1.23.2	33.2	99.5	77.8	220	1.45e-27	105
WP_011293632.1	lcl|Q73JF3-3.A.1.31.2	34.9	91.3	41.1	195	2.37e-27	107
WP_011293632.1	lcl|Q88NY5-3.A.1.3.19	31.5	99.0	84.0	219	2.52e-27	103
WP_011293632.1	lcl|O50296-3.A.1.114.1	37.1	87.0	79.5	197	2.75e-27	103
WP_011293632.1	lcl|Q973J6-3.A.1.122.10	36.7	90.9	87.1	207	2.97e-27	103
WP_011293632.1	lcl|P0AAG3-3.A.1.3.4	32.4	99.0	89.2	222	5.08e-27	102
WP_011293632.1	lcl|Q5M244-3.A.1.25.6	33.8	98.6	79.3	222	4.25e-26	101
WP_011293632.1	lcl|Q03PY6-3.A.1.26.9	36.0	90.4	70.0	203	9.91e-26	100
WP_011293632.1	lcl|Q03PY6-3.A.1.28.2	36.0	90.4	70.0	203	9.91e-26	100
WP_011293632.1	lcl|Q9I405-3.A.1.3.22	31.7	99.0	88.1	221	1.59e-25	99.0
WP_011293632.1	lcl|Q9X1Z1-3.A.1.25.5	35.9	85.1	70.3	184	2.14e-25	99.0
WP_011293632.1	lcl|O34362-3.A.1.30.1	33.5	91.8	35.8	197	2.85e-25	102
WP_011293632.1	lcl|Q71WH8-3.A.1.25.8	35.7	87.0	68.1	196	7.09e-25	98.2
WP_011293632.1	lcl|Q8DQF8-3.A.1.122.20	35.2	90.9	87.1	210	9.57e-25	96.7
WP_011293632.1	lcl|Q03PY5-3.A.1.28.2	29.4	89.4	70.3	197	1.18e-24	97.4
WP_011293632.1	lcl|Q03PY5-3.A.1.26.9	29.4	89.4	70.3	197	1.18e-24	97.4
WP_011293632.1	lcl|O34392-3.A.1.122.19	34.5	91.8	87.9	206	1.80e-24	95.9
WP_011293632.1	lcl|Q9WY65-3.A.1.25.5	28.6	92.3	74.8	199	2.55e-24	96.3
WP_011293632.1	lcl|B1ZMU0-3.A.1.125.5	34.2	85.1	75.0	184	3.29e-24	95.5
WP_011293632.1	lcl|Q9CES4-3.A.1.3.25	36.1	85.1	76.1	191	3.49e-24	95.5
WP_011293632.1	lcl|Q8RKC1-3.A.1.122.3	33.3	88.5	86.8	198	4.56e-24	94.7
WP_011293632.1	lcl|Q8RD07-3.A.1.23.5	31.0	93.3	84.7	210	6.19e-24	94.7
WP_011293632.1	lcl|Q52815-3.A.1.3.8	32.5	91.8	78.6	203	8.26e-24	94.7
WP_011293637.1	lcl|P16683-3.A.1.9.1	24.3	39.1	74.5	206	1.23e-17	82.4
WP_011293637.1	lcl|A0QQ68-3.A.1.9.2	21.6	28.7	27.8	148	9.55e-09	57.4
WP_011293637.1	lcl|O69062-3.A.1.9.4	29.1	24.6	45.0	127	1.01e-07	53.1
WP_011293637.1	lcl|O69064-3.A.1.9.4	19.9	29.3	57.1	151	2.84e-06	48.5
WP_011293638.1	lcl|Q119J0-3.A.1.9.3	34.9	91.4	87.7	229	5.56e-29	109
WP_011293638.1	lcl|O69063-3.A.1.9.4	33.1	92.2	66.0	236	1.10e-28	110
WP_011293638.1	lcl|B3WEC1-3.A.1.134.9	32.0	98.8	91.0	253	3.43e-27	104
WP_011293638.1	lcl|Q8RKC1-3.A.1.122.3	33.3	93.9	99.1	240	3.58e-27	103
WP_011293638.1	lcl|Q58206-3.A.1.122.14	29.1	95.5	99.1	244	4.29e-27	103
WP_011293638.1	lcl|Q8VUH2-3.A.1.134.2	33.2	93.0	86.4	238	8.67e-26	100
WP_011293638.1	lcl|Q8DQ77-3.A.1.134.4	33.3	90.2	77.1	228	1.31e-25	100
WP_011293638.1	lcl|OLS25602-3.A.1.3.30	32.8	92.6	86.5	232	1.73e-25	100
WP_011293638.1	lcl|F2HM70-3.A.1.134.10	30.9	98.0	90.3	256	2.83e-25	99.8
WP_011293638.1	lcl|OLS20809-3.A.1.122.31	30.7	84.8	84.0	212	1.35e-24	97.4
WP_011293638.1	lcl|OLS20808-3.A.1.122.31	29.6	91.8	89.3	230	2.13e-24	97.1
WP_011293638.1	lcl|Q52666-3.A.1.3.7	32.9	88.1	78.3	219	4.39e-24	96.7
WP_011293638.1	lcl|Q8DQF8-3.A.1.122.20	32.0	93.9	96.1	241	4.74e-24	95.9
WP_011293638.1	lcl|B8GHI2-3.A.1.122.21	34.3	83.6	83.8	213	4.84e-24	95.9
WP_011293638.1	lcl|E6N374-3.A.1.122.27	30.3	86.5	85.6	218	9.84e-24	95.1
WP_011293638.1	lcl|Q8Q041-3.A.1.12.11	33.3	84.4	52.4	210	1.58e-23	97.1
WP_011293638.1	lcl|P16677-3.A.1.9.1	30.4	91.0	86.6	240	1.63e-23	95.1
WP_011293638.1	lcl|A0QQ70-3.A.1.9.2	27.9	95.5	88.6	244	2.31e-23	94.7
WP_011293638.1	lcl|AKF46139-3.A.1.122.36	31.3	93.0	34.0	240	4.82e-23	97.1
WP_011293638.1	lcl|RDE13438-3.A.1.122.23	29.4	84.8	88.9	214	5.82e-23	92.8
WP_011293638.1	lcl|Q9A1H1-3.A.1.3.20	35.4	71.3	69.1	178	8.84e-23	92.8
WP_011293638.1	lcl|OLS17115-3.A.1.122.24	32.2	89.8	91.4	227	1.31e-22	92.0
WP_011293638.1	lcl|A3DCU1-3.A.1.112.9	32.9	85.2	27.2	210	1.70e-22	95.5
