Locus_Tag,Main Role,Subrole,Subsystem,Product,Gene,Locus_Tag,T8A_Low_Light_AX,T8B_Low_Light_AX,T9A_Mid_Light_AX,T9B_Mid_Light_AX,T10A_High_Light_AX,T10B_High_Light_AX,M14A_Low_Light_CC,M14B_Low_Light_CC,M13A_Mid_Light_CC,M13B_Mid_Light_CC,T18A_High_Light_CC,T18B_High_Light_CC,T10A_Low_Oxygen_AX,T10B_Low_Oxygen_AX,T15A_Mid_Oxygen_AX,T15B_Mid_Oxygen_AX,T16A_High_Oxygen_AX,T16B_High_Oxygen_AX,T18A_Low_Oxygen_CC,T18B_Low_Oxygen_CC,T19A_Mid_Oxygen_CC,T19B_Mid_Oxygen_CC,T20A_High_Oxygen_CC,T20B_High_Oxygen_CC
tll1195,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,Chlorophyll biosynthesis | thylakoid membrane formation,photosynthetic pigment/protein complex formation Pitt,pitT,tll1195,4.866374715,4.957594607,5.94077388,6.091743707,6.122759633,6.034422483,6.115493452,5.805152059,5.86183011,5.93524266,5.747299083,5.802466056,6.122759633,6.034422483,5.423000233,5.51955778,5.933261338,5.990978729,5.747299083,5.802466056,5.72184624,5.788222687,5.4385263,5.71953556
tll1199,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,UDP-sugar metabolism,bifunctional polysaccharide chain length determinant / protein tyrosine autokinase,wzc,tll1199,9.264050172,9.581517694,9.14762524,8.838403782,9.462038267,9.37482542,9.482443908,9.172478843,9.217886197,9.192820178,8.859790784,8.615197228,9.462038267,9.37482542,8.425783231,8.260453979,9.169925421,8.546494515,8.859790784,8.615197228,8.786741078,8.728076335,8.924001984,8.849632025
tll1200,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,UDP-sugar metabolism,NAD-dependent epimerase/dehydratase family protein,,tll1200,6.869311067,6.210206371,6.390508443,6.83963371,6.812445764,6.577025166,6.51760657,6.327765917,6.534067283,6.536902662,6.307865951,6.763972104,6.812445764,6.577025166,6.141904249,6.677317391,6.741583151,5.961153149,6.307865951,6.763972104,6.769786034,6.225536335,6.415591932,6.112860316
tll1201,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,Lipopolysaccharide biosynthesis unusual sugar,UDP-N-acetyl-D-galactosamine dehydrogenase WbpO,wbpO,tll1201,7.449589006,7.168658957,8.071213283,8.34591179,8.283907565,8.274518756,7.189598153,7.261513797,7.946485833,8.238383817,8.061225539,7.781487384,8.283907565,8.274518756,7.195989409,7.335776469,8.184857492,7.769185182,8.061225539,7.781487384,7.925692634,7.768409877,8.123137741,7.826531811
tll1202,Unknown function,Enzymes of unknown specificity,UDP-sugar metabolism,glycosyl transferase family 4,,tll1202,7.617200019,7.692846346,7.333678735,7.648767036,8.068672788,8.005689915,7.728532164,7.076621843,7.835261124,7.847197911,7.200950238,7.55372297,8.068672788,8.005689915,6.703110821,6.616420546,7.592850674,6.946965707,7.200950238,7.55372297,6.557950226,6.950407326,6.93489463,6.958510314
tll1203,Unknown function,General,None,membrane protein,,tll1203,6.534035886,7.266838276,5.195377722,5.218086754,6.240992036,6.252452369,6.958499155,6.340980459,6.355653256,6.398048991,5.333488159,5.177866787,6.240992036,6.252452369,5.127430074,4.436716528,6.321593705,5.279211208,5.333488159,5.177866787,4.960184004,5.282269369,5.166895027,5.592176748
tll1205,Regulatory functions,Protein interactions,serine/threonine protein kinases,serine/threonine protein kinase,,tll1205,5.946332924,6.210206371,6.762711229,6.341268526,6.369232008,6.650451134,6.823210251,6.882634617,6.429694821,6.459205753,6.06789755,6.459550186,6.369232008,6.650451134,6.559502734,6.343241337,6.783328126,6.900674144,6.06789755,6.459550186,6.632080296,6.439217909,6.663869875,6.421274254
tll1213,Prosthetic groups_ cofactors_ and carriers,Ubiquinone and other terpenoid-quinone biosynthesis,phylloquinone biosynthesis via SEPHCHC,menaquinone-specific isochorismate synthase MenF,menF,tll1213,4.388608714,5.107862477,4.524084239,4.431829759,4.961369199,5.029201552,4.156288198,3.959119391,4.906289748,4.683187717,4.873563645,4.549084346,4.961369199,5.029201552,4.85662398,4.229576809,4.719262995,4.442091078,4.873563645,4.549084346,4.609672008,4.966071247,4.297012115,4.657248166
tll1221,Prosthetic groups_ cofactors_ and carriers,Ubiquinone and other terpenoid-quinone biosynthesis,phylloquinone biosynthesis via SEPHCHC,O-succinylbenzoic acid--CoA ligase MenE,menE,tll1221,4.647900574,3.900396446,2.56401692,2.620638279,3.744630851,3.406754701,3.77790283,4.332239271,3.968404394,3.849228727,3.183474198,3.14754039,3.744630851,3.406754701,3.667052041,3.684006715,3.314907011,3.229986142,3.183474198,3.14754039,3.631572908,3.110992792,3.398739558,3.510816133
tll1225,Amino acid metabolism,Glycine_ serine and threonine metabolism,threonine biosynthesis from aspartate semialdehyde,threonine synthase ThrC,thrC,tll1225,3.802368437,3.648441546,2.890752673,3.607491666,2.549097,1.739332835,3.444746345,3.193511794,3.466113682,3.185675432,2.595728008,3.14754039,2.549097,1.739332835,3.051611306,3.287036601,3.314907011,3.438296833,2.595728008,3.14754039,3.823766706,3.305479553,3.194488065,3.510816133
tll1227,Amino acid metabolism,Glycine_ serine and threonine metabolism,threonine biosynthesis from homoserine,threonine synthase ThrC,thrC,tll1227,7.966773397,7.806002179,7.864648704,8.077323773,7.456133982,7.510229546,7.52313033,8.041160712,7.744014069,7.465793972,7.857729781,7.518036427,7.456133982,7.510229546,7.32586224,7.444805531,7.032111553,7.145264331,7.857729781,7.518036427,7.759417539,7.648777476,6.813674616,7.5029628
tll1230,Unknown function,General,None,hypothetical protein,,tll1230,6.469695761,7.287776565,5.886962668,6.246592357,7.036790956,6.690786249,6.880464332,6.582583204,6.707729426,6.536902662,5.872330057,5.802466056,7.036790956,6.690786249,6.201235471,6.239290832,5.655260428,5.961153149,5.872330057,5.802466056,5.892798303,5.471555994,5.396704357,6.177538435
tll1231,Unknown function,General,None,membrane protein RDD family,,tll1231,5.323264963,5.481709226,4.289824496,4.745488909,4.483878385,4.398229555,5.406121279,4.973142355,4.549960586,4.683187717,4.873563645,5.082495292,4.483878385,4.398229555,4.805957957,4.776008583,4.683877447,4.442091078,4.873563645,5.082495292,5.2406211,4.337721162,4.471529957,4.763639134
tll1237,Intracellular trafficking_ assembly_ and processing,Peptidases,UDP-N-acetylglucosamine biosynthesis from fructose-6-phosphate,glutamine--fructose-6-phosphate transaminase (isomerizing) GlmS,glmS,tll1237,7.982211943,7.944263906,8.644310015,8.3515997,8.921819609,8.989030502,8.258952265,8.049221931,8.974108728,9.080700446,8.885888588,8.880498714,8.921819609,8.989030502,8.517933468,8.569475364,8.813213774,8.561439692,8.885888588,8.880498714,8.709040508,8.698260622,8.583091769,8.634306599
tll1238,Unknown function,General,None,hypothetical protein,,tll1238,4.79726977,4.728497013,4.372436599,4.243418368,4.828868504,4.584693737,5.360598437,4.790385317,4.957774341,5.247392397,4.533347651,4.130422382,4.828868504,4.584693737,4.387940826,4.849341263,4.362702877,4.684228781,4.533347651,4.130422382,4.88042155,4.805383839,4.297012115,4.501425227
tll1241,Unknown function,Enzymes of unknown specificity,None,TIGR00268 family adenine nucleotide alpha hydrolase,,tll1241,4.183793842,3.648441546,4.450347307,5.058819918,4.651338447,4.860740879,4.100267835,4.095357454,4.739449564,3.971844755,4.747238416,5.223249867,4.651338447,4.860740879,4.753392244,4.985439192,5.214734905,4.825032514,4.747238416,5.223249867,5.302847158,4.966071247,5.518661107,5.225296834
tll1243,Nucleic acid metabolism,DNA replication_ recombination_ and repair,DNA repair_ single strand breaks,single-stranded-DNA-specific exonuclease RecJ,recJ,tll1243,5.462683162,5.154602313,5.103443825,4.34086955,5.082479009,5.091331682,5.214579044,5.040085492,4.852849922,5.151159055,4.873563645,4.619439081,5.082479009,5.091331682,5.127430074,5.048858942,4.719262995,4.89046301,4.873563645,4.619439081,4.705867896,4.687027216,4.471529957,4.693620111
tll1251,Unknown function,General,None,hypothetical protein,,tll1251,2.994568156,3.134899133,1.739332835,3.22334677,2.996409233,2.665084539,3.344961128,3.193511794,3.106446558,3.849228727,2.933900283,3.346338696,2.996409233,2.665084539,3.051611306,2.660635124,2.360083005,1.739332835,2.933900283,3.346338696,2.73487305,3.305479553,2.602599088,2.95925457
tll1264,Unknown function,General,None,hypothetical protein,,tll1264,2.640460343,3.780604553,2.56401692,3.22334677,3.543535363,3.169085575,3.849053157,3.050193165,3.86011382,4.536906457,3.559406397,3.515950242,3.543535363,3.169085575,3.238970033,4.112805384,3.088411199,3.229986142,3.559406397,3.515950242,3.631572908,4.075340391,3.194488065,3.213378847
tll1268,Terpenoids and polyketides metabolism,Carotenoid metabolism,phycobilisome,orange carotenoid binding protein beta subunit OcpB,ocpB,tll1268,1.739332835,1.739332835,1.739332835,2.620638279,3.302595956,2.399453239,1.739332835,1.739332835,1.739332835,2.935765398,3.183474198,2.903479535,3.302595956,2.399453239,3.051611306,1.739332835,3.413179149,2.624795792,3.183474198,2.903479535,2.73487305,1.739332835,2.943234246,3.093934998
tll1269,Terpenoids and polyketides metabolism,Carotenoid metabolism,phycobilisome,orange carotenoid binding protein alpha subunit OcpA,ocpA,tll1269,3.645518496,3.648441546,4.594088126,3.607491666,4.483878385,4.239619416,4.261789611,3.050193165,4.248566172,5.100476956,4.67952678,5.082495292,4.483878385,4.239619416,4.582668271,4.616692286,5.637096782,5.801943066,4.67952678,5.082495292,5.2406211,5.435657316,6.329696406,5.804030661
tll1273,Energy metabolism,Carbon fixation in prokaryotes,Calvin-Benson cycle_ Pentose phosphate pathway,ribose 5-phosphate isomerase RpiA,rpiA,tll1273,4.388608714,4.903725959,7.808029008,7.482423654,7.759165575,7.776796976,4.53669579,4.902862804,7.516902241,7.445810266,7.902253166,7.876131468,7.759165575,7.776796976,7.299000572,7.217820865,7.353494557,7.11855274,7.902253166,7.876131468,7.558836083,7.7612167,7.402382174,7.124937713
tll1275,Fatty acid and lipid metabolism,Glycerolipid and glycerophospholid metabolism,phosphatidylglycerol biosynthesis,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase PgsA,pgsA,tll1275,4.068438254,4.111415253,5.150156014,4.941717659,4.651338447,4.99708125,3.344961128,3.959119391,4.679106015,3.71377358,5.096565409,4.619439081,4.651338447,4.99708125,4.455951203,4.529629045,4.269151533,3.908743648,5.096565409,4.619439081,4.705867896,5.015802743,3.572702951,4.763639134
tll1276,Energy metabolism,Carbon fixation in prokaryotes,Calvin-Benson cycle,bifunctional fructose-1_6-bisphosphatase II / sedoheptulose-1_7-bisphosphatase GlpX,glpX,tll1276,7.694223308,7.328762179,9.694127651,9.415019098,9.519415424,9.828619441,7.075178471,7.302569114,9.653527232,9.484795154,9.879440245,9.733110984,9.519415424,9.828619441,9.44688695,9.271339484,9.545682946,9.038193649,9.879440245,9.733110984,9.539797708,9.694259391,9.335019659,9.210450691
tll1277,Unknown function,Enzymes of unknown specificity,None,family 57 glycoside hydrolase,,tll1277,8.260643642,7.820440329,7.117664469,7.482423654,7.100647488,6.814578573,8.252774927,8.299509333,6.915134558,7.015159895,6.912428921,6.701668328,7.100647488,6.814578573,6.795740428,6.574342521,6.863354291,7.131970426,6.912428921,6.701668328,6.702578932,7.024409659,7.150452906,6.883059824
tll1278,Unknown function,Enzymes of unknown specificity,None,fumarylacetoacetate (FAA) hydrolase family protein,,tll1278,2.994568156,3.780604553,4.524084239,3.430902459,5.215329242,5.28955318,4.31161308,4.436818994,4.407520792,4.084010808,5.243405702,4.619439081,5.215329242,5.28955318,4.698774217,4.776008583,5.332631168,3.77050593,5.243405702,4.619439081,4.609672008,5.241191407,4.096769945,3.749273712
tll1282,Signal transduction,Two-component systems,None,two component signal transduction system hybrid histidine kinase / response regulator with GAF and PAS sensory domains,,tll1282,8.433441115,8.478087632,7.606966785,7.863063346,8.209542902,7.927745655,9.151630038,9.039211443,7.901721369,7.899552249,7.811787866,7.743365206,8.209542902,7.927745655,7.685183233,7.609984582,7.948654545,7.90819353,7.811787866,7.743365206,7.895941472,7.656552431,7.918012211,7.846520088
tll1283,Energy metabolism,Electron transport,photosynthetic electron transport,cytochrome c6c (soluble cytochrome f) PetJ,petJ,tll1283,10.24826842,9.840693993,10.75253653,10.77684042,10.29457809,10.54770671,9.037693309,9.214299103,10.53168724,10.61519443,10.87433082,10.63576592,10.29457809,10.54770671,10.24862844,10.16611112,10.56278636,10.18995768,10.87433082,10.63576592,10.54615719,10.4982607,10.44566133,10.47624278
tll1284,Energy metabolism,Photosynthesis,photosystem II other subunits in cyanobacteria,photosystem II cytochrome c550 PsbV2,psbV2,tll1284,10.16448651,9.653831866,10.35949926,10.39288179,9.498030873,9.811590978,8.64589789,9.242692553,10.16181124,10.15260675,10.38068731,10.26941802,9.498030873,9.811590978,10.00042716,9.9632545,9.653066148,9.772850365,10.38068731,10.26941802,10.00908551,9.997895464,9.783103679,9.594116093
tll1285,Energy metabolism,Photosynthesis,photosystem II other subunits in cyanobacteria,photosystem II cytochrome c550 PsbV,psbV,tll1285,9.536557835,8.957796735,9.892634041,9.878021113,9.46093344,9.629243901,7.904354628,8.312962557,9.616416691,9.640105935,9.818805294,9.723353744,9.46093344,9.629243901,9.440758586,9.427048281,9.505130617,9.031053576,9.818805294,9.723353744,9.826666792,9.602676421,9.461376736,9.25897538
tll1291,Unknown function,Enzymes of unknown specificity,None,FGGY family carbohydrate kinase,,tll1291,3.645518496,4.010107499,3.329519721,3.899848066,2.870412632,2.399453239,5.313571838,4.828887717,3.741951499,3.185675432,3.710948459,3.797731799,2.870412632,2.399453239,3.238970033,3.984864125,3.588325671,4.350921553,3.710948459,3.797731799,3.631572908,4.337721162,4.200599743,3.510816133
tll1292,Unknown function,General,None,protein of unknown function DUF1817,,tll1292,7.011598296,6.962705357,7.382977609,7.553256799,6.873554751,7.088016228,7.578524069,7.456009487,7.173771787,7.217333747,7.304132815,7.102085288,6.873554751,7.088016228,7.469290755,7.231413969,7.353494557,7.453803721,7.304132815,7.102085288,7.494109613,7.317156314,7.423243409,7.595644838
tll1297,Unknown function,General,None,hypothetical protein,,tll1297,4.480553438,3.332212691,5.103443825,4.517144409,5.956667421,5.739164334,4.451030711,4.21897851,5.497697283,5.783806743,5.714257938,5.542037144,5.956667421,5.739164334,5.610314384,4.849341263,5.708407071,4.89046301,5.714257938,5.542037144,5.474697071,5.435657316,4.697821454,5.249703623
tll1298,Transport and binding proteins,Cations and iron carrying compounds,cobalt uptake system CbiOMNQ and nickel uptake system CbiKLMNOQ,ECF-type cobalt uptake system ATPase component CbiO,cbiO,tll1298,4.995162745,5.107862477,5.94077388,5.948582127,5.931289044,5.659858549,4.962795341,4.828887717,5.565195407,5.684611425,6.093780743,5.772389121,5.931289044,5.659858549,5.947609518,5.764511566,5.581178662,5.622796189,6.093780743,5.772389121,5.766534898,5.606749353,5.735175015,5.914529406
tll1299,Carbohydrate metabolism,Pyruvate metabolism,pyruvate dehydrogenase complex PdhABCD-AceE,pyruvate dehydrogenase dihydrolipoamide acetyltransferase E2 component PdhC,pdhC,tll1299,6.402342805,6.542225058,8.779272339,8.610705108,8.533446887,8.828998831,6.388145225,6.626391058,8.387836089,8.284108719,8.950906346,8.619412299,8.533446887,8.828998831,8.658357976,8.667690719,8.385060103,8.526323648,8.950906346,8.619412299,8.714731504,8.560044197,8.578451007,8.243169031
tll1300,Unknown function,General,None,protein of unknown function DUF2869,,tll1300,4.068438254,4.205591806,7.021295335,7.064210615,7.822485457,7.689989406,5.614196402,5.040085492,7.026606286,7.455836744,7.593828061,7.149514938,7.822485457,7.689989406,7.146616105,7.012685838,7.549988281,6.820053716,7.593828061,7.149514938,7.233602522,7.687239678,7.23548598,7.163705464
tll1301,Fatty acid and lipid metabolism,Fatty acid degradation,Fatty acid activation,long-chain-fatty-acid:[acyl-carrier protein] ligase (AMP-forming) FadD,fadD,tll1301,5.371269994,5.243699578,6.269726059,5.948582127,6.726711608,6.417877375,5.878624276,5.72661279,6.517189244,6.439107702,6.726714272,6.733157182,6.726711608,6.417877375,6.294981282,6.416551351,6.409585521,6.131462005,6.726714272,6.733157182,6.452767945,6.509669108,6.573375287,6.298764906
tll1304,Intracellular trafficking_ assembly_ and processing,Peptidases,membrane protease,M50 family intramembrane metalloprotease,,tll1304,8.461248634,7.996058878,7.449280772,8.170375807,6.433821816,6.417877375,7.678707507,8.123636681,6.766022643,7.042038155,7.127814991,6.779135753,6.433821816,6.417877375,6.782866889,6.948280307,6.492502935,7.209954331,7.127814991,6.779135753,7.310811599,6.924870333,7.625790612,7.280011647
tll1307,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,coenzyme B12 biosynthesis upper pathway,precorrin-3B C17-methyltransferase CobJ,cobJ,tll1307,5.323264963,5.406706972,4.450347307,3.430902459,5.105503885,4.627633235,5.689621878,5.84286354,4.852849922,5.247392397,4.369876534,4.926173309,5.105503885,4.627633235,4.998512388,5.223662111,5.058972641,5.070280814,4.369876534,4.926173309,4.88042155,4.687027216,5.353617484,4.984371149
tll1308,Unknown function,General,None,hypothetical protein,,tll1308,3.802368437,4.528093103,3.777337174,4.243418368,4.447808822,4.398229555,5.289462483,4.973142355,4.248566172,3.71377358,4.533347651,4.225083686,4.447808822,4.398229555,4.698774217,4.776008583,4.883898972,4.608117123,4.533347651,4.225083686,4.272970272,4.55768759,4.471529957,4.79737691
tll1309,Prosthetic groups_ cofactors_ and carriers,Folate biosynthesis,tetrahydrofolate biosynthesis from GTP_ cyanopterine biosynthesis,Zn-dependent GTP cyclohydrolase I FolE,folE,tll1309,6.038055822,6.336326164,7.045998572,7.37478634,7.306653361,7.161577795,6.207981146,6.637137814,6.965745188,7.094335704,7.164846502,6.989291118,7.306653361,7.161577795,7.352232478,7.456426131,7.683770767,7.295903365,7.164846502,6.989291118,7.656709803,7.45730093,7.779291008,7.53287948
tll1310,Prosthetic groups_ cofactors_ and carriers,Folate biosynthesis,tetrahydroopterin biosynthesis,sepiapterin reductase Spr,spr,tll1310,6.231712635,6.336326164,6.65438065,6.451468581,6.469468451,6.36897399,6.872423206,6.730410502,6.500110872,6.355783554,6.239987642,6.341858339,6.469468451,6.36897399,6.675512527,6.508824673,6.724540296,6.769422294,6.239987642,6.341858339,6.583086888,6.492377097,6.844949401,6.638835543
tll1311,Fatty acid and lipid metabolism,Biosynthesis,acetyl-CoA carboxylase complex,acetyl-CoA carboxylase complex carboxyl transferase alpha subunit AccA,accA,tll1311,6.852597606,6.593617213,7.163535231,6.99317164,7.100647488,7.210924151,6.50725214,6.430230597,6.75166909,6.987770662,7.164846502,7.149514938,7.100647488,7.210924151,7.186249142,7.284539559,7.670492887,7.365702861,7.164846502,7.149514938,7.355226799,7.307310541,7.561385544,7.354504878
tll1312,Fatty acid and lipid metabolism,Biosynthesis,Heptadecane biosynthesis,fatty aldehyde-generating acyl-ACP reductase,,tll1312,5.668472701,6.095929844,7.12926977,6.533926973,7.787651532,7.704825113,6.692275486,6.287377489,7.516902241,7.132349762,7.358417594,7.172656937,7.787651532,7.704825113,7.635954143,7.05916828,7.765138488,7.43227811,7.358417594,7.172656937,7.737217464,7.782689473,7.34886881,7.348909333
tll1313,Fatty acid and lipid metabolism,Biosynthesis,Heptadecane biosynthesis,long-chain fatty aldehyde decarbonylase,,tll1313,6.205595237,6.470716106,7.718699551,7.450967807,8.233034548,8.16793057,6.872423206,6.668904915,7.888672091,7.711529126,7.86524646,7.788992357,8.233034548,8.16793057,7.095491026,7.284539559,8.307137163,7.105008945,7.86524646,7.788992357,7.691764885,8.059776008,7.112415981,7.331991179
tll1316,Carbohydrate metabolism,Glycolysis / Gluconeogenesis,Embden-Meyerhof pathway,6-phosphofructokinase 1 PfkA,pfkA,tll1316,5.323264963,5.367671837,6.638217317,6.703809456,5.969190185,5.920109209,6.780874522,6.560168874,6.429694821,6.574232439,6.06789755,5.996990879,5.969190185,5.920109209,6.348427702,6.440180478,6.263732231,6.485521488,6.06789755,5.996990879,6.479793146,5.816351324,6.516214918,6.601647549
tll1318,Transport and binding proteins,Amino acids_ peptides and amines,neutral amino acid uptake sysetm NatABCDE,ABC-type neutral amino acid transport system ATPase component NatA,natA,tll1318,5.814129345,5.406706972,6.160690993,5.918152115,6.486965913,6.429847749,5.725893809,5.746655183,6.29750761,5.93524266,5.842080334,6.191144139,6.486965913,6.429847749,5.876522063,6.156075682,6.332891691,5.584107769,5.842080334,6.191144139,5.932529643,6.09403526,6.036109135,5.868211906
tll1319,Transport and binding proteins,Amino acids_ peptides and amines,neutral amino acid uptake sysetm NatABCDE,ABC-type netural amino acid transport system permease component NatC,natC,tll1319,6.595621861,6.376021627,6.311124607,6.036180794,6.704456014,6.814578573,6.045582697,6.173773679,6.355653256,6.498578623,7.115256624,6.763972104,6.704456014,6.814578573,6.604109259,6.416551351,7.01118887,6.485521488,7.115256624,6.763972104,6.479793146,6.911930041,6.53552176,6.827789788
tll1324,Transport and binding proteins,Unknown substrate,None,ABC type tranport system permease component YCF38,ycf38,tll1324,7.154782718,6.356310872,6.806754592,7.064210615,6.734054344,6.680807922,5.812745646,6.273658511,6.990398995,6.945685032,6.95534324,6.852647635,6.734054344,6.680807922,6.703110821,6.996852366,7.302753094,6.820053716,6.95534324,6.852647635,7.201522337,7.139879974,7.580082416,7.219969168
tll1325,Prosthetic groups_ cofactors_ and carriers,Nicotinate and nicotinamide metabolism,NAD(P) biosynthesis,putative HD superfamily hydrolase of NAD metabolism,,tll1325,6.038055822,6.071941355,6.501927957,6.756256229,6.271617514,6.499650654,6.115493452,6.143911528,6.534067283,6.55568859,6.513446904,6.79414139,6.271617514,6.499650654,6.6473748,6.239290832,6.783328126,6.546958645,6.513446904,6.79414139,7.118051328,6.746836487,6.920288398,6.736410029
tll1327,Nucleic acid metabolism,General,class II (B12-dependent) ribonucleotide reductase,adenosylcobalamin-dependent ribonucleotide-triphosphate reductase NrdJ,nrdJ,tll1327,6.654680343,6.395465862,7.49484007,7.582579986,7.433775291,7.586980784,6.016636346,5.950386638,7.736749968,7.711529126,7.902253166,7.84046117,7.433775291,7.586980784,7.74610425,7.729726738,7.760968538,7.57661535,7.902253166,7.84046117,7.533293128,7.656552431,7.779291008,7.822500693
tll1329,Transport and binding proteins,Unknown substrate,None,ABC-type transport system ATPase component,,tll1329,7.345972497,6.896069887,6.501927957,7.007662409,6.763056473,6.710537793,7.123397581,7.076621843,6.902199104,6.592540383,6.513446904,6.733157182,6.763056473,6.710537793,6.782866889,6.616420546,6.73308694,6.900674144,6.513446904,6.733157182,6.725331639,6.7613406,6.781705554,7.078349757
tll1334,Defense and invasion systems,Detoxification and inactivation,None,universal stress protein UspA family,,tll1334,7.449589006,7.368614573,6.519686907,7.25845856,6.853471804,6.768216948,6.848026914,6.740410754,6.965745188,7.193559636,6.569798715,6.823691587,6.853471804,6.768216948,6.239470698,6.31794989,6.847700843,6.699019494,6.569798715,6.823691587,7.047608614,6.885695402,7.08648854,6.770313736
tll1337,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,coenzyme B12 biosynthesis from cob(II)yrinate diamide,cobalamin 5'-phosphate synthase CobS,cobS,tll1337,1.739332835,1.739332835,3.497715112,1.739332835,3.108415431,2.86399981,3.849053157,3.320300599,3.106446558,3.185675432,2.595728008,2.903479535,3.108415431,2.86399981,2.51402662,2.660635124,2.610688898,2.973349809,2.595728008,2.903479535,3.121832,2.550692665,2.943234246,3.093934998
tll1338,Intracellular trafficking_ assembly_ and processing,Peptidases,None,periplasmic processing peptidase PqqE,pqqE,tll1338,5.168683936,4.903725959,4.594088126,4.813992183,4.961369199,5.060607812,5.214579044,4.790385317,5.426847231,4.993318082,5.196128132,4.926173309,4.961369199,5.060607812,4.455951203,4.69862249,4.647570755,4.147964759,5.196128132,4.926173309,4.609672008,5.063842394,4.471529957,4.693620111
tll1339,Nucleic acid metabolism,DNA replication_ recombination_ and repair,DNA replication elongation factors and DNA single strand breaks repair,DNA polymerase I PolA,polA,tll1339,6.379172209,6.376021627,6.137854586,6.221915738,6.839925894,6.566223134,6.737256364,6.379910666,6.447624602,6.439107702,6.192886233,6.341858339,6.839925894,6.566223134,6.141904249,6.530997067,6.420215379,6.485521488,6.192886233,6.341858339,6.247876661,6.56033219,6.373285411,6.344530506
tll1340,Transport and binding proteins,Unknown substrate,None,ABC-type transport system ATPase component,,tll1340,6.595621861,5.891757852,6.638217317,6.83963371,6.899903721,7.117892962,5.987094072,6.273658511,6.662406444,7.028661701,6.926876209,6.496733944,6.899903721,7.117892962,6.730190017,7.012685838,6.73308694,6.786497994,6.926876209,6.496733944,6.954417449,7.094796039,6.797778794,6.867483613
tll1357,Transport and binding proteins,Cofactors and prosthetic groups,assimilatory nitrate reduction,Mot1-like molybdenum uptake transporter,,tll1357,5.50628203,5.367671837,6.409688077,6.948803744,6.301604033,6.566223134,5.53456788,5.360557117,6.107464853,6.398048991,6.414326448,6.568337131,6.301604033,6.566223134,6.080016055,6.552832988,6.251875086,6.020196906,6.414326448,6.568337131,6.679460873,6.384018502,5.952269656,6.152015613
tll1358,Unknown function,Enzymes of unknown specificity,None,family 3 glycosyl transferase,,tll1358,4.183793842,4.111415253,6.137854586,5.44930561,6.546583736,6.417877375,4.261789611,4.436818994,5.888375127,6.018977303,6.454797812,6.401907809,6.546583736,6.417877375,5.722804346,6.127230478,5.991519864,6.354167072,6.454797812,6.401907809,6.045518625,5.606749353,5.768276339,6.045131064
tll1359,Regulatory functions,DNA interactions,assimilatory nitrate reduction,nitrite-responsive transcriptional regulator of nitrogen assimilation NtcB,ntcB,tll1359,4.388608714,3.900396446,4.660731355,4.431829759,5.865805597,5.121402721,4.359679691,4.385526188,5.273611843,4.536906457,4.67952678,4.686404468,5.865805597,5.121402721,4.905526147,4.849341263,5.112818902,4.825032514,4.67952678,4.686404468,4.506317821,5.015802743,4.892474424,4.954880044
tll1360,Prosthetic groups_ cofactors_ and carriers,Sulfur relay system,Moco biosynthesis sulfur relay,molybdopterin synthase catalytic subunit MoaE,moaE,tll1360,4.183793842,4.454294321,4.953269977,5.113922432,4.651338447,4.627633235,5.239981316,5.134907258,4.480578401,4.75094404,4.533347651,4.686404468,4.651338447,4.627633235,4.582668271,4.229576809,4.753774367,4.608117123,4.533347651,4.686404468,4.139369361,4.415017905,4.626410647,4.371822942
tll1362,Prosthetic groups_ cofactors_ and carriers,Sulfur relay system,Moco biosynthesis sulfur relay,bifunctional molybdenum cofactor biosynthesis protein / molybdopterin-guanine dinucleotide biosynthesis protein MoaC-MobA,moaC-MobA,tll1362,5.706299891,6.376021627,6.160690993,5.97837992,6.495635484,6.429847749,6.245865881,6.217434312,5.888375127,5.963700739,5.811178239,6.072907819,6.495635484,6.429847749,6.239470698,6.239290832,6.388087168,6.209595322,5.811178239,6.072907819,6.183540275,6.183026306,5.952269656,6.28709218
tll1363,Prosthetic groups_ cofactors_ and carriers,Sulfur relay system,Moco biosynthesis sulfur relay,molybdenum cofactor biosynthesis protein MoaA,moaA,tll1363,5.113174204,5.286235859,5.802257426,5.571935802,5.825029697,5.814306045,5.428348615,5.950386638,5.31349505,5.64995704,5.610293455,5.267227133,5.825029697,5.814306045,5.610314384,5.277449911,5.332631168,5.417933841,5.610293455,5.267227133,5.419685161,5.730251579,5.518661107,5.49371411
tll1364,Prosthetic groups_ cofactors_ and carriers,Molybdopterin and tungstate,molybdopterin biosynthesis,molybdopterin biosynthesis protein MoeA,moeA,tll1364,5.706299891,5.864064884,5.802257426,5.36127254,5.905453453,5.832491281,5.051796222,5.280078833,5.462712156,4.993318082,5.610293455,5.267227133,5.905453453,5.832491281,5.127430074,5.56341067,5.581178662,5.660465066,5.610293455,5.267227133,5.2406211,5.540752086,5.63101306,5.320505419
