RAST Locus Tag,NCBI Locus Tag,Main_Role,Subrole,Subsystem,Curated Product Descriptor,gene,ClustID_ox,Clust name_ox,HLLO-CC-TS040514.18_AV,HLMO-CC-TS040514.19_AV,HLHO-CC-TS040514.20_AV,Average_ox_Conditions,resolved_locus_tag,resolution_method
,tll0002,Intracellular trafficking_ assembly_ and processing,Peptidases,periplasmic stress response system,heat shock peptidase HtrA,htrA,4,H,555.4227617,566.545507,686.9478,602.9720229,tll0002,locus_tag:NCBI Locus Tag
,tll0007,Carbohydrate metabolism,Starch and sucrose metabolism,cellulose biosynthesis,UDP-forming cellullose synthase catalytic subunit CelA,celA,4,H,563.0905966,660.2898688,821.9839707,681.7881454,tll0007,locus_tag:NCBI Locus Tag
,tll0008,Unknown function,General,gliding motility,membrane PIN/TRAM domain protein YCF81,ycf81,4,H,14972.92088,20097.34046,25233.13111,20101.13082,tll0008,locus_tag:NCBI Locus Tag
,tll0009,Unknown function,General,,hypothetical protein,,4,H,2369.980879,3712.564038,5848.126231,3976.890383,tll0009,locus_tag:NCBI Locus Tag
,tll0013,Intracellular trafficking_ assembly_ and processing,Peptidases,,N-acyl-L-amino acid amidohydrolase Ama,ama,4,H,1941.329926,2146.17015,2512.322313,2199.940796,tll0013,locus_tag:NCBI Locus Tag
,tll0014,Regulatory functions,Small molecule interactions,,adenylate cyclase,,4,H,1627.296157,2109.378943,2559.477487,2098.717529,tll0014,locus_tag:NCBI Locus Tag
,tll0015,Terpenoids and polyketides metabolism,Carotenoid metabolism,carotenoid cleavage,all-trans-8'-apo-beta-carotenal 15_15'-oxygenase Diox1,diox1,4,H,3054.468869,3716.945398,4293.799293,3688.40452,tll0015,locus_tag:NCBI Locus Tag
,tll0016,Transport and binding proteins,Cofactors and prosthetic groups,folic acid uptake,folate transporter Fbp,fbp,4,H,2422.46009,3272.737997,3822.080642,3172.426243,tll0016,locus_tag:NCBI Locus Tag
,tll0019,Unknown function,General,,protein of unknown function DUF212,,3,G,3262.627003,2729.837035,2158.177715,2716.880585,tll0019,locus_tag:NCBI Locus Tag
,tll0020,Terpenoids and polyketides metabolism,Terpenoid backbone biosynthesis,C10-C20 isoprenoid biosynthesis,geranylgeranyl diphosphate synthase type II CrtE,crtE,3,G,8841.589636,7833.903133,7004.788314,7893.427027,tll0020,locus_tag:NCBI Locus Tag
,tll0021,Prosthetic groups_ cofactors_ and carriers,One carbon pool by folate,folic acid biosynthesis,bifunctional methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase FolD,folD,3,G,4458.50464,3682.317883,3211.18653,3784.003018,tll0021,locus_tag:NCBI Locus Tag
,tll0022,Unknown function,General,,hypothetical protein,,4,H,928.7558185,915.4311666,1089.566526,977.9178372,tll0022,locus_tag:NCBI Locus Tag
,tll0024,Unknown function,General,,pentapeptide repeat protein,,2,F,238.2347736,173.8490278,208.9267915,207.003531,tll0024,locus_tag:NCBI Locus Tag
,tll0025,Regulatory functions,DNA interactions,Iron homeostasis,Fur family transcriptional regulator,,3,G,1241.02303,1005.586757,969.1326447,1071.914144,tll0025,locus_tag:NCBI Locus Tag
,tll0026,Transport and binding proteins,Cations and iron carrying compounds,,CAC2 family Ca2::H+ antiporter,,2,F,410.9085718,372.9567583,423.3121475,402.3924925,tll0026,locus_tag:NCBI Locus Tag
,tll0030,Unknown function,General,,hypothetical protein,,4,H,1245.822214,1323.876399,1791.313129,1453.670581,tll0030,locus_tag:NCBI Locus Tag
,tll0032,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,KDO(2)-lipid A (Re LPS) biosynthesis and delivery,UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase LpxD,lpxD,3,G,2588.127024,2337.56693,1971.493917,2299.062623,tll0032,locus_tag:NCBI Locus Tag
,tll0037,Unknown function,Enzymes of unknown specificity,phosphate homeostasis,phosphate starvation-inducible ATPase PhoH,phoH,2,F,695.5565255,638.9563818,669.3929356,667.9686143,tll0037,locus_tag:NCBI Locus Tag
,tll0039,Unknown function,General,,KH domain RNA binding protein YlqC,ylqC,3,G,3196.705563,3006.1723,2382.446607,2861.774824,tll0039,locus_tag:NCBI Locus Tag
,tll0043,Energy metabolism,Carbon fixation in prokaryotes,Calvin-Benson cycle_ Embden-Meyerhof pathway,glyceraldehyde 3-phosphate dehydrogenase GapA,gapA,1,E,7558.878731,8033.145476,7582.592313,7724.872173,tll0043,locus_tag:NCBI Locus Tag
,tll0044,Unknown function,Enzymes of unknown specificity,,rhodanese-like domain-containing protein,,1,E,8077.685813,10666.4627,9501.083759,9415.077424,tll0044,locus_tag:NCBI Locus Tag
,tll0045,Energy metabolism,Oxidative phosphorylation,NAD(P)H:quinone oxidoreductase (complex I) NdhABCDEFGHIJKLMNOPQS,NADH-plastoquinone oxidoreductase subunit NdhB,ndhB,1,E,21521.78168,26903.17301,20620.55304,23015.16924,tll0045,locus_tag:NCBI Locus Tag
,tll0046,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,peptidoglycan recycling,muramoyltetrapeptide carboxypeptidase IdcA,idcA,3,G,672.2614894,583.9263162,535.2116723,597.1331593,tll0046,locus_tag:NCBI Locus Tag
,tll0047,Unknown function,General,,hypothetical protein,,0,,536.0060681,530.7192945,554.7291354,540.4848327,tll0047,locus_tag:NCBI Locus Tag
,tll0048,Regulatory functions,DNA interactions,Iron homeostasis,Fe2+-responsive transcriptional regulator of iron homeostasis Fur,fur,3,G,8017.315097,6900.135097,6956.899307,7291.449833,tll0048,locus_tag:NCBI Locus Tag
,tll0049,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,peptidoglycan biosynthesis,bifunctional peptidoglycan transglycosylase / transpeptidase McrB,mrcB,3,G,3142.94716,2871.393364,2809.980002,2941.440175,tll0049,locus_tag:NCBI Locus Tag
,tll0054,Nucleic acid metabolism,Purine metabolism,guanine ribonucleotide biosynthesis from IMP,guanylate kinase Gmk,gmk,3,G,453.7679206,343.0930328,300.6749964,365.8453166,tll0054,locus_tag:NCBI Locus Tag
,tll0060,Nucleic acid metabolism,DNA replication_ recombination_ and repair,DNA Repair,putative DNA repair protein RAD32,,4,H,1331.092824,1323.166229,1685.060412,1446.439822,tll0060,locus_tag:NCBI Locus Tag
,tll0061,Regulatory functions,Protein interactions,,NmrA family protein,,4,H,3001.034284,4008.366971,5199.593927,4069.665061,tll0061,locus_tag:NCBI Locus Tag
,tll0062,Translation,tRNA and rRNA base modification,tRNA N6-threonylcarbamoyladenosine modification,tRNA threonylcarbamoyl adenosine modification protein YeaZ,yeaZ,1,E,5129.11117,5411.165094,4205.683036,4915.319767,tll0062,locus_tag:NCBI Locus Tag
,tll0064,Terpenoids and polyketides metabolism,General,hopanoid biosynthesis,hopanoid biosynthesis associated glycosyl transferase protein HpnI,hpnI,4,H,914.7114261,950.867754,1000.237963,955.2723812,tll0064,locus_tag:NCBI Locus Tag
,tll0065,Prosthetic groups_ cofactors_ and carriers,Thiamine metabolism,thiamine: hydroxyethylthiazole from 1-deoxy-D-xylulose-5-phosphate_ cysteine_ either Tyr or Gly,thiazole synthase ThiG,thiG,3,G,4378.798601,3537.841598,2629.066024,3515.235408,tll0065,locus_tag:NCBI Locus Tag
,tll0070,Unknown function,General,,protein of unknown function DUF1838,,2,F,1874.888804,1717.097541,1837.055937,1809.680761,tll0070,locus_tag:NCBI Locus Tag
,tll0071,Unknown function,General,,uncharacterized protein,,3,G,3254.624294,2984.926369,2807.38703,3015.645898,tll0071,locus_tag:NCBI Locus Tag
,tll0072,Transport and binding proteins,Unknown substrate,,UPF0118 family permease,,4,H,2285.699194,2509.450162,2542.379911,2445.843089,tll0072,locus_tag:NCBI Locus Tag
,tll0073,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,peptidoglycan biosynthesis,UDP-N-acetylmuramoylalanine--D-glutamate ligase MurD,murD,3,G,1736.381555,1614.327989,1495.391499,1615.367015,tll0073,locus_tag:NCBI Locus Tag
,tll0075,Unknown function,General,,SH3 domain protein,,4,H,3416.640941,4224.310904,4519.411363,4053.454403,tll0075,locus_tag:NCBI Locus Tag
,tll0076,Unknown function,Enzymes of unknown specificity,,AAA family ATPase Ycf46,ycf46,4,H,1633.637158,1769.223824,1885.777324,1762.879436,tll0076,locus_tag:NCBI Locus Tag
,tll0077,Unknown function,General,,protein of unknown function DUF177 YceD,yceD,3,G,6040.780532,4597.83065,3835.520956,4824.710712,tll0077,locus_tag:NCBI Locus Tag
,tll0078,Signal transduction,General,pixDE light intensity sensor,flavin-binding BLUF protein PixD,pixD,3,G,3340.694557,3199.954372,3157.129368,3232.592765,tll0078,locus_tag:NCBI Locus Tag
,tll0079,Unknown function,General,,protein of unknown function DUF2752,,1,E,522.5621444,588.3480496,469.3773786,526.7625242,tll0079,locus_tag:NCBI Locus Tag
,tll0080,Translation,tRNA and rRNA base modification,queuosine (Q-tRNA) biosynthesis from preQ0,tRNA-guanine transglycosylase Tgt,tgt,3,G,3431.96989,2666.179325,1799.254408,2632.467874,tll0080,locus_tag:NCBI Locus Tag
,tll0113,Regulatory functions,Protein interactions,redox regulatory system FtrCV,ferredoxin-thioredoxin reductase beta subunit FtrC,ftrC,3,G,4196.101221,3156.046103,2765.621485,3372.589603,tll0113,locus_tag:NCBI Locus Tag
,tll0118,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,,DnaJ domain-containing protein,,4,H,1713.077725,2054.684223,2302.816593,2023.52618,tll0118,locus_tag:NCBI Locus Tag
,tll0119,,,,,,4,H,2772.016477,3771.370671,5439.46624,3994.284462,,unresolved
,tll0120,Cell motility and adherance,Surface structures and assembly platforms,T2bSS type IVa pilus complex,type IV fimbrial assembly protein PilC,pilC,4,H,8815.947589,9210.168283,10706.86681,9577.660895,,unresolved
,tll0121,Cell motility and adherance,Surface structures and assembly platforms,T2bSS type IVa pilus complex,pilin retraction protein PilT,pilT,4,H,17202.85475,17822.08363,18393.76778,17806.23539,tll0121,locus_tag:NCBI Locus Tag
,tll0122,Cell motility and adherance,Surface structures and assembly platforms,T2bSS type IVa pilus complex,type IV fimbrial assembly ATPase PilB,pilB,1,E,12426.77648,14314.19512,13367.52896,13369.50019,tll0122,locus_tag:NCBI Locus Tag
,tll0126,Unknown function,General,,hypothetical protein,,3,G,13183.02004,13142.45296,10401.6446,12242.37253,tll0126,locus_tag:NCBI Locus Tag
,tll0128,Nucleic acid metabolism,DNA replication_ recombination_ and repair,DNA Repair,SbcC-like exonuclease,,4,H,1649.437953,1663.872824,2203.244697,1838.851825,tll0128,locus_tag:NCBI Locus Tag
,tll0130,Prosthetic groups_ cofactors_ and carriers,Ubiquinone and other terpenoid-quinone biosynthesis,phylloquinone biosynthesis via SEPHCHC,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase MenD,menD,3,G,716.1880674,565.7816821,455.1717761,579.0471752,tll0130,locus_tag:NCBI Locus Tag
,tll0131,Defense and invasion systems,Protein_ prosthetic group_ membrane repair,FtsH2-FtsH3 photosystem II repair complex,ATP-dependent metalloprotease FtsH3,ftsH3,4,H,10620.5098,14858.45872,15306.68377,13595.21743,tll0131,locus_tag:NCBI Locus Tag
,tll0133,Amino acid metabolism,Histidine metabolism,histidine biosynthesis from ribose-5-phosphate,imidazoleglycerol-phosphate dehydratase HisB,hisB,3,G,15828.55485,14208.06252,13882.91625,14639.84454,tll0133,locus_tag:NCBI Locus Tag
,tll0135,Unknown function,General,,periplasmic protein of unknown function,,3,G,15262.86345,13730.53427,10105.20082,13032.86618,tll0135,locus_tag:NCBI Locus Tag
,tll0138,Unknown function,General,,protein of unknown function DUF2062,,3,G,1607.476678,1417.149646,1447.347039,1490.657788,tll0138,locus_tag:NCBI Locus Tag
,tll0139,Transport and binding proteins,Unknown substrate,,multidrug efflux transporter MFS family,,3,G,1353.304775,1133.223439,987.6201233,1158.049446,tll0139,locus_tag:NCBI Locus Tag
,tll0141,Unknown function,General,,uncharacterized protein,,4,H,929.1529338,1057.758591,1475.558386,1154.156637,tll0141,locus_tag:NCBI Locus Tag
,tll0142,Unknown function,General,,hypothetical protein,,2,F,2637.263016,2208.798207,2368.130725,2404.730649,tll0142,locus_tag:NCBI Locus Tag
,tll0145,Transport and binding proteins,Anions,,CIC family chloride carrier/channel,,4,H,1263.666977,1914.544296,2673.423523,1950.544932,tll0145,locus_tag:NCBI Locus Tag
,tll0146,Terpenoids and polyketides metabolism,Carotenoid metabolism,lycopene biosynthesis from isopentyl pyrophosphate (IPP),zeta-carotene isomerase nnrU,nnrU,3,G,7808.696466,6941.090632,5970.276589,6906.687896,tll0146,locus_tag:NCBI Locus Tag
,tll0150,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,chlorophyll biosynthesis from chlorophyllide a,geranylgeranyl reductase ChlP,chlP,1,E,29641.62427,34053.01934,29063.0391,30919.22757,tll0150,locus_tag:NCBI Locus Tag
,tll0153,Transport and binding proteins,Unknown substrate,,cation-transporting ATPase E1-E2 family,,2,F,1203.743966,1143.618727,1177.315951,1174.892882,tll0153,locus_tag:NCBI Locus Tag
,tll0154,Defense and invasion systems,General,DNA damage response,universal stress protein UspA family,,3,G,2519.682383,1877.247227,1624.800137,2007.243249,tll0154,locus_tag:NCBI Locus Tag
,tll0155,,,,,,4,H,169.9043465,184.2610039,233.0764825,195.7472776,,unresolved
,tll0156,Mobile and extrachromosomal element functions,Selfish genetic elements,Insertion element,ISTe12 transposase OrfA TnpA_ISTel2,tnpA_ISTel2,3,G,434.520968,294.5793663,217.8195138,315.6399494,,ambiguous
,tll0158,Transport and binding proteins,Cations and iron carrying compounds,,CPA1 family Na:H antiporter,,3,G,560.3224223,532.1289461,480.6507383,524.3673689,tll0158,locus_tag:NCBI Locus Tag
,tll0161,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,heat shock,co-chaperone GrpE,grpE,4,H,542.4543972,691.154148,871.377817,701.6621207,tll0161,locus_tag:NCBI Locus Tag
,tll0162,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,multiple sugar uptake system,ABC-type multiple sugar uptake system ATPase component,,2,F,1346.908373,1086.515861,1440.657321,1291.360519,tll0162,locus_tag:NCBI Locus Tag
,tll0165,Regulatory functions,Protein interactions,Glutamate inactivation,glutamine synthetase inactivating factor IF17 GifB,gifB,4,H,7507.643646,9274.856684,16736.21675,11172.90569,tll0165,locus_tag:NCBI Locus Tag
,tll0167,Translation,Ribosomal proteins: synthesis and modification,ribosome large subunit,LSU ribosomal protein L21 RplU,rplU,3,G,129347.1894,115432.1504,95494.74773,113424.6959,tll0167,locus_tag:NCBI Locus Tag
,tll0168,Unknown function,General,,putative phosphopeptide binding protein,,4,H,118.7143947,169.257115,195.0840874,161.0185324,tll0168,locus_tag:NCBI Locus Tag
,tll0169,Regulatory functions,DNA interactions,iron-sulfur cluster assembly_ ISC system,transcriptional repressor of Fe-S cluster biogenesis system IscR,iscR,4,H,515.5925005,637.1872628,897.2393197,683.3396943,tll0169,locus_tag:NCBI Locus Tag
,tll0170,Natural products biosynthesis,Anti-microbial compounds,bacteriocin,FMN-dependent non-ribosomal peptide synthetase,,4,H,631.4673258,641.971033,725.6441563,666.3608384,tll0170,locus_tag:NCBI Locus Tag
,tll0172,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,coenzyme B12 biosynthesis upper pathway,precorrin-6Y C5_15-methyltransferase (decarboxylating) CobL,cobL,0,,275.6173362,271.2696104,268.2908398,271.7259288,tll0172,locus_tag:NCBI Locus Tag
,tll0173,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,coenzyme B12 biosynthesis upper pathway,precorrin-8X methylmutase CobH,cobH,4,H,580.2932913,627.725468,753.8464574,653.9550722,tll0173,locus_tag:NCBI Locus Tag
,tll0175,Regulatory functions,DNA interactions,,YebC family transcriptional regulator,,4,H,3515.798544,3554.083533,3776.776543,3615.552873,tll0175,locus_tag:NCBI Locus Tag
,tll0178,Prosthetic groups_ cofactors_ and carriers,Folate biosynthesis,tetrahydrofolate biosynthesis from GTP and PABA,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase FolK,folK,4,H,624.3677669,883.7685627,830.1586619,779.4316638,,unresolved
,tll0180,Amino acid metabolism,Histidine metabolism,histidine biosynthesis from ribose-5-phosphate,ATP phosphoribosyltransferase catalytic subunit HisG,hisG,4,H,2002.376705,2127.410365,2561.063263,2230.283444,tll0180,locus_tag:NCBI Locus Tag
,tll0181,Regulatory functions,Protein interactions,histidine biosynthesis,ATP phosphoribosyltransferase regulatory subunit HisZ,hisZ,4,H,2667.782135,3094.814505,3668.071611,3143.556084,tll0181,locus_tag:NCBI Locus Tag
,tll0182,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,,TPR repeat domain protein with DnaJ domain,,3,G,6347.962572,4643.400705,4563.341878,5184.901718,tll0182,locus_tag:NCBI Locus Tag
,tll0183,Prosthetic groups_ cofactors_ and carriers,One carbon pool by folate,,formyltetrahydrofolate deformylase PurU,purU,3,G,1650.707424,1314.607466,1165.938612,1377.084501,tll0183,locus_tag:NCBI Locus Tag
,tll0184,Nucleic acid metabolism,DNA replication_ recombination_ and repair,Nucleotide excision repair,excinuclease ABC subunit UvrA,uvrA,0,,837.7555682,834.4039747,877.5540041,849.9045157,tll0184,locus_tag:NCBI Locus Tag
,tll0185,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,chaperone system: GroEL/GroES,chaperonin GroEL,groEL1,3,G,88013.91413,85050.40656,59406.91979,77490.41349,tll0185,locus_tag:NCBI Locus Tag
,tll0186,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,chaperone system: GroEL/GroES,chaperonin GroES,groES,3,G,88350.67718,88869.3554,55660.12053,77626.7177,tll0186,locus_tag:NCBI Locus Tag
,tll0187,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,multiple sugar uptake system,ABC-type multiple sugar uptake system permease component,,3,G,1129.709033,1113.948344,971.1494229,1071.602266,tll0187,locus_tag:NCBI Locus Tag
,tll0188,Transport and binding proteins,Cations and iron carrying compounds,ammonium uptake,ammonium permease Amt,amt,3,G,8105.678122,6504.891963,5744.274849,6784.948311,tll0188,locus_tag:NCBI Locus Tag
,tll0199,Unknown function,General,,hypothetical protein,,3,G,509.5068029,415.214309,393.1875961,439.3029027,tll0199,locus_tag:NCBI Locus Tag
,tll0200,Unknown function,General,,membrane protein of unknown function DUF3120,,0,,351.3962304,339.2413764,344.4406412,345.0260826,tll0200,locus_tag:NCBI Locus Tag
,tll0201,Unknown function,General,,hypothetical protein,,3,G,649.3518352,463.5854994,505.3333559,539.4235635,tll0201,locus_tag:NCBI Locus Tag
,tll0202,Intracellular trafficking_ assembly_ and processing,Protein export_ secretion_ and sorting,Sec protein export system,preprotein translocase subunit SecF,secF,4,H,4256.526514,4241.162414,4357.715746,4285.134892,tll0202,locus_tag:NCBI Locus Tag
,tll0203,Intracellular trafficking_ assembly_ and processing,Protein export_ secretion_ and sorting,Sec protein export system,preprotein translocase subunit SecD,secD,3,G,4754.963412,4651.472696,4289.28848,4565.241529,tll0203,locus_tag:NCBI Locus Tag
,tll0204,Carbohydrate metabolism,Pyruvate metabolism,pyruvate dehydrogenase complex PdhABCD-AceE,pyruvate dehydrogenase E1 component beta subunit PdhB,pdhB,3,G,10958.51266,9328.875333,6816.447623,9034.611872,tll0204,locus_tag:NCBI Locus Tag
,tll0205,Mobile and extrachromosomal element functions,Selfish genetic elements,Insertion element,ISTel3 transposase TnpA_ISTel3,tnpA_ISTel3,0,,9.840948088,13.96736829,31.29811576,18.36881071,tll0205,locus_tag:NCBI Locus Tag
,tll0210,Intracellular trafficking_ assembly_ and processing,Peptidases,membrane protease,intramembrane C-terminal tripeptide endopeptidase M79 family,,4,H,1024.378538,1411.125312,1849.843054,1428.448968,tll0210,locus_tag:NCBI Locus Tag
,tll0211,Regulatory functions,Protein interactions,clpXP degradation machine,ATP-dependent Clp protease adaptor protein ClpS,clpS,2,F,8935.12617,7994.466673,9082.968735,8670.853859,tll0211,locus_tag:NCBI Locus Tag
,tll0212,Translation,Transfer RNA biogenesis,tRNA aminoacylation,class II lysyl-tRNA synthetase LysS,lysS,3,G,5568.832366,5094.778653,4436.782069,5033.464363,tll0212,locus_tag:NCBI Locus Tag
,tll0214,Transport and binding proteins,Unknown substrate,,ABC-type export system hybrid permease / ATPase MdlB,mdlB,3,G,1665.350153,1171.657219,989.0966503,1275.368008,tll0214,locus_tag:NCBI Locus Tag
,tll0216,Amino acid metabolism,Histidine metabolism,histidine biosynthesis from ribose-5-phosphate,phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase HisA,hisA,3,G,4983.333151,4969.566712,3931.842676,4628.247513,tll0216,locus_tag:NCBI Locus Tag
,tll0217,,,,,,4,H,456.989648,628.2873784,642.8011767,576.0260677,,unresolved
,tll0218,Translation,tRNA and rRNA base modification,queuosine (Q-tRNA) biosynthesis from preQ0,7-cyano-7-deazaguanine reductase QueF1,queF1,4,H,16681.42734,17684.14913,18961.08608,17775.55419,tll0218,locus_tag:NCBI Locus Tag
,tll0220,Regulatory functions,Protein interactions,NADH dehydrogenase I,NDH-1 complex sensory subunit CupS,cupS,1,E,9001.462495,10398.84247,9219.992179,9540.099048,tll0220,locus_tag:NCBI Locus Tag
,tll0222,Mobile and extrachromosomal element functions,Selfish genetic elements,Insertion element,ISTel3 transposase TnpA_ISTel3,tnpA_ISTel3,0,,2.420353983,6.728774987,7.585886134,5.578338368,tll0222,locus_tag:NCBI Locus Tag
,tll0223,Transport and binding proteins,Unknown substrate,,P-FAT family ABC-type export system hybrid permease / ATPase,,0,,1252.540247,1222.512493,1260.565611,1245.206117,tll0223,locus_tag:NCBI Locus Tag
,tll0231,Prosthetic groups_ cofactors_ and carriers,Nicotinate and nicotinamide metabolism,NAD(P) biosynthesis from L-aspartate and DHAP,quinolinate synthase NadA,nadA,3,G,1461.7326,1219.920027,1078.331878,1253.328168,tll0231,locus_tag:NCBI Locus Tag
,tll0232,Terpenoids and polyketides metabolism,Carotenoid metabolism,myxoxanthophyll biosynthesis,C-3'_4' desaturase CrtD,crtD,4,H,838.0635107,1036.250543,1128.603352,1000.972469,tll0232,locus_tag:NCBI Locus Tag
,tll0233,Amino acid metabolism,Histidine metabolism,histidine biosynthesis,bifunctional phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase HisIE,hisIE,3,G,5317.235856,4101.190402,4024.522035,4480.982764,tll0233,locus_tag:NCBI Locus Tag
,tll0236,Amino acid metabolism,Alanine_ aspartate and glutamate metabolism,aspartate-asparagine interconversion,asparagine synthetase [glutamine-hydrolyzing] AsnB,asnB,3,G,4179.801309,3958.912937,3692.852227,3943.855491,tll0236,locus_tag:NCBI Locus Tag
,tll0248,Unknown function,General,,protein of unknown function DUF2949,,4,H,843.7491067,1254.776119,2016.952561,1371.825929,TLL_RS13110,multi:NCBI Locus Tag
,tll0251,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,peptidoglycan bioysnthesis and recycling,N-acetylmuramoyl-L-alanine amidase AmiA,amiA,3,G,4426.569745,3792.783639,3239.083988,3819.479124,tll0251,locus_tag:NCBI Locus Tag
,tll0255,Transport and binding proteins,Amino acids_ peptides and amines,,APC family amino acid-polyamine transporter,,0,,71.67733226,63.53004639,60.20526791,65.13754885,tll0255,locus_tag:NCBI Locus Tag
,tll0256,Mobile and extrachromosomal element functions,Selfish genetic elements,Insertion element,ISTel2 transposase OrfB TnpB_ISTel2,tnpB_ISTel2,0,,21.06079664,11.19327881,33.8680954,22.04072361,tll0256,locus_tag:NCBI Locus Tag
,tll0259,Translation,Translation factors,release factors,ribosome recycling factor Frr,frr,1,E,6836.504917,7548.080288,6520.930015,6968.505073,tll0259,locus_tag:NCBI Locus Tag
,tll0260,Nucleic acid metabolism,Pyrimidine metabolism,,uridylate kinase PyrH,pyrH,3,G,6098.795015,5621.345742,4685.279144,5468.4733,tll0260,locus_tag:NCBI Locus Tag
,tll0266,Unknown function,General,,uncharacterized isomerase yddE PhzC-PhzF family,yddE,3,G,1385.126985,1104.734728,835.8262067,1108.56264,tll0266,locus_tag:NCBI Locus Tag
,tll0268,Transport and binding proteins,Unknown substrate,,integral membrane protein TerC family,,4,H,4948.192025,5411.711684,5389.083542,5249.662417,tll0268,locus_tag:NCBI Locus Tag
,tll0269,Unknown function,General,,extracytoplasmic TPR repeat domain protein,,4,H,6655.617592,7802.698719,7580.58959,7346.301967,tll0269,locus_tag:NCBI Locus Tag
,tll0277,Amino acid metabolism,Glycine_ serine and threonine metabolism,homoserine biosynthesis from aspartate,homoserine dehydrogenase ThrA,thrA,3,G,3725.489458,3461.746386,2971.351582,3386.195808,tll0277,locus_tag:NCBI Locus Tag
,tll0278,Unknown function,General,,COG2187 family uncharacterized protein,,3,G,3285.434807,2473.945908,1897.421167,2552.267294,tll0278,locus_tag:NCBI Locus Tag
,tll0280,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,nucleoid associated proteins,DnaJ-class molecular chaperone CbpA,cbpA,3,G,4547.021222,3493.920062,3666.390212,3902.443832,tll0280,locus_tag:NCBI Locus Tag
,tll0282,Unknown function,General,,pentapeptide repeat protein,,4,H,243.534168,450.0404661,896.3833893,529.9860078,tll0282,locus_tag:NCBI Locus Tag
,tll0286,Unknown function,General,,hypothetical protein,,0,,137.9141567,165.6748799,180.0271271,161.2053879,tll0286,locus_tag:NCBI Locus Tag
,tll0287,Unknown function,General,photosystem II,hemoprotein associated with the PsbA2-Photosystem II complex,,2,F,622.4770791,529.7011584,626.2557307,592.8113227,tll0287,locus_tag:NCBI Locus Tag
,tll0288,Energy metabolism,Sulfur metabolism,sulfide reduction to polysulfide,sulfide quinone reductase Sqr,sqr,0,,329.2362714,297.2948409,299.2831888,308.604767,tll0288,locus_tag:NCBI Locus Tag
,tll0290,Glycan biosynthesis and metabolism,Other glycan degradation,mannose hydrolysis from N-glycans,alpha-mannosidase Ams1,ams1,3,G,1151.530579,1030.368428,1005.988304,1062.629104,tll0290,locus_tag:NCBI Locus Tag
,tll0292,Unknown function,Enzymes of unknown specificity,,possible alpha/beta hydrolase superfamily,,3,G,647.0853596,632.4038849,506.2072053,595.2321499,tll0292,locus_tag:NCBI Locus Tag
,tll0300,Unknown function,Enzymes of unknown specificity,,haloacid dehalogenase superfamily subfamily IA hydrolase,,3,G,1309.946794,982.9929554,727.9569582,1006.965569,tll0300,locus_tag:NCBI Locus Tag
,tll0303,Transport and binding proteins,Cations and iron carrying compounds,Na-dependent K uptake system KtrAB,Na-dependent potassium uptake system permease component KtrB,ktrB,3,G,832.6255612,713.638226,654.6713863,733.6450578,tll0303,locus_tag:NCBI Locus Tag
,tll0306,Unknown function,Enzymes of unknown specificity,,transglutaminase-like superfamily protein,,4,H,1435.840103,1617.721451,1836.187914,1629.916489,tll0306,locus_tag:NCBI Locus Tag
,tll0307,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,ClpP3-ClpR-ClpC proteolytic complex,Clp3 protease chaperone ClpC,clpC,1,E,27066.94744,29293.99774,25526.14288,27295.69602,tll0307,locus_tag:NCBI Locus Tag
,tll0312,Nucleic acid metabolism,DNA replication_ recombination_ and repair,nucleotide excision repair,UvrD/REP helicase domain-containing protein,,4,H,773.6249172,893.4996244,1112.024329,926.3829568,tll0312,locus_tag:NCBI Locus Tag
,tll0314,Unknown function,Enzymes of unknown specificity,,glycosyltransferase family 2,,0,,153.1890091,132.7081469,140.6575851,142.1849137,tll0314,locus_tag:NCBI Locus Tag
