Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
1749121	INSDC	BX548174.1	1254268	1255500	+	CAE19761.1	putuative bifunctional Dihydrofolate/Folylpolyglutamate synthase	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCA_000011465.1
1749121	RefSeq	NC_005072.1	1254268	1255500	+	WP_011132936.1	bifunctional folylpolyglutamate synthase/dihydrofolate synthase	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCF_000011465.1
1749121	RefSeq	NZ_CP138914.1	493234	494466	+	WP_011132936.1	bifunctional folylpolyglutamate synthase/dihydrofolate synthase	Prochlorococcus sp. Dvax-bc1017	Dvax-bc1017	GCF_047302725.1
1749121	RefSeq	NZ_CP138922.1	18733	19965	-	WP_011132936.1	bifunctional folylpolyglutamate synthase/dihydrofolate synthase	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4x	GCF_047497115.1
1749121	RefSeq	NZ_CP138923.1	189228	190460	-	WP_011132936.1	bifunctional folylpolyglutamate synthase/dihydrofolate synthase	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4ax	GCF_047497125.1
1749121	RefSeq	NZ_CP138976.1	1033188	1034420	-	WP_011132936.1	bifunctional folylpolyglutamate synthase/dihydrofolate synthase	Prochlorococcus sp. MED1	MED1	GCF_047305115.1
1749121	RefSeq	NZ_JNAG01000004.1	89053	90285	-	WP_011132936.1	bifunctional folylpolyglutamate synthase/dihydrofolate synthase	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCF_000759875.1
1749121	INSDC	JNAG01000004.1	89053	90285	-	KGF87133.1	Dihydrofolate synthase	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCA_000759875.1
1749121	PAT	N/A				AGX57270.1	Sequence 14869 from patent US 8541208	Unknown		
1749121	PAT	N/A				AGX58843.1	Sequence 18019 from patent US 8541208	Unknown		
1749121	PAT	HB882193.1	1	1233	+	CBF65370.1	unnamed protein product	Prochlorococcus marinus		
1749121	PAT	HB885343.1	1	1233	+	CBF66876.1	unnamed protein product	Prochlorococcus marinus		
1749121	PAT	HC939602.1	1	1233	+	CBU90241.1	unnamed protein product	Prochlorococcus marinus		
1749121	PAT	HC942752.1	1	1233	+	CBU91749.1	unnamed protein product	Prochlorococcus marinus		
