Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
16834817	INSDC	BX548175.1	1780019	1780207	+	CAX32309.1	Hypothetical protein	Prochlorococcus marinus str. MIT 9313	MIT9313	GCA_000011485.1
16834817	RefSeq	NC_005071.1	1780019	1780207	+	WP_041384636.1	hypothetical protein	Prochlorococcus marinus str. MIT 9313	MIT9313	GCF_000011485.1
16834817	RefSeq	NZ_CP138943.1	1858808	1858996	+	WP_041384636.1	hypothetical protein	Prochlorococcus sp. MIT 1313	MIT 1313	GCF_047303155.1
16834817	RefSeq	NZ_CP138957.1	1688858	1689046	+	WP_041384636.1	hypothetical protein	Prochlorococcus sp. MIT 1342	MIT 1342	GCF_047304495.1
16834817	RefSeq	NZ_LVHN01000013.1	28008	28196	+	WP_041384636.1	hypothetical protein	Prochlorococcus marinus str. MIT 1313	MIT 1313	GCF_001632065.1
16834817	RefSeq	NZ_LVHP01000026.1	813602	813790	-	WP_041384636.1	hypothetical protein	Prochlorococcus marinus str. MIT 1320	MIT 1320	GCF_001632075.1
16834817	RefSeq	NZ_LVHS01000027.1	767081	767269	-	WP_041384636.1	hypothetical protein	Prochlorococcus marinus str. MIT 1342	MIT 1342	GCF_001632145.1
16834817	INSDC	LVHN01000013.1	28008	28196	+	KZR68282.1	hypothetical protein	Prochlorococcus marinus str. MIT 1313	MIT 1313	GCA_001632065.1
16834817	INSDC	LVHP01000026.1	813602	813790	-	KZR74004.1	hypothetical protein	Prochlorococcus marinus str. MIT 1320	MIT 1320	GCA_001632075.1
16834817	INSDC	LVHS01000027.1	767081	767269	-	KZR80654.1	hypothetical protein	Prochlorococcus marinus str. MIT 1342	MIT 1342	GCA_001632145.1
16834817	INSDC	JAYZLF010000117.1	1104	1292	-	MEC7738402.1	hypothetical protein	Cyanobacteriota bacterium		GCA_036154475.1
