Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
1541552	INSDC	BX548174.1	699100	699306	+	CAP16387.1	Conserved hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCA_000011465.1
1541552	RefSeq	NC_005072.1	699100	699306	+	WP_036930795.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCF_000011465.1
1541552	RefSeq	NZ_CAJWDD010000028.1	212	418	-	WP_036930795.1	hypothetical protein	uncultured Prochlorococcus sp.		GCF_913031015.1
1541552	RefSeq	NZ_CBFHHZ010000005.1	26158	26364	+	WP_036930795.1	hypothetical protein	Prochlorococcus sp.		GCF_965655815.1
1541552	RefSeq	NZ_CP138914.1	1596049	1596255	+	WP_036930795.1	hypothetical protein	Prochlorococcus sp. Dvax-bc1017	Dvax-bc1017	GCF_047302725.1
1541552	RefSeq	NZ_CP138922.1	574783	574989	-	WP_036930795.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4x	GCF_047497115.1
1541552	RefSeq	NZ_CP138923.1	745278	745484	-	WP_036930795.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4ax	GCF_047497125.1
1541552	RefSeq	NZ_CP138976.1	1589389	1589595	-	WP_036930795.1	hypothetical protein	Prochlorococcus sp. MED1	MED1	GCF_047305115.1
1541552	RefSeq	NZ_JNAG01000006.1	73374	73580	-	WP_036930795.1	hypothetical protein	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCF_000759875.1
1541552	INSDC	JNAG01000006.1	73374	73580	-	KGF85879.1	hypothetical protein	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCA_000759875.1
1541552	INSDC	JBJLEM010000007.1	348947	349153	+	MFL2880825.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris		GCA_045565875.1
1541552	INSDC	QOPO01000008.1	43958	44164	-	RCL49404.1	hypothetical protein	Prochlorococcus sp. MED-G72		GCA_003331725.1
