Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
1607792	INSDC	BX548174.1	202752	204419	-	CAE18668.1	possible kinase	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCA_000011465.1
1607792	RefSeq	NC_005072.1	202752	204419	-	WP_011131848.1	ABC1 kinase family protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCF_000011465.1
1607792	RefSeq	NZ_CP138914.1	1099707	1101374	-	WP_011131848.1	ABC1 kinase family protein	Prochlorococcus sp. Dvax-bc1017	Dvax-bc1017	GCF_047302725.1
1607792	RefSeq	NZ_CP138922.1	1071616	1073283	+	WP_011131848.1	ABC1 kinase family protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4x	GCF_047497115.1
1607792	RefSeq	NZ_CP138923.1	1242111	1243778	+	WP_011131848.1	ABC1 kinase family protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4ax	GCF_047497125.1
1607792	RefSeq	NZ_CP138976.1	426377	428044	+	WP_011131848.1	ABC1 kinase family protein	Prochlorococcus sp. MED1	MED1	GCF_047305115.1
1607792	RefSeq	NZ_JNAG01000002.1	12309	13976	+	WP_011131848.1	ABC1 kinase family protein	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCF_000759875.1
1607792	INSDC	JNAG01000002.1	12309	13976	+	KGF88038.1	Ubiquinone biosynthesis monooxygenase UbiB	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCA_000759875.1
1607792	PAT	N/A				AOB66648.1	Sequence 2345 from patent US 9115368	Unknown		
1607792	PAT	N/A				QDB41900.1	Sequence 2345 from patent US 10301643	Unknown		
