Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
13926714	INSDC	BX548174.1	621735	621887	-	CAP16357.1	Hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCA_000011465.1
13926714	RefSeq	NC_005072.1	621735	621887	-	WP_173027956.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCF_000011465.1
13926714	RefSeq	NZ_CAXEVU010000093.1	2785	2937	+	WP_173027956.1	hypothetical protein	uncultured Prochlorococcus sp.		GCF_963999815.1
13926714	RefSeq	NZ_CP138914.1	1518686	1518838	-	WP_173027956.1	hypothetical protein	Prochlorococcus sp. Dvax-bc1017	Dvax-bc1017	GCF_047302725.1
13926714	RefSeq	NZ_CP138922.1	652200	652352	+	WP_173027956.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4x	GCF_047497115.1
13926714	RefSeq	NZ_CP138923.1	822695	822847	+	WP_173027956.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4ax	GCF_047497125.1
13926714	RefSeq	NZ_CP138976.1	5008	5160	+	WP_173027956.1	hypothetical protein	Prochlorococcus sp. MED1	MED1	GCF_047305115.1
13926714	RefSeq	NZ_JNAG01000006.1	150791	150943	+	WP_173027956.1	hypothetical protein	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCF_000759875.1
13926714	INSDC	JNAG01000006.1	150791	150943	+	KGF85994.1	hypothetical protein	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCA_000759875.1
13926714	INSDC	JAOOMD010000019.1	11533	11685	-	MDC3138008.1	hypothetical protein	Prochlorococcus sp. AH-716-I19		GCA_028409135.1
