Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
1547697	INSDC	BX548175.1	36230	36442	+	CAX31797.1	Conserved hypothetical protein	Prochlorococcus marinus str. MIT 9313	MIT9313	GCA_000011485.1
1547697	RefSeq	NC_005071.1	36230	36442	+	WP_041384227.1	hypothetical protein	Prochlorococcus marinus str. MIT 9313	MIT9313	GCF_000011485.1
1547697	RefSeq	NZ_CP138943.1	2537564	2537776	+	WP_041384227.1	hypothetical protein	Prochlorococcus sp. MIT 1313	MIT 1313	GCF_047303155.1
1547697	RefSeq	NZ_CP138944.1	771185	771397	+	WP_041384227.1	hypothetical protein	Prochlorococcus sp. MIT 1312	MIT 1312	GCF_047303165.1
1547697	RefSeq	NZ_CP138946.1	771342	771554	+	WP_041384227.1	hypothetical protein	Prochlorococcus sp. MIT 1227	MIT 1227	GCF_047303345.1
1547697	RefSeq	NZ_CP138947.1	2418746	2418958	+	WP_041384227.1	hypothetical protein	Prochlorococcus sp. MIT 1201	MIT 1201	GCF_047303415.1
1547697	RefSeq	NZ_CP138957.1	2347578	2347790	+	WP_041384227.1	hypothetical protein	Prochlorococcus sp. MIT 1342	MIT 1342	GCF_047304495.1
1547697	RefSeq	NZ_CP138958.1	715229	715441	+	WP_041384227.1	hypothetical protein	Prochlorococcus sp. MIT 1318	MIT 1318	GCF_047304505.1
1547697	RefSeq	NZ_CP138972.1	186980	187192	-	WP_041384227.1	hypothetical protein	Prochlorococcus sp. MIT 1327	MIT 1327	GCF_047304785.1
1547697	RefSeq	NZ_JABBYP010000045.1	219834	220046	+	WP_041384227.1	hypothetical protein	Prochlorococcus sp. P1361	150NLHA	GCF_012933585.1
1547697	RefSeq	NZ_JABBYQ010000064.1	184853	185065	+	WP_041384227.1	hypothetical protein	Prochlorococcus sp.P1363	150SLHA	GCF_012933595.1
1547697	RefSeq	NZ_JABBYR010000058.1	59747	59959	+	WP_041384227.1	hypothetical protein	Prochlorococcus sp. P1344	150SLHB	GCF_012933605.1
1547697	RefSeq	NZ_LVHM01000050.1	218982	219194	+	WP_041384227.1	hypothetical protein	Prochlorococcus marinus str. MIT 1312	MIT 1312	GCF_001632005.1
1547697	RefSeq	NZ_LVHN01000008.1	106840	107052	-	WP_041384227.1	hypothetical protein	Prochlorococcus marinus str. MIT 1313	MIT 1313	GCF_001632065.1
1547697	RefSeq	NZ_LVHO01000027.1	106840	107052	-	WP_041384227.1	hypothetical protein	Prochlorococcus marinus str. MIT 1318	MIT 1318	GCF_001632045.1
1547697	RefSeq	NZ_LVHP01000026.1	114635	114847	-	WP_041384227.1	hypothetical protein	Prochlorococcus marinus str. MIT 1320	MIT 1320	GCF_001632075.1
1547697	RefSeq	NZ_LVHR01000034.1	671271	671483	+	WP_041384227.1	hypothetical protein	Prochlorococcus marinus str. MIT 1327	MIT 1327	GCF_001632125.1
1547697	RefSeq	NZ_LVHS01000027.1	108421	108633	-	WP_041384227.1	hypothetical protein	Prochlorococcus marinus str. MIT 1342	MIT 1342	GCF_001632145.1
1547697	INSDC	JAKUPE010000023.1	8936	9148	+	MCH2565732.1	4-hydroxythreonine-4-phosphate dehydrogenase	Prochlorococcus sp. ALOHA_A2.0_51		GCA_022450905.1
1547697	INSDC	JAYZLF010000195.1	2387	2599	-	MEC7739133.1	4-hydroxythreonine-4-phosphate dehydrogenase	Cyanobacteriota bacterium		GCA_036154475.1
1547697	INSDC	JAZACB010000095.1	2891	3103	+	MEC9027952.1	4-hydroxythreonine-4-phosphate dehydrogenase	Cyanobacteriota bacterium		GCA_036125235.1
1547697	INSDC	JAYZUM010000390.1	865	1077	-	MEC9452880.1	4-hydroxythreonine-4-phosphate dehydrogenase	Cyanobacteriota bacterium		GCA_036156835.1
1547697	INSDC	JAZAOD010000107.1	3488	3700	-	MED5263936.1	4-hydroxythreonine-4-phosphate dehydrogenase	Cyanobacteriota bacterium		GCA_036228585.1
1547697	INSDC	JABBYR010000058.1	59747	59959	+	NMO84382.1	4-hydroxythreonine-4-phosphate dehydrogenase	Prochlorococcus sp. P1344	150SLHB	GCA_012933605.1
1547697	INSDC	JABBYP010000045.1	219834	220046	+	NMP07337.1	4-hydroxythreonine-4-phosphate dehydrogenase	Prochlorococcus sp. P1361	150NLHA	GCA_012933585.1
1547697	INSDC	JABBYQ010000064.1	184853	185065	+	NMP14678.1	4-hydroxythreonine-4-phosphate dehydrogenase	Prochlorococcus sp.P1363	150SLHA	GCA_012933595.1
1547697	INSDC	SHAR01000001.1	32801	33013	-	RZO52555.1	4-hydroxythreonine-4-phosphate dehydrogenase	Prochlorococcus sp. MED-G132		GCA_004213165.1
