Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
1532659	INSDC	BX548174.1	979511	979684	-	CAP16456.1	Conserved hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCA_000011465.1
1532659	RefSeq	NC_005072.1	979511	979684	-	WP_173028022.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCF_000011465.1
1532659	RefSeq	NZ_CAJWDD010000015.1	7831	8004	-	WP_173028022.1	hypothetical protein	uncultured Prochlorococcus sp.		GCF_913031015.1
1532659	RefSeq	NZ_CAXEVU010000017.1	2272	2445	-	WP_173028022.1	hypothetical protein	uncultured Prochlorococcus sp.		GCF_963999815.1
1532659	RefSeq	NZ_CBFHHZ010000003.1	85013	85186	+	WP_173028022.1	hypothetical protein	Prochlorococcus sp.		GCF_965655815.1
1532659	RefSeq	NZ_CP138914.1	218471	218644	-	WP_173028022.1	hypothetical protein	Prochlorococcus sp. Dvax-bc1017	Dvax-bc1017	GCF_047302725.1
1532659	RefSeq	NZ_CP138922.1	294556	294729	+	WP_173028022.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4x	GCF_047497115.1
1532659	RefSeq	NZ_CP138923.1	465051	465224	+	WP_173028022.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4ax	GCF_047497125.1
1532659	RefSeq	NZ_CP138976.1	1309011	1309184	+	WP_173028022.1	hypothetical protein	Prochlorococcus sp. MED1	MED1	GCF_047305115.1
1532659	RefSeq	NZ_JNAG01000001.1	85371	85544	+	WP_173028022.1	hypothetical protein	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCF_000759875.1
1532659	INSDC	JNAG01000001.1	85371	85544	+	KGF88803.1	hypothetical protein	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCA_000759875.1
1532659	INSDC	JAOOJO010000012.1	3950	4123	-	MDC3089440.1	hypothetical protein	Prochlorococcus sp. AH-716-N03		GCA_028450805.1
1532659	INSDC	JAOOMD010000002.1	51420	51593	+	MDC3137587.1	hypothetical protein	Prochlorococcus sp. AH-716-I19		GCA_028409135.1
1532659	INSDC	JBJLEM010000009.1	317488	317661	-	MFL2881309.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris		GCA_045565875.1
