Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
13926783	INSDC	BX548174.1	968937	969140	+	CAP16449.1	Conserved hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCA_000011465.1
13926783	RefSeq	NC_005072.1	968937	969140	+	WP_036930278.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCF_000011465.1
13926783	RefSeq	NZ_CAJWDD010000073.1	769	972	+	WP_036930278.1	hypothetical protein	uncultured Prochlorococcus sp.		GCF_913031015.1
13926783	RefSeq	NZ_CAXEVU010000106.1	1029	1232	+	WP_036930278.1	hypothetical protein	uncultured Prochlorococcus sp.		GCF_963999815.1
13926783	RefSeq	NZ_CBFHHZ010000003.1	95210	95413	-	WP_036930278.1	hypothetical protein	Prochlorococcus sp.		GCF_965655815.1
13926783	RefSeq	NZ_CP138914.1	207897	208100	+	WP_036930278.1	hypothetical protein	Prochlorococcus sp. Dvax-bc1017	Dvax-bc1017	GCF_047302725.1
13926783	RefSeq	NZ_CP138922.1	305100	305303	-	WP_036930278.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4x	GCF_047497115.1
13926783	RefSeq	NZ_CP138923.1	475595	475798	-	WP_036930278.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4ax	GCF_047497125.1
13926783	RefSeq	NZ_CP138976.1	1319555	1319758	-	WP_036930278.1	hypothetical protein	Prochlorococcus sp. MED1	MED1	GCF_047305115.1
13926783	RefSeq	NZ_JNAG01000001.1	95915	96118	-	WP_036930278.1	hypothetical protein	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCF_000759875.1
13926783	INSDC	JNAG01000001.1	95915	96118	-	KGF88823.1	hypothetical protein	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCA_000759875.1
13926783	INSDC	NZKA01000007.1	18974	19177	+	MAK07906.1	hypothetical protein	Prochlorococcus sp. MED105		GCA_002692385.1
13926783	INSDC	JAOONW010000037.1	3071	3274	+	MDC3169299.1	hypothetical protein	Prochlorococcus sp. AH-716-E17		GCA_028410015.1
13926783	INSDC	JAOONY010000021.1	8076	8279	+	MDC3171150.1	hypothetical protein	Prochlorococcus sp. AH-716-E13		GCA_028410035.1
13926783	INSDC	JBJLEM010000009.1	307259	307462	+	MFL2881293.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris		GCA_045565875.1
