Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
1579952	INSDC	BX548174.1	1211578	1212726	+	CAE19717.1	pyridoxal-phosphate-dependent aminotransferase	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCA_000011465.1
1579952	RefSeq	NC_005072.1	1211578	1212726	+	WP_011132892.1	DegT/DnrJ/EryC1/StrS family aminotransferase	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCF_000011465.1
1579952	RefSeq	NZ_CP138914.1	450540	451688	+	WP_011132892.1	DegT/DnrJ/EryC1/StrS family aminotransferase	Prochlorococcus sp. Dvax-bc1017	Dvax-bc1017	GCF_047302725.1
1579952	RefSeq	NZ_CP138922.1	61512	62660	-	WP_011132892.1	DegT/DnrJ/EryC1/StrS family aminotransferase	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4x	GCF_047497115.1
1579952	RefSeq	NZ_CP138923.1	232007	233155	-	WP_011132892.1	DegT/DnrJ/EryC1/StrS family aminotransferase	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4ax	GCF_047497125.1
1579952	RefSeq	NZ_CP138976.1	1075965	1077113	-	WP_011132892.1	DegT/DnrJ/EryC1/StrS family aminotransferase	Prochlorococcus sp. MED1	MED1	GCF_047305115.1
1579952	RefSeq	NZ_JNAG01000004.1	131850	132998	-	WP_011132892.1	DegT/DnrJ/EryC1/StrS family aminotransferase	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCF_000759875.1
1579952	INSDC	JNAG01000004.1	131850	132998	-	KGF87179.1	aminotransferase	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCA_000759875.1
1579952	PAT	N/A				AGX71664.1	Sequence 43126 from patent US 8541208	Unknown		
1579952	PAT	N/A				AGX83172.1	Sequence 66084 from patent US 8541208	Unknown		
1579952	PAT	HB910450.1	1	1149	+	CBF90226.1	unnamed protein product	Prochlorococcus marinus subsp. pastoris str. CCMP1986	CCMP1986	
1579952	PAT	HB933408.1	1	1149	+	CBG01574.1	unnamed protein product	Prochlorococcus marinus subsp. pastoris str. CCMP1986	CCMP1986	
1579952	PAT	HC967859.1	1	1149	+	CBV03846.1	unnamed protein product	Prochlorococcus marinus subsp. pastoris str. CCMP1986	CCMP1986	
1579952	PAT	HC990817.1	1	1149	+	CBV15094.1	unnamed protein product	Prochlorococcus marinus subsp. pastoris str. CCMP1986	CCMP1986	
