Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
1522999	INSDC	BX548174.1	740106	740618	+	CAE19236.1	conserved hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCA_000011465.1
1522999	RefSeq	NC_005072.1	740106	740618	+	WP_011132411.1	pentapeptide repeat-containing protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCF_000011465.1
1522999	RefSeq	NZ_CAXEVU010000053.1	4353	4865	+	WP_011132411.1	pentapeptide repeat-containing protein	uncultured Prochlorococcus sp.		GCF_963999815.1
1522999	RefSeq	NZ_CP138914.1	1637055	1637567	+	WP_011132411.1	pentapeptide repeat-containing protein	Prochlorococcus sp. Dvax-bc1017	Dvax-bc1017	GCF_047302725.1
1522999	RefSeq	NZ_CP138922.1	533471	533983	-	WP_011132411.1	pentapeptide repeat-containing protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4x	GCF_047497115.1
1522999	RefSeq	NZ_CP138923.1	703966	704478	-	WP_011132411.1	pentapeptide repeat-containing protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4ax	GCF_047497125.1
1522999	RefSeq	NZ_CP138976.1	1548077	1548589	-	WP_011132411.1	pentapeptide repeat-containing protein	Prochlorococcus sp. MED1	MED1	GCF_047305115.1
1522999	RefSeq	NZ_JNAG01000006.1	32062	32574	-	WP_011132411.1	pentapeptide repeat-containing protein	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCF_000759875.1
1522999	INSDC	JNAG01000006.1	32062	32574	-	KGF85832.1	putative lumenal protein	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCA_000759875.1
1522999	INSDC	JAOOPB010000029.1	2251	2763	-	MDC3183118.1	pentapeptide repeat-containing protein	Prochlorococcus sp. AH-716-B23		GCA_028410635.1
1522999	INSDC	JAOOPT010000013.1	37	549	-	MDC3234191.1	pentapeptide repeat-containing protein	Prochlorococcus sp. AH-716-A06		GCA_028411035.1
1522999	INSDC	JBJLEM010000007.1	389958	390470	+	MFL2880870.1	pentapeptide repeat-containing protein	Prochlorococcus marinus subsp. pastoris		GCA_045565875.1
1522999	INSDC	QOPO01000008.1	2641	3153	-	RCL49341.1	pentapeptide repeat-containing protein	Prochlorococcus sp. MED-G72		GCA_003331725.1
