Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
1748148	INSDC	BX548174.1	1594472	1594669	+	CAE20120.1	50S ribosomal protein L35	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCA_000011465.1
1748148	RefSeq	NC_005072.1	1594472	1594669	+	WP_011133288.1	50S ribosomal protein L35	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCF_000011465.1
1748148	RefSeq	NZ_CAJWDD010000003.1	62595	62792	-	WP_011133288.1	50S ribosomal protein L35	uncultured Prochlorococcus sp.		GCF_913031015.1
1748148	RefSeq	NZ_CAXEVU010000003.1	40325	40522	-	WP_011133288.1	50S ribosomal protein L35	uncultured Prochlorococcus sp.		GCF_963999815.1
1748148	RefSeq	NZ_CBFHHZ010000001.1	202336	202533	+	WP_011133288.1	50S ribosomal protein L35	Prochlorococcus sp.		GCF_965655815.1
1748148	RefSeq	NZ_CP138914.1	833437	833634	+	WP_011133288.1	50S ribosomal protein L35	Prochlorococcus sp. Dvax-bc1017	Dvax-bc1017	GCF_047302725.1
1748148	RefSeq	NZ_CP138922.1	1339223	1339420	-	WP_011133288.1	50S ribosomal protein L35	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4x	GCF_047497115.1
1748148	RefSeq	NZ_CP138923.1	1509718	1509915	-	WP_011133288.1	50S ribosomal protein L35	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4ax	GCF_047497125.1
1748148	RefSeq	NZ_CP138976.1	694014	694211	-	WP_011133288.1	50S ribosomal protein L35	Prochlorococcus sp. MED1	MED1	GCF_047305115.1
1748148	RefSeq	NZ_JNAG01000005.1	248649	248846	+	WP_011133288.1	50S ribosomal protein L35	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCF_000759875.1
1748148	Swiss-Prot	N/A				Q7UZK2.1	Large ribosomal subunit protein bL35	Prochlorococcus marinus subsp. pastoris str. CCMP1986		
1748148	INSDC	EN397084.1	143	340	-	EBT64659.1	hypothetical protein	marine metagenome		
1748148	INSDC	JNAG01000005.1	248649	248846	+	KGF86908.1	LSU ribosomal protein L35p	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCA_000759875.1
1748148	INSDC	NZKA01000027.1	56006	56203	-	MAK08291.1	50S ribosomal protein L35	Prochlorococcus sp. MED105		GCA_002692385.1
1748148	INSDC	JAOOHU010000009.1	4498	4695	+	MDC3028933.1	50S ribosomal protein L35	Prochlorococcus sp. AH-716-P20		GCA_028450405.1
1748148	INSDC	JAOOIS010000001.1	55267	55464	-	MDC3072389.1	50S ribosomal protein L35	Prochlorococcus sp. AH-716-O10		GCA_028450725.1
1748148	INSDC	JAOOJX010000003.1	7545	7742	-	MDC3093521.1	50S ribosomal protein L35	Prochlorococcus sp. AH-716-M10		GCA_028407825.1
1748148	INSDC	JAOONE010000008.1	8920	9117	-	MDC3160368.1	50S ribosomal protein L35	Prochlorococcus sp. AH-716-G04		GCA_028409635.1
1748148	INSDC	JAOOOF010000013.1	9438	9635	-	MDC3168180.1	50S ribosomal protein L35	Prochlorococcus sp. AH-716-D22		GCA_028410195.1
1748148	INSDC	JAOONY010000013.1	10091	10288	+	MDC3171032.1	50S ribosomal protein L35	Prochlorococcus sp. AH-716-E13		GCA_028410035.1
1748148	INSDC	JAOOPB010000002.1	30423	30620	+	MDC3182796.1	50S ribosomal protein L35	Prochlorococcus sp. AH-716-B23		GCA_028410635.1
1748148	INSDC	JBJLEM010000003.1	375104	375301	-	MFL2880104.1	50S ribosomal protein L35	Prochlorococcus marinus subsp. pastoris		GCA_045565875.1
1748148	INSDC	QOPO01000001.1	79668	79865	-	RCL50737.1	50S ribosomal protein L35	Prochlorococcus sp. MED-G72		GCA_003331725.1
