Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
6719382	INSDC	BX548174.1	688929	689078	+	CAP16385.1	Conserved hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCA_000011465.1
6719382	RefSeq	NC_005072.1	688929	689078	+	WP_011820175.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCF_000011465.1
6719382	RefSeq	NC_008817.1	778358	778507	-	WP_011820175.1	hypothetical protein	Prochlorococcus marinus str. MIT 9515	MIT 9515	GCF_000015665.1
6719382	RefSeq	NZ_CAJWDD010000028.1	10441	10590	-	WP_011820175.1	hypothetical protein	uncultured Prochlorococcus sp.		GCF_913031015.1
6719382	RefSeq	NZ_CAXEVU010000039.1	1816	1965	+	WP_011820175.1	hypothetical protein	uncultured Prochlorococcus sp.		GCF_963999815.1
6719382	RefSeq	NZ_CBFHHZ010000005.1	15987	16136	+	WP_011820175.1	hypothetical protein	Prochlorococcus sp.		GCF_965655815.1
6719382	RefSeq	NZ_CP138914.1	1585878	1586027	+	WP_011820175.1	hypothetical protein	Prochlorococcus sp. Dvax-bc1017	Dvax-bc1017	GCF_047302725.1
6719382	RefSeq	NZ_CP138922.1	585011	585160	-	WP_011820175.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4x	GCF_047497115.1
6719382	RefSeq	NZ_CP138923.1	755506	755655	-	WP_011820175.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4ax	GCF_047497125.1
6719382	RefSeq	NZ_CP138976.1	1599617	1599766	-	WP_011820175.1	hypothetical protein	Prochlorococcus sp. MED1	MED1	GCF_047305115.1
6719382	RefSeq	NZ_JNAG01000006.1	83602	83751	-	WP_011820175.1	hypothetical protein	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCF_000759875.1
6719382	INSDC	CP000552.1	778358	778507	-	ABM72070.1	Conserved hypothetical protein	Prochlorococcus marinus str. MIT 9515	MIT 9515	GCA_000015665.1
6719382	INSDC	JAOOHU010000064.1	2165	2314	+	MDC3029359.1	hypothetical protein	Prochlorococcus sp. AH-716-P20		GCA_028450405.1
6719382	INSDC	JAOOIS010000050.1	2697	2846	+	MDC3073059.1	hypothetical protein	Prochlorococcus sp. AH-716-O10		GCA_028450725.1
6719382	INSDC	JAOOJX010000032.1	2407	2556	-	MDC3094174.1	hypothetical protein	Prochlorococcus sp. AH-716-M10		GCA_028407825.1
6719382	INSDC	JAOONA010000030.1	4385	4534	+	MDC3159763.1	hypothetical protein	Prochlorococcus sp. AH-716-G10		GCA_028409595.1
6719382	INSDC	JAOONE010000041.1	3861	4010	+	MDC3160626.1	hypothetical protein	Prochlorococcus sp. AH-716-G04		GCA_028409635.1
6719382	INSDC	JAOONL010000009.1	1841	1990	-	MDC3164108.1	hypothetical protein	Prochlorococcus sp. AH-716-F13		GCA_028409815.1
6719382	INSDC	JAOOOF010000009.1	14098	14247	-	MDC3168097.1	hypothetical protein	Prochlorococcus sp. AH-716-D22		GCA_028410195.1
6719382	INSDC	JAOONY010000010.1	10800	10949	-	MDC3170978.1	hypothetical protein	Prochlorococcus sp. AH-716-E13		GCA_028410035.1
6719382	INSDC	JAOOPT010000026.1	716	865	-	MDC3234318.1	hypothetical protein	Prochlorococcus sp. AH-716-A06		GCA_028411035.1
6719382	INSDC	JBJLEM010000007.1	338776	338925	+	MFL2880813.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris		GCA_045565875.1
