Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
1587040	INSDC	BX548174.1	679403	680425	-	CAE19172.1	Putative glyceraldehyde 3-phosphate dehydrogenase	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCA_000011465.1
1587040	RefSeq	NC_005072.1	679403	680425	-	WP_011132347.1	ArsJ-associated glyceraldehyde-3-phosphate dehydrogenase	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCF_000011465.1
1587040	RefSeq	NZ_CP138914.1	1576354	1577376	-	WP_011132347.1	ArsJ-associated glyceraldehyde-3-phosphate dehydrogenase	Prochlorococcus sp. Dvax-bc1017	Dvax-bc1017	GCF_047302725.1
1587040	RefSeq	NZ_CP138922.1	593662	594684	+	WP_011132347.1	ArsJ-associated glyceraldehyde-3-phosphate dehydrogenase	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4x	GCF_047497115.1
1587040	RefSeq	NZ_CP138923.1	764157	765179	+	WP_011132347.1	ArsJ-associated glyceraldehyde-3-phosphate dehydrogenase	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4ax	GCF_047497125.1
1587040	RefSeq	NZ_CP138976.1	1608268	1609290	+	WP_011132347.1	ArsJ-associated glyceraldehyde-3-phosphate dehydrogenase	Prochlorococcus sp. MED1	MED1	GCF_047305115.1
1587040	RefSeq	NZ_JNAG01000006.1	92253	93275	+	WP_011132347.1	ArsJ-associated glyceraldehyde-3-phosphate dehydrogenase	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCF_000759875.1
1587040	INSDC	JNAG01000006.1	92253	93275	+	KGF85908.1	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCA_000759875.1
1587040	PAT	N/A				AOB80712.1	Sequence 16409 from patent US 9115368	Unknown		
1587040	PAT	N/A				QDB55964.1	Sequence 16409 from patent US 10301643	Unknown		
1587040	PAT	N/A				QPV01435.1	Sequence 91764 from patent US 10696975	Unknown		
1587040	PAT	N/A				WFL34328.1	Sequence 91764 from patent US 11274312	Unknown		
