Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
1602781	INSDC	BX548175.1	657545	658966	+	CAE20776.1	Glutamine synthetase, glutamate--ammonia ligase	Prochlorococcus marinus str. MIT 9313	MIT9313	GCA_000011485.1
1602781	RefSeq	NC_005071.1	657545	658966	+	WP_011129980.1	type I glutamate--ammonia ligase	Prochlorococcus marinus str. MIT 9313	MIT9313	GCF_000011485.1
1602781	RefSeq	NZ_CP138947.1	1197371	1198792	-	WP_011129980.1	type I glutamate--ammonia ligase	Prochlorococcus sp. MIT 1201	MIT 1201	GCF_047303415.1
1602781	PAT	N/A				AOB65324.1	Sequence 1021 from patent US 9115368	Unknown		
1602781	PAT	N/A				APN48225.1	Sequence 4590 from patent US 9315822	Unknown		
1602781	PAT	N/A				AZJ71548.1	Sequence 4590 from patent US 10093943	Unknown		
1602781	PAT	N/A				QBD28237.1	Sequence 21553 from patent US 10167482	Unknown		
1602781	PAT	N/A				QDB40576.1	Sequence 1021 from patent US 10301643	Unknown		
1602781	PAT	N/A				QPU39465.1	Sequence 29797 from patent US 10696975	Unknown		
1602781	PAT	N/A				QPX14326.1	Sequence 21553 from patent US 10760091	Unknown		
1602781	PAT	N/A				WFK72358.1	Sequence 29797 from patent US 11274312	Unknown		
1602781	PAT	N/A				WIT47788.1	Sequence 21553 from patent US 11371054	Unknown		
