Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
1517069	INSDC	BX548174.1	778323	778961	-	CAE19283.1	conserved hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCA_000011465.1
1517069	RefSeq	NC_005072.1	778323	778961	-	WP_011132458.1	DUF3318 domain-containing protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCF_000011465.1
1517069	RefSeq	NZ_CP138914.1	17283	17921	-	WP_011132458.1	DUF3318 domain-containing protein	Prochlorococcus sp. Dvax-bc1017	Dvax-bc1017	GCF_047302725.1
1517069	RefSeq	NZ_CP138922.1	495128	495766	+	WP_011132458.1	DUF3318 domain-containing protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4x	GCF_047497115.1
1517069	RefSeq	NZ_CP138923.1	665623	666261	+	WP_011132458.1	DUF3318 domain-containing protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4ax	GCF_047497125.1
1517069	RefSeq	NZ_CP138976.1	1509735	1510373	+	WP_011132458.1	DUF3318 domain-containing protein	Prochlorococcus sp. MED1	MED1	GCF_047305115.1
1517069	RefSeq	NZ_JNAG01000003.1	141244	141882	+	WP_011132458.1	DUF3318 domain-containing protein	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCF_000759875.1
1517069	INSDC	JNAG01000003.1	141244	141882	+	KGF87626.1	hypothetical protein	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCA_000759875.1
1517069	PAT	N/A				AOB80777.1	Sequence 16474 from patent US 9115368	Unknown		
1517069	PAT	N/A				QDB56029.1	Sequence 16474 from patent US 10301643	Unknown		
