Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
16834642	INSDC	BX548175.1	1094397	1094591	-	CAX32094.1	Conserved hypothetical protein	Prochlorococcus marinus str. MIT 9313	MIT9313	GCA_000011485.1
16834642	RefSeq	NC_005071.1	1094397	1094591	-	WP_041384432.1	hypothetical protein	Prochlorococcus marinus str. MIT 9313	MIT9313	GCF_000011485.1
16834642	RefSeq	NZ_CP138944.1	1733089	1733283	+	WP_041384432.1	hypothetical protein	Prochlorococcus sp. MIT 1312	MIT 1312	GCF_047303165.1
16834642	RefSeq	NZ_CP138946.1	1724798	1724992	+	WP_041384432.1	hypothetical protein	Prochlorococcus sp. MIT 1227	MIT 1227	GCF_047303345.1
16834642	RefSeq	NZ_CP138947.1	740312	740506	+	WP_041384432.1	hypothetical protein	Prochlorococcus sp. MIT 1201	MIT 1201	GCF_047303415.1
16834642	RefSeq	NZ_CP138972.1	1822344	1822538	-	WP_041384432.1	hypothetical protein	Prochlorococcus sp. MIT 1327	MIT 1327	GCF_047304785.1
16834642	RefSeq	NZ_JABBYP010000026.1	77264	77458	-	WP_041384432.1	hypothetical protein	Prochlorococcus sp. P1361	150NLHA	GCF_012933585.1
16834642	RefSeq	NZ_JABBYQ010000002.1	29147	29341	+	WP_041384432.1	hypothetical protein	Prochlorococcus sp.P1363	150SLHA	GCF_012933595.1
16834642	RefSeq	NZ_JABBYR010000003.1	11143	11337	-	WP_041384432.1	hypothetical protein	Prochlorococcus sp. P1344	150SLHB	GCF_012933605.1
16834642	RefSeq	NZ_LVHK01000024.1	31343	31537	+	WP_041384432.1	hypothetical protein	Prochlorococcus sp. MIT 1303	MIT 1303	GCF_001631965.1
16834642	RefSeq	NZ_LVHM01000046.1	70162	70356	+	WP_041384432.1	hypothetical protein	Prochlorococcus marinus str. MIT 1312	MIT 1312	GCF_001632005.1
16834642	RefSeq	NZ_LVHP01000021.1	25404	25598	-	WP_041384432.1	hypothetical protein	Prochlorococcus marinus str. MIT 1320	MIT 1320	GCF_001632075.1
16834642	RefSeq	NZ_LVHR01000025.1	70164	70358	+	WP_041384432.1	hypothetical protein	Prochlorococcus marinus str. MIT 1327	MIT 1327	GCF_001632125.1
16834642	INSDC	LVHM01000046.1	70162	70356	+	KZR66477.1	hypothetical protein	Prochlorococcus marinus str. MIT 1312	MIT 1312	GCA_001632005.1
16834642	INSDC	LVHK01000024.1	31343	31537	+	KZR68114.1	hypothetical protein	Prochlorococcus sp. MIT 1303	MIT 1303	GCA_001631965.1
16834642	INSDC	LVHP01000021.1	25404	25598	-	KZR77603.1	hypothetical protein	Prochlorococcus marinus str. MIT 1320	MIT 1320	GCA_001632075.1
16834642	INSDC	LVHR01000025.1	70164	70358	+	KZR83414.1	hypothetical protein	Prochlorococcus marinus str. MIT 1327	MIT 1327	GCA_001632125.1
16834642	INSDC	JAKUPE010000029.1	11133	11327	-	MCH2565859.1	hypothetical protein	Prochlorococcus sp. ALOHA_A2.0_51		GCA_022450905.1
16834642	INSDC	JAYZLF010000091.1	2202	2396	+	MEC7738178.1	hypothetical protein	Cyanobacteriota bacterium		GCA_036154475.1
16834642	INSDC	JABBYR010000003.1	11143	11337	-	NMO83137.1	hypothetical protein	Prochlorococcus sp. P1344	150SLHB	GCA_012933605.1
16834642	INSDC	JABBYP010000026.1	77264	77458	-	NMP06138.1	hypothetical protein	Prochlorococcus sp. P1361	150NLHA	GCA_012933585.1
16834642	INSDC	JABBYQ010000002.1	29147	29341	+	NMP12322.1	hypothetical protein	Prochlorococcus sp.P1363	150SLHA	GCA_012933595.1
