Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
16834726	INSDC	BX548175.1	1468724	1468909	+	CAX32202.1	Conserved hypothetical protein	Prochlorococcus marinus str. MIT 9313	MIT9313	GCA_000011485.1
16834726	RefSeq	NZ_CP138944.1	1338700	1338885	-	WP_236066038.1	hypothetical protein	Prochlorococcus sp. MIT 1312	MIT 1312	GCF_047303165.1
16834726	RefSeq	NZ_CP138947.1	337787	337972	-	WP_236066038.1	hypothetical protein	Prochlorococcus sp. MIT 1201	MIT 1201	GCF_047303415.1
16834726	RefSeq	NZ_CP138972.1	2216793	2216978	+	WP_236066038.1	hypothetical protein	Prochlorococcus sp. MIT 1327	MIT 1327	GCF_047304785.1
16834726	RefSeq	NZ_JABBYQ010000058.1	26845	27030	-	WP_236066038.1	hypothetical protein	Prochlorococcus sp.P1363	150SLHA	GCF_012933595.1
16834726	RefSeq	NZ_JABBYR010000099.1	15677	15862	-	WP_236066038.1	hypothetical protein	Prochlorococcus sp. P1344	150SLHB	GCF_012933605.1
16834726	RefSeq	NZ_LVHM01000052.1	323121	323306	+	WP_236066038.1	hypothetical protein	Prochlorococcus marinus str. MIT 1312	MIT 1312	GCF_001632005.1
16834726	RefSeq	NZ_LVHR01000032.1	5034	5219	-	WP_236066038.1	hypothetical protein	Prochlorococcus marinus str. MIT 1327	MIT 1327	GCF_001632125.1
16834726	INSDC	LVHM01000052.1	323121	323306	+	KZR62807.1	hypothetical protein	Prochlorococcus marinus str. MIT 1312	MIT 1312	GCA_001632005.1
16834726	INSDC	LVHR01000032.1	5034	5219	-	KZR80713.1	hypothetical protein	Prochlorococcus marinus str. MIT 1327	MIT 1327	GCA_001632125.1
16834726	INSDC	JAYZLF010000152.1	4459	4644	-	MEC7738694.1	hypothetical protein	Cyanobacteriota bacterium		GCA_036154475.1
