Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
1439713	INSDC	BX548175.1	2103296	2103946	-	CAE22164.1	Thymidylate kinase	Prochlorococcus marinus str. MIT 9313	MIT9313	GCA_000011485.1
1439713	RefSeq	NC_005071.1	2103296	2103946	-	WP_011131355.1	dTMP kinase	Prochlorococcus marinus str. MIT 9313	MIT9313	GCF_000011485.1
1439713	RefSeq	NZ_CP138944.1	401381	402031	-	WP_011131355.1	dTMP kinase	Prochlorococcus sp. MIT 1312	MIT 1312	GCF_047303165.1
1439713	RefSeq	NZ_CP138946.1	401351	402001	-	WP_011131355.1	dTMP kinase	Prochlorococcus sp. MIT 1227	MIT 1227	GCF_047303345.1
1439713	RefSeq	NZ_CP138947.1	2041951	2042601	-	WP_011131355.1	dTMP kinase	Prochlorococcus sp. MIT 1201	MIT 1201	GCF_047303415.1
1439713	RefSeq	NZ_CP138972.1	556478	557128	+	WP_011131355.1	dTMP kinase	Prochlorococcus sp. MIT 1327	MIT 1327	GCF_047304785.1
1439713	RefSeq	NZ_JABBYP010000039.1	13026	13676	-	WP_011131355.1	dTMP kinase	Prochlorococcus sp. P1361	150NLHA	GCF_012933585.1
1439713	RefSeq	NZ_JABBYQ010000053.1	81985	82635	-	WP_011131355.1	dTMP kinase	Prochlorococcus sp.P1363	150SLHA	GCF_012933595.1
1439713	RefSeq	NZ_JABBYR010000101.1	77271	77921	+	WP_011131355.1	dTMP kinase	Prochlorococcus sp. P1344	150SLHB	GCF_012933605.1
1439713	RefSeq	NZ_LVHM01000049.1	145881	146531	+	WP_011131355.1	dTMP kinase	Prochlorococcus marinus str. MIT 1312	MIT 1312	GCF_001632005.1
1439713	RefSeq	NZ_LVHP01000026.1	467823	468473	+	WP_011131355.1	dTMP kinase	Prochlorococcus marinus str. MIT 1320	MIT 1320	GCF_001632075.1
1439713	RefSeq	NZ_LVHR01000034.1	301362	302012	-	WP_011131355.1	dTMP kinase	Prochlorococcus marinus str. MIT 1327	MIT 1327	GCF_001632125.1
1439713	Swiss-Prot	N/A				Q7V4G2.1	Thymidylate kinase	Prochlorococcus marinus str. MIT 9313		
1439713	INSDC	LVHM01000049.1	145881	146531	+	KZR65458.1	Thymidylate kinase	Prochlorococcus marinus str. MIT 1312	MIT 1312	GCA_001632005.1
1439713	INSDC	LVHP01000026.1	467823	468473	+	KZR73658.1	Thymidylate kinase	Prochlorococcus marinus str. MIT 1320	MIT 1320	GCA_001632075.1
1439713	INSDC	LVHR01000034.1	301362	302012	-	KZR79042.1	Thymidylate kinase	Prochlorococcus marinus str. MIT 1327	MIT 1327	GCA_001632125.1
1439713	INSDC	JAZAOD010000008.1	794	1444	-	MED5263396.1	dTMP kinase	Cyanobacteriota bacterium		GCA_036228585.1
1439713	INSDC	JABBYR010000101.1	77271	77921	+	NMO85374.1	dTMP kinase	Prochlorococcus sp. P1344	150SLHB	GCA_012933605.1
1439713	INSDC	JABBYP010000039.1	13026	13676	-	NMP06832.1	dTMP kinase	Prochlorococcus sp. P1361	150NLHA	GCA_012933585.1
1439713	INSDC	JABBYQ010000053.1	81985	82635	-	NMP13847.1	dTMP kinase	Prochlorococcus sp.P1363	150SLHA	GCA_012933595.1
