Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
1469484	INSDC	BX548174.1	1307636	1307803	+	CAP16480.1	Conserved hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCA_000011465.1
1469484	RefSeq	NC_005072.1	1307636	1307803	+	WP_173028037.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCF_000011465.1
1469484	RefSeq	NZ_CP138914.1	546602	546769	+	WP_173028037.1	hypothetical protein	Prochlorococcus sp. Dvax-bc1017	Dvax-bc1017	GCF_047302725.1
1469484	RefSeq	NZ_CP138922.1	1626027	1626194	-	WP_173028037.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4x	GCF_047497115.1
1469484	RefSeq	NZ_CP138923.1	136925	137092	-	WP_173028037.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4ax	GCF_047497125.1
1469484	RefSeq	NZ_CP138976.1	980885	981052	-	WP_173028037.1	hypothetical protein	Prochlorococcus sp. MED1	MED1	GCF_047305115.1
1469484	RefSeq	NZ_JNAG01000004.1	36751	36918	-	WP_173028037.1	hypothetical protein	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCF_000759875.1
1469484	INSDC	JNAG01000004.1	36751	36918	-	KGF87075.1	hypothetical protein	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCA_000759875.1
1469484	INSDC	JAOOOF010000026.1	4456	4623	+	MDC3168364.1	hypothetical protein	Prochlorococcus sp. AH-716-D22		GCA_028410195.1
1469484	INSDC	JAOONW010000008.1	11248	11415	-	MDC3168956.1	hypothetical protein	Prochlorococcus sp. AH-716-E17		GCA_028410015.1
