Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
1472627	INSDC	BX548175.1	1186655	1186978	+	CAE21270.1	Glutaredoxin-related protein	Prochlorococcus marinus str. MIT 9313	MIT9313	GCA_000011485.1
1472627	RefSeq	NC_005071.1	1186655	1186978	+	WP_011130467.1	Grx4 family monothiol glutaredoxin	Prochlorococcus marinus str. MIT 9313	MIT9313	GCF_000011485.1
1472627	RefSeq	NZ_CP138924.1	608296	608619	-	WP_011130467.1	Grx4 family monothiol glutaredoxin	Prochlorococcus sp. MIT 0714	MIT 0714	GCF_047302755.1
1472627	RefSeq	NZ_CP138930.1	2074495	2074818	+	WP_011130467.1	Grx4 family monothiol glutaredoxin	Prochlorococcus sp. MIT 0718	MIT 0718	GCF_047302805.1
1472627	RefSeq	NZ_CP138933.1	601610	601933	-	WP_011130467.1	Grx4 family monothiol glutaredoxin	Prochlorococcus sp. MIT 0702	MIT 0702	GCF_047302865.1
1472627	RefSeq	NZ_CP138938.1	663595	663918	-	WP_011130467.1	Grx4 family monothiol glutaredoxin	Prochlorococcus sp. MIT 0707	MIT 0707	GCF_047302985.1
1472627	RefSeq	NZ_CP138943.1	764502	764825	-	WP_011130467.1	Grx4 family monothiol glutaredoxin	Prochlorococcus sp. MIT 1313	MIT 1313	GCF_047303155.1
1472627	RefSeq	NZ_CP138944.1	1629619	1629942	-	WP_011130467.1	Grx4 family monothiol glutaredoxin	Prochlorococcus sp. MIT 1312	MIT 1312	GCF_047303165.1
1472627	RefSeq	NZ_CP138946.1	1621326	1621649	-	WP_011130467.1	Grx4 family monothiol glutaredoxin	Prochlorococcus sp. MIT 1227	MIT 1227	GCF_047303345.1
1472627	RefSeq	NZ_CP138947.1	641679	642002	-	WP_011130467.1	Grx4 family monothiol glutaredoxin	Prochlorococcus sp. MIT 1201	MIT 1201	GCF_047303415.1
1472627	RefSeq	NZ_CP138948.1	334113	334436	-	WP_011130467.1	Grx4 family monothiol glutaredoxin	Prochlorococcus sp. MIT 0703	MIT 0703	GCF_047303465.1
1472627	RefSeq	NZ_CP138949.1	591089	591412	-	WP_011130467.1	Grx4 family monothiol glutaredoxin	Prochlorococcus sp. MIT 0701	MIT 0701	GCF_047303495.1
1472627	RefSeq	NZ_CP138957.1	578848	579171	-	WP_011130467.1	Grx4 family monothiol glutaredoxin	Prochlorococcus sp. MIT 1342	MIT 1342	GCF_047304495.1
1472627	RefSeq	NZ_CP138958.1	1567065	1567388	-	WP_011130467.1	Grx4 family monothiol glutaredoxin	Prochlorococcus sp. MIT 1318	MIT 1318	GCF_047304505.1
1472627	RefSeq	NZ_CP138959.1	593901	594224	-	WP_011130467.1	Grx4 family monothiol glutaredoxin	Prochlorococcus sp. MIT 1306	MIT 1306	GCF_047304515.1
1472627	RefSeq	NZ_CP138972.1	1925687	1926010	+	WP_011130467.1	Grx4 family monothiol glutaredoxin	Prochlorococcus sp. MIT 1327	MIT 1327	GCF_047304785.1
1472627	RefSeq	NZ_CP138973.1	977564	977887	+	WP_011130467.1	Grx4 family monothiol glutaredoxin	Prochlorococcus sp. MIT 1323	MIT 1323	GCF_047304905.1
