Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
1511555	INSDC	BX548174.1	1618367	1619218	+	CAE20144.1	putative spermidine synthase	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCA_000011465.1
1511555	RefSeq	NC_005072.1	1618367	1619218	+	WP_011133312.1	polyamine aminopropyltransferase	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCF_000011465.1
1511555	RefSeq	NZ_CP138914.1	857332	858183	+	WP_011133312.1	polyamine aminopropyltransferase	Prochlorococcus sp. Dvax-bc1017	Dvax-bc1017	GCF_047302725.1
1511555	RefSeq	NZ_CP138922.1	1314674	1315525	-	WP_011133312.1	polyamine aminopropyltransferase	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4x	GCF_047497115.1
1511555	RefSeq	NZ_CP138923.1	1485169	1486020	-	WP_011133312.1	polyamine aminopropyltransferase	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4ax	GCF_047497125.1
1511555	RefSeq	NZ_CP138976.1	669466	670317	-	WP_011133312.1	polyamine aminopropyltransferase	Prochlorococcus sp. MED1	MED1	GCF_047305115.1
1511555	RefSeq	NZ_JNAG01000005.1	272543	273394	+	WP_011133312.1	polyamine aminopropyltransferase	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCF_000759875.1
1511555	Swiss-Prot	N/A				Q7UZI0.1	Polyamine aminopropyltransferase	Prochlorococcus marinus subsp. pastoris str. CCMP1986		
1511555	INSDC	JNAG01000005.1	272543	273394	+	KGF86932.1	Spermidine synthase	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCA_000759875.1
1511555	PAT	FB923153.1	1	852	+	CAX04895.1	unnamed protein product	Prochlorococcus marinus		
1511555	PAT	HB793212.1	1	852	+	CBD11276.1	unnamed protein product	Prochlorococcus marinus		
1511555	PAT	N/A				QBD24776.1	Sequence 18092 from patent US 10167482	Unknown		
1511555	PAT	N/A				QKP25094.1	Sequence 763 from patent US 10570408	Unknown		
1511555	PAT	N/A				QPX10865.1	Sequence 18092 from patent US 10760091	Unknown		
1511555	PAT	N/A				WIT44327.1	Sequence 18092 from patent US 11371054	Unknown		
1511555	PAT	N/A				WLK34267.1	Sequence 763 from patent US 11479783	Unknown		
