Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
13926840	INSDC	BX548174.1	1412468	1412593	-	CAP16523.1	Conserved hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCA_000011465.1
13926840	RefSeq	NC_005072.1	1412468	1412593	-	WP_268741257.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCF_000011465.1
13926840	RefSeq	NZ_CAJWDD010000023.1	914	1039	-	WP_268741257.1	hypothetical protein	uncultured Prochlorococcus sp.		GCF_913031015.1
13926840	RefSeq	NZ_CAXEVU010000019.1	11018	11143	+	WP_268741257.1	hypothetical protein	uncultured Prochlorococcus sp.		GCF_963999815.1
13926840	RefSeq	NZ_CBFHHZ010000001.1	20676	20801	-	WP_268741257.1	hypothetical protein	Prochlorococcus sp.		GCF_965655815.1
13926840	RefSeq	NZ_CP138914.1	651435	651560	-	WP_268741257.1	hypothetical protein	Prochlorococcus sp. Dvax-bc1017	Dvax-bc1017	GCF_047302725.1
13926840	RefSeq	NZ_CP138922.1	1521301	1521426	+	WP_268741257.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4x	GCF_047497115.1
13926840	RefSeq	NZ_CP138923.1	32199	32324	+	WP_268741257.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4ax	GCF_047497125.1
13926840	RefSeq	NZ_CP138976.1	876095	876220	+	WP_268741257.1	hypothetical protein	Prochlorococcus sp. MED1	MED1	GCF_047305115.1
13926840	RefSeq	NZ_JNAG01000005.1	66648	66773	-	WP_268741257.1	hypothetical protein	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCF_000759875.1
13926840	INSDC	JNAG01000005.1	66648	66773	-	KGF86732.1	hypothetical protein	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCA_000759875.1
13926840	INSDC	JBJLEM010000003.1	556956	557081	+	MFL2880280.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris		GCA_045565875.1
