Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
16834423	INSDC	BX548175.1	227079	227258	+	CAX31824.1	Hypothetical protein	Prochlorococcus marinus str. MIT 9313	MIT9313	GCA_000011485.1
16834423	RefSeq	NC_005071.1	227079	227258	+	WP_041374894.1	hypothetical protein	Prochlorococcus marinus str. MIT 9313	MIT9313	GCF_000011485.1
16834423	RefSeq	NC_008820.1	1921781	1921960	-	WP_041374894.1	hypothetical protein	Prochlorococcus marinus str. MIT 9303	MIT 9303	GCF_000015705.1
16834423	RefSeq	NZ_CP138944.1	2606602	2606781	-	WP_041374894.1	hypothetical protein	Prochlorococcus sp. MIT 1312	MIT 1312	GCF_047303165.1
16834423	RefSeq	NZ_CP138946.1	2602932	2603111	-	WP_041374894.1	hypothetical protein	Prochlorococcus sp. MIT 1227	MIT 1227	GCF_047303345.1
16834423	RefSeq	NZ_CP138947.1	1647477	1647656	-	WP_041374894.1	hypothetical protein	Prochlorococcus sp. MIT 1201	MIT 1201	GCF_047303415.1
16834423	RefSeq	NZ_CP138957.1	1622306	1622485	-	WP_041374894.1	hypothetical protein	Prochlorococcus sp. MIT 1342	MIT 1342	GCF_047304495.1
16834423	RefSeq	NZ_CP138959.1	1581459	1581638	-	WP_041374894.1	hypothetical protein	Prochlorococcus sp. MIT 1306	MIT 1306	GCF_047304515.1
16834423	RefSeq	NZ_CP138972.1	971151	971330	+	WP_041374894.1	hypothetical protein	Prochlorococcus sp. MIT 1327	MIT 1327	GCF_047304785.1
16834423	RefSeq	NZ_JABBYP010000008.1	38125	38304	-	WP_041374894.1	hypothetical protein	Prochlorococcus sp. P1361	150NLHA	GCF_012933585.1
16834423	RefSeq	NZ_JABBYQ010000046.1	12780	12959	+	WP_041374894.1	hypothetical protein	Prochlorococcus sp.P1363	150SLHA	GCF_012933595.1
16834423	RefSeq	NZ_LVHL01000009.1	253277	253456	-	WP_041374894.1	hypothetical protein	Prochlorococcus sp. MIT 1306	MIT 1306	GCF_001631985.1
16834423	RefSeq	NZ_LVHM01000038.1	12780	12959	+	WP_041374894.1	hypothetical protein	Prochlorococcus marinus str. MIT 1312	MIT 1312	GCF_001632005.1
16834423	RefSeq	NZ_LVHP01000011.1	250	429	+	WP_041374894.1	hypothetical protein	Prochlorococcus marinus str. MIT 1320	MIT 1320	GCF_001632075.1
16834423	RefSeq	NZ_LVHQ01000022.1	231506	231685	-	WP_041374894.1	hypothetical protein	Prochlorococcus marinus str. MIT 1323	MIT 1323	GCF_001632025.1
16834423	RefSeq	NZ_LVHR01000031.1	124277	124456	-	WP_041374894.1	hypothetical protein	Prochlorococcus marinus str. MIT 1327	MIT 1327	GCF_001632125.1
16834423	RefSeq	NZ_LVHS01000024.1	241349	241528	-	WP_041374894.1	hypothetical protein	Prochlorococcus marinus str. MIT 1342	MIT 1342	GCF_001632145.1
16834423	INSDC	LVHL01000009.1	253277	253456	-	KZR65147.1	hypothetical protein	Prochlorococcus sp. MIT 1306	MIT 1306	GCA_001631985.1
16834423	INSDC	LVHM01000038.1	12780	12959	+	KZR67776.1	hypothetical protein	Prochlorococcus marinus str. MIT 1312	MIT 1312	GCA_001632005.1
16834423	INSDC	LVHQ01000022.1	231506	231685	-	KZR77558.1	hypothetical protein	Prochlorococcus marinus str. MIT 1323	MIT 1323	GCA_001632025.1
16834423	INSDC	LVHP01000011.1	250	429	+	KZR78687.1	hypothetical protein	Prochlorococcus marinus str. MIT 1320	MIT 1320	GCA_001632075.1
16834423	INSDC	LVHR01000031.1	124277	124456	-	KZR81627.1	hypothetical protein	Prochlorococcus marinus str. MIT 1327	MIT 1327	GCA_001632125.1
16834423	INSDC	LVHS01000024.1	241349	241528	-	KZR82504.1	hypothetical protein	Prochlorococcus marinus str. MIT 1342	MIT 1342	GCA_001632145.1
16834423	INSDC	JAZAJA010000066.1	512	691	+	MED5468790.1	hypothetical protein	Cyanobacteriota bacterium		GCA_036230525.1
16834423	INSDC	JABBYP010000008.1	38125	38304	-	NMP05352.1	hypothetical protein	Prochlorococcus sp. P1361	150NLHA	GCA_012933585.1
16834423	INSDC	JABBYQ010000046.1	12780	12959	+	NMP13357.1	hypothetical protein	Prochlorococcus sp.P1363	150SLHA	GCA_012933595.1
