Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
6734719	INSDC	BX548175.1	995213	995386	-	CAX32003.1	Conserved hypothetical protein	Prochlorococcus marinus str. MIT 9313	MIT9313	GCA_000011485.1
6734719	RefSeq	NC_005071.1	995213	995386	-	WP_011825888.1	hypothetical protein	Prochlorococcus marinus str. MIT 9313	MIT9313	GCF_000011485.1
6734719	RefSeq	NC_008820.1	1076302	1076475	-	WP_011825888.1	hypothetical protein	Prochlorococcus marinus str. MIT 9303	MIT 9303	GCF_000015705.1
6734719	RefSeq	NZ_CP138924.1	769983	770156	-	WP_011825888.1	hypothetical protein	Prochlorococcus sp. MIT 0714	MIT 0714	GCF_047302755.1
6734719	RefSeq	NZ_CP138930.1	1903268	1903441	+	WP_011825888.1	hypothetical protein	Prochlorococcus sp. MIT 0718	MIT 0718	GCF_047302805.1
6734719	RefSeq	NZ_CP138938.1	834972	835145	-	WP_011825888.1	hypothetical protein	Prochlorococcus sp. MIT 0707	MIT 0707	GCF_047302985.1
6734719	RefSeq	NZ_CP138943.1	942779	942952	-	WP_011825888.1	hypothetical protein	Prochlorococcus sp. MIT 1313	MIT 1313	GCF_047303155.1
6734719	RefSeq	NZ_CP138944.1	1831027	1831200	+	WP_011825888.1	hypothetical protein	Prochlorococcus sp. MIT 1312	MIT 1312	GCF_047303165.1
6734719	RefSeq	NZ_CP138946.1	1805628	1805801	+	WP_011825888.1	hypothetical protein	Prochlorococcus sp. MIT 1227	MIT 1227	GCF_047303345.1
6734719	RefSeq	NZ_CP138948.1	505490	505663	-	WP_011825888.1	hypothetical protein	Prochlorococcus sp. MIT 0703	MIT 0703	GCF_047303465.1
6734719	RefSeq	NZ_CP138949.1	762467	762640	-	WP_011825888.1	hypothetical protein	Prochlorococcus sp. MIT 0701	MIT 0701	GCF_047303495.1
6734719	RefSeq	NZ_CP138958.1	1745353	1745526	-	WP_011825888.1	hypothetical protein	Prochlorococcus sp. MIT 1318	MIT 1318	GCF_047304505.1
6734719	RefSeq	NZ_CP138959.1	764877	765050	-	WP_011825888.1	hypothetical protein	Prochlorococcus sp. MIT 1306	MIT 1306	GCF_047304515.1
6734719	RefSeq	NZ_CP138972.1	1752736	1752909	+	WP_011825888.1	hypothetical protein	Prochlorococcus sp. MIT 1327	MIT 1327	GCF_047304785.1
6734719	RefSeq	NZ_CP138973.1	805029	805202	+	WP_011825888.1	hypothetical protein	Prochlorococcus sp. MIT 1323	MIT 1323	GCF_047304905.1
6734719	RefSeq	NZ_JABBYP010000026.1	7705	7878	+	WP_011825888.1	hypothetical protein	Prochlorococcus sp. P1361	150NLHA	GCF_012933585.1
6734719	RefSeq	NZ_JABBYQ010000005.1	14043	14216	-	WP_011825888.1	hypothetical protein	Prochlorococcus sp.P1363	150SLHA	GCF_012933595.1
6734719	RefSeq	NZ_JABBYR010000020.1	13951	14124	-	WP_011825888.1	hypothetical protein	Prochlorococcus sp. P1344	150SLHB	GCF_012933605.1
6734719	RefSeq	NZ_JNBA01000014.1	68202	68375	-	WP_011825888.1	hypothetical protein	Prochlorococcus sp. MIT 0701	MIT 0701	GCF_000760295.1
6734719	RefSeq	NZ_JNBB01000036.1	68162	68335	-	WP_011825888.1	hypothetical protein	Prochlorococcus sp. MIT 0702	MIT 0702	GCF_000760315.1
6734719	RefSeq	NZ_JNBC01000001.1	28730	28903	-	WP_011825888.1	hypothetical protein	Prochlorococcus sp. MIT 0703	MIT 0703	GCF_000760335.1
6734719	RefSeq	NZ_LVHK01000042.1	231792	231965	+	WP_011825888.1	hypothetical protein	Prochlorococcus sp. MIT 1303	MIT 1303	GCF_001631965.1
6734719	RefSeq	NZ_LVHL01000008.1	11603	11776	+	WP_011825888.1	hypothetical protein	Prochlorococcus sp. MIT 1306	MIT 1306	GCF_001631985.1
6734719	RefSeq	NZ_LVHM01000042.1	24426	24599	-	WP_011825888.1	hypothetical protein	Prochlorococcus marinus str. MIT 1312	MIT 1312	GCF_001632005.1
6734719	RefSeq	NZ_LVHN01000001.1	27854	28027	-	WP_011825888.1	hypothetical protein	Prochlorococcus marinus str. MIT 1313	MIT 1313	GCF_001632065.1
6734719	RefSeq	NZ_LVHO01000018.1	27860	28033	-	WP_011825888.1	hypothetical protein	Prochlorococcus marinus str. MIT 1318	MIT 1318	GCF_001632045.1
6734719	RefSeq	NZ_LVHP01000024.1	28330	28503	-	WP_011825888.1	hypothetical protein	Prochlorococcus marinus str. MIT 1320	MIT 1320	GCF_001632075.1
6734719	RefSeq	NZ_LVHQ01000025.1	445859	446032	+	WP_011825888.1	hypothetical protein	Prochlorococcus marinus str. MIT 1323	MIT 1323	GCF_001632025.1
6734719	RefSeq	NZ_LVHR01000024.1	49338	49511	+	WP_011825888.1	hypothetical protein	Prochlorococcus marinus str. MIT 1327	MIT 1327	GCF_001632125.1
6734719	INSDC	CP000554.1	1076302	1076475	-	ABM77990.1	Conserved hypothetical protein	Prochlorococcus marinus str. MIT 9303	MIT 9303	GCA_000015705.1
6734719	INSDC	CATFFZ010000053.1	675	848	+	CAI8210302.1	Uncharacterised protein	Prochlorococcus marinus str. MIT 9313	MIT 9313	GCA_949511955.1
6734719	INSDC	DASCQB010000263.1	11535	11708	-	HJN33964.1	hypothetical protein	Prochlorococcus sp.		GCA_036012825.1
6734719	INSDC	JNBB01000036.1	68162	68335	-	KGG27645.1	hypothetical protein	Prochlorococcus sp. MIT 0702	MIT 0702	GCA_000760315.1
6734719	INSDC	JNBA01000014.1	68202	68375	-	KGG28207.1	hypothetical protein	Prochlorococcus sp. MIT 0701	MIT 0701	GCA_000760295.1
6734719	INSDC	JNBC01000001.1	28730	28903	-	KGG37258.1	hypothetical protein	Prochlorococcus sp. MIT 0703	MIT 0703	GCA_000760335.1
6734719	INSDC	LVHK01000042.1	231792	231965	+	KZR64564.1	hypothetical protein	Prochlorococcus sp. MIT 1303	MIT 1303	GCA_001631965.1
6734719	INSDC	LVHL01000008.1	11603	11776	+	KZR65489.1	hypothetical protein	Prochlorococcus sp. MIT 1306	MIT 1306	GCA_001631985.1
6734719	INSDC	LVHM01000042.1	24426	24599	-	KZR67242.1	hypothetical protein	Prochlorococcus marinus str. MIT 1312	MIT 1312	GCA_001632005.1
6734719	INSDC	LVHN01000001.1	27854	28027	-	KZR72680.1	hypothetical protein	Prochlorococcus marinus str. MIT 1313	MIT 1313	GCA_001632065.1
6734719	INSDC	LVHO01000018.1	27860	28033	-	KZR75210.1	hypothetical protein	Prochlorococcus marinus str. MIT 1318	MIT 1318	GCA_001632045.1
6734719	INSDC	LVHQ01000025.1	445859	446032	+	KZR75701.1	hypothetical protein	Prochlorococcus marinus str. MIT 1323	MIT 1323	GCA_001632025.1
6734719	INSDC	LVHP01000024.1	28330	28503	-	KZR75827.1	hypothetical protein	Prochlorococcus marinus str. MIT 1320	MIT 1320	GCA_001632075.1
6734719	INSDC	LVHR01000024.1	49338	49511	+	KZR83615.1	hypothetical protein	Prochlorococcus marinus str. MIT 1327	MIT 1327	GCA_001632125.1
6734719	INSDC	JAZAJA010000590.1	873	1046	-	MED5469987.1	hypothetical protein	Cyanobacteriota bacterium		GCA_036230525.1
6734719	INSDC	JABBYR010000020.1	13951	14124	-	NMO83774.1	hypothetical protein	Prochlorococcus sp. P1344	150SLHB	GCA_012933605.1
6734719	INSDC	JABBYP010000026.1	7705	7878	+	NMP06048.1	hypothetical protein	Prochlorococcus sp. P1361	150NLHA	GCA_012933585.1
6734719	INSDC	JABBYQ010000005.1	14043	14216	-	NMP12421.1	hypothetical protein	Prochlorococcus sp.P1363	150SLHA	GCA_012933595.1
