Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
6735564	INSDC	BX548175.1	410839	410958	+	CAX31877.1	Conserved hypothetical protein	Prochlorococcus marinus str. MIT 9313	MIT9313	GCA_000011485.1
6735564	INSDC	CP000554.1	1706592	1706711	-	ABM78680.1	Conserved hypothetical protein	Prochlorococcus marinus str. MIT 9303	MIT 9303	GCA_000015705.1
6735564	INSDC	CATFFZ010000194.1	1523	1642	-	CAI8235863.1	Uncharacterised protein	Prochlorococcus marinus str. MIT 9313	MIT 9313	GCA_949511955.1
6735564	INSDC	JNBA01000021.1	11212	11331	-	KGG27259.1	hypothetical protein	Prochlorococcus sp. MIT 0701	MIT 0701	GCA_000760295.1
6735564	INSDC	JNBB01000010.1	11260	11379	-	KGG30398.1	hypothetical protein	Prochlorococcus sp. MIT 0702	MIT 0702	GCA_000760315.1
6735564	INSDC	JNBC01000008.1	37390	37509	+	KGG36552.1	hypothetical protein	Prochlorococcus sp. MIT 0703	MIT 0703	GCA_000760335.1
6735564	INSDC	LVHL01000009.1	64502	64621	-	KZR64964.1	hypothetical protein	Prochlorococcus sp. MIT 1306	MIT 1306	GCA_001631985.1
6735564	INSDC	LVHM01000039.1	26044	26163	-	KZR67657.1	hypothetical protein	Prochlorococcus marinus str. MIT 1312	MIT 1312	GCA_001632005.1
6735564	INSDC	LVHK01000027.1	14277	14396	-	KZR67940.1	hypothetical protein	Prochlorococcus sp. MIT 1303	MIT 1303	GCA_001631965.1
6735564	INSDC	LVHN01000009.1	122711	122830	+	KZR70140.1	hypothetical protein	Prochlorococcus marinus str. MIT 1313	MIT 1313	GCA_001632065.1
6735564	INSDC	LVHO01000023.1	122301	122420	+	KZR72863.1	hypothetical protein	Prochlorococcus marinus str. MIT 1318	MIT 1318	GCA_001632045.1
6735564	INSDC	LVHP01000023.1	114760	114879	+	KZR76810.1	hypothetical protein	Prochlorococcus marinus str. MIT 1320	MIT 1320	GCA_001632075.1
6735564	INSDC	LVHQ01000022.1	58550	58669	-	KZR77375.1	hypothetical protein	Prochlorococcus marinus str. MIT 1323	MIT 1323	GCA_001632025.1
6735564	INSDC	LVHS01000024.1	60792	60911	-	KZR82317.1	hypothetical protein	Prochlorococcus marinus str. MIT 1342	MIT 1342	GCA_001632145.1
6735564	INSDC	LVHR01000020.1	25778	25897	-	KZR84248.1	hypothetical protein	Prochlorococcus marinus str. MIT 1327	MIT 1327	GCA_001632125.1
