Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
858913	INSDC	BX548174.1	923422	923724	-	CAE19424.1	Urease gamma subunit	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCA_000011465.1
858913	RefSeq	NC_005072.1	923422	923724	-	WP_011132598.1	urease subunit gamma	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCF_000011465.1
858913	RefSeq	NZ_CAJWDD010000009.1	44228	44530	+	WP_011132598.1	urease subunit gamma	uncultured Prochlorococcus sp.		GCF_913031015.1
858913	RefSeq	NZ_CAXEVU010000025.1	12902	13204	+	WP_011132598.1	urease subunit gamma	uncultured Prochlorococcus sp.		GCF_963999815.1
858913	RefSeq	NZ_CBFHHZ010000003.1	140357	140659	+	WP_011132598.1	urease subunit gamma	Prochlorococcus sp.		GCF_965655815.1
858913	RefSeq	NZ_CP138914.1	162382	162684	-	WP_011132598.1	urease subunit gamma	Prochlorococcus sp. Dvax-bc1017	Dvax-bc1017	GCF_047302725.1
858913	RefSeq	NZ_CP138922.1	350365	350667	+	WP_011132598.1	urease subunit gamma	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4x	GCF_047497115.1
858913	RefSeq	NZ_CP138923.1	520860	521162	+	WP_011132598.1	urease subunit gamma	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4ax	GCF_047497125.1
858913	RefSeq	NZ_CP138976.1	1364971	1365273	+	WP_011132598.1	urease subunit gamma	Prochlorococcus sp. MED1	MED1	GCF_047305115.1
858913	RefSeq	NZ_JNAG01000001.1	141026	141328	+	WP_011132598.1	urease subunit gamma	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCF_000759875.1
858913	Swiss-Prot	N/A				Q7V1B4.1	Urease subunit gamma	Prochlorococcus marinus subsp. pastoris str. CCMP1986		
858913	Swiss-Prot	N/A				Q9L642.1	Urease subunit gamma	Prochlorococcus marinus subsp. pastoris str. PCC 9511		
858913	INSDC	AF242489.1	2039	2341	-	AAF70250.1	UreA	Prochlorococcus marinus subsp. pastoris str. PCC 9511	PCC 9511	
858913	INSDC	EM598453.1	171	473	+	ECG28786.1	hypothetical protein	marine metagenome		
858913	INSDC	JNAG01000001.1	141026	141328	+	KGF88907.1	Urease gamma subunit	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCA_000759875.1
858913	INSDC	JAOOJX010000005.1	18686	18988	-	MDC3093607.1	urease subunit gamma	Prochlorococcus sp. AH-716-M10		GCA_028407825.1
858913	INSDC	JBJLEM010000009.1	261796	262098	-	MFL2881220.1	urease subunit gamma	Prochlorococcus marinus subsp. pastoris		GCA_045565875.1
858913	INSDC	QOPO01000007.1	38107	38409	+	RCL49532.1	urease subunit gamma	Prochlorococcus sp. MED-G72		GCA_003331725.1
