Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
1454194	INSDC	BX548175.1	2360443	2360745	+	CAE22408.1	Urease gamma subunit	Prochlorococcus marinus str. MIT 9313	MIT9313	GCA_000011485.1
1454194	RefSeq	NC_005071.1	2360443	2360745	+	WP_011131598.1	urease subunit gamma	Prochlorococcus marinus str. MIT 9313	MIT9313	GCF_000011485.1
1454194	RefSeq	NZ_CP138943.1	2443739	2444041	+	WP_011131598.1	urease subunit gamma	Prochlorococcus sp. MIT 1313	MIT 1313	GCF_047303155.1
1454194	RefSeq	NZ_CP138944.1	684560	684862	+	WP_011131598.1	urease subunit gamma	Prochlorococcus sp. MIT 1312	MIT 1312	GCF_047303165.1
1454194	RefSeq	NZ_CP138946.1	684735	685037	+	WP_011131598.1	urease subunit gamma	Prochlorococcus sp. MIT 1227	MIT 1227	GCF_047303345.1
1454194	RefSeq	NZ_CP138947.1	2326185	2326487	+	WP_011131598.1	urease subunit gamma	Prochlorococcus sp. MIT 1201	MIT 1201	GCF_047303415.1
1454194	RefSeq	NZ_CP138958.1	621428	621730	+	WP_011131598.1	urease subunit gamma	Prochlorococcus sp. MIT 1318	MIT 1318	GCF_047304505.1
1454194	RefSeq	NZ_CP138972.1	273521	273823	-	WP_011131598.1	urease subunit gamma	Prochlorococcus sp. MIT 1327	MIT 1327	GCF_047304785.1
1454194	RefSeq	NZ_CP138973.1	1823217	1823519	-	WP_011131598.1	urease subunit gamma	Prochlorococcus sp. MIT 1323	MIT 1323	GCF_047304905.1
1454194	RefSeq	NZ_JABBYP010000045.1	133230	133532	+	WP_011131598.1	urease subunit gamma	Prochlorococcus sp. P1361	150NLHA	GCF_012933585.1
1454194	RefSeq	NZ_JABBYQ010000064.1	98228	98530	+	WP_011131598.1	urease subunit gamma	Prochlorococcus sp.P1363	150SLHA	GCF_012933595.1
1454194	RefSeq	NZ_JABBYR010000087.1	98234	98536	+	WP_011131598.1	urease subunit gamma	Prochlorococcus sp. P1344	150SLHB	GCF_012933605.1
1454194	RefSeq	NZ_LVHK01000044.1	198946	199248	-	WP_011131598.1	urease subunit gamma	Prochlorococcus sp. MIT 1303	MIT 1303	GCF_001631965.1
1454194	RefSeq	NZ_LVHM01000050.1	132399	132701	+	WP_011131598.1	urease subunit gamma	Prochlorococcus marinus str. MIT 1312	MIT 1312	GCF_001632005.1
1454194	RefSeq	NZ_LVHN01000013.1	612874	613176	+	WP_011131598.1	urease subunit gamma	Prochlorococcus marinus str. MIT 1313	MIT 1313	GCF_001632065.1
1454194	RefSeq	NZ_LVHO01000027.1	200464	200766	-	WP_011131598.1	urease subunit gamma	Prochlorococcus marinus str. MIT 1318	MIT 1318	GCF_001632045.1
1454194	RefSeq	NZ_LVHQ01000023.1	130680	130982	-	WP_011131598.1	urease subunit gamma	Prochlorococcus marinus str. MIT 1323	MIT 1323	GCF_001632025.1
1454194	RefSeq	NZ_LVHR01000034.1	584640	584942	+	WP_011131598.1	urease subunit gamma	Prochlorococcus marinus str. MIT 1327	MIT 1327	GCF_001632125.1
