Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
16834735	INSDC	BX548175.1	1475732	1475938	-	CAX32211.1	Conserved hypothetical protein	Prochlorococcus marinus str. MIT 9313	MIT9313	GCA_000011485.1
16834735	RefSeq	NC_005071.1	1475732	1475938	-	WP_041384534.1	hypothetical protein	Prochlorococcus marinus str. MIT 9313	MIT9313	GCF_000011485.1
16834735	RefSeq	NZ_CP138943.1	509252	509458	-	WP_041384534.1	hypothetical protein	Prochlorococcus sp. MIT 1313	MIT 1313	GCF_047303155.1
16834735	RefSeq	NZ_CP138944.1	1331687	1331893	+	WP_041384534.1	hypothetical protein	Prochlorococcus sp. MIT 1312	MIT 1312	GCF_047303165.1
16834735	RefSeq	NZ_CP138946.1	1323356	1323562	+	WP_041384534.1	hypothetical protein	Prochlorococcus sp. MIT 1227	MIT 1227	GCF_047303345.1
16834735	RefSeq	NZ_CP138947.1	330852	331058	+	WP_041384534.1	hypothetical protein	Prochlorococcus sp. MIT 1201	MIT 1201	GCF_047303415.1
16834735	RefSeq	NZ_CP138957.1	287935	288141	+	WP_041384534.1	hypothetical protein	Prochlorococcus sp. MIT 1342	MIT 1342	GCF_047304495.1
16834735	RefSeq	NZ_CP138958.1	1311291	1311497	-	WP_041384534.1	hypothetical protein	Prochlorococcus sp. MIT 1318	MIT 1318	GCF_047304505.1
16834735	RefSeq	NZ_CP138959.1	288934	289140	+	WP_041384534.1	hypothetical protein	Prochlorococcus sp. MIT 1306	MIT 1306	GCF_047304515.1
16834735	RefSeq	NZ_CP138972.1	2223785	2223991	-	WP_041384534.1	hypothetical protein	Prochlorococcus sp. MIT 1327	MIT 1327	GCF_047304785.1
16834735	RefSeq	NZ_JABBYP010000037.1	142247	142453	+	WP_041384534.1	hypothetical protein	Prochlorococcus sp. P1361	150NLHA	GCF_012933585.1
16834735	RefSeq	NZ_JABBYQ010000050.1	1103	1309	-	WP_041384534.1	hypothetical protein	Prochlorococcus sp.P1363	150SLHA	GCF_012933595.1
16834735	RefSeq	NZ_JABBYR010000096.1	142247	142453	+	WP_041384534.1	hypothetical protein	Prochlorococcus sp. P1344	150SLHB	GCF_012933605.1
16834735	RefSeq	NZ_LVHK01000043.1	149158	149364	-	WP_041384534.1	hypothetical protein	Prochlorococcus sp. MIT 1303	MIT 1303	GCF_001631965.1
16834735	RefSeq	NZ_LVHL01000011.1	337624	337830	-	WP_041384534.1	hypothetical protein	Prochlorococcus sp. MIT 1306	MIT 1306	GCF_001631985.1
16834735	RefSeq	NZ_LVHM01000048.1	142247	142453	+	WP_041384534.1	hypothetical protein	Prochlorococcus marinus str. MIT 1312	MIT 1312	GCF_001632005.1
16834735	RefSeq	NZ_LVHN01000011.1	9172	9378	-	WP_041384534.1	hypothetical protein	Prochlorococcus marinus str. MIT 1313	MIT 1313	GCF_001632065.1
16834735	RefSeq	NZ_LVHO01000024.1	223547	223753	+	WP_041384534.1	hypothetical protein	Prochlorococcus marinus str. MIT 1318	MIT 1318	GCF_001632045.1
16834735	RefSeq	NZ_LVHP01000025.1	346438	346644	-	WP_041384534.1	hypothetical protein	Prochlorococcus marinus str. MIT 1320	MIT 1320	GCF_001632075.1
16834735	RefSeq	NZ_LVHR01000030.1	1103	1309	-	WP_041384534.1	hypothetical protein	Prochlorococcus marinus str. MIT 1327	MIT 1327	GCF_001632125.1
16834735	INSDC	JABBYR010000096.1	142247	142453	+	NMO85130.1	hypothetical protein	Prochlorococcus sp. P1344	150SLHB	GCA_012933605.1
16834735	INSDC	JABBYP010000037.1	142247	142453	+	NMP06661.1	hypothetical protein	Prochlorococcus sp. P1361	150NLHA	GCA_012933585.1
16834735	INSDC	JABBYQ010000050.1	1103	1309	-	NMP13481.1	hypothetical protein	Prochlorococcus sp.P1363	150SLHA	GCA_012933595.1
