Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
1548915	INSDC	BX548174.1	659400	659561	-	CAP16374.1	Conserved hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCA_000011465.1
1548915	RefSeq	NC_005072.1	659400	659561	-	WP_173027972.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCF_000011465.1
1548915	RefSeq	NZ_CAJWDD010000020.1	5756	5917	-	WP_173027972.1	hypothetical protein	uncultured Prochlorococcus sp.		GCF_913031015.1
1548915	RefSeq	NZ_CAXEVU010000103.1	3102	3263	-	WP_173027972.1	hypothetical protein	uncultured Prochlorococcus sp.		GCF_963999815.1
1548915	RefSeq	NZ_CBFHHZ010000002.1	289159	289320	-	WP_173027972.1	hypothetical protein	Prochlorococcus sp.		GCF_965655815.1
1548915	RefSeq	NZ_CP138914.1	1556351	1556512	-	WP_173027972.1	hypothetical protein	Prochlorococcus sp. Dvax-bc1017	Dvax-bc1017	GCF_047302725.1
1548915	RefSeq	NZ_CP138922.1	614526	614687	+	WP_173027972.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4x	GCF_047497115.1
1548915	RefSeq	NZ_CP138923.1	785021	785182	+	WP_173027972.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4ax	GCF_047497125.1
1548915	RefSeq	NZ_CP138976.1	1629132	1629293	+	WP_173027972.1	hypothetical protein	Prochlorococcus sp. MED1	MED1	GCF_047305115.1
1548915	RefSeq	NZ_JNAG01000006.1	113117	113278	+	WP_173027972.1	hypothetical protein	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCF_000759875.1
1548915	INSDC	JNAG01000006.1	113117	113278	+	KGF85938.1	hypothetical protein	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCA_000759875.1
1548915	INSDC	JAOOHU010000007.1	10382	10543	+	MDC3028893.1	hypothetical protein	Prochlorococcus sp. AH-716-P20		GCA_028450405.1
1548915	INSDC	JBJLEM010000007.1	306860	307021	-	MFL2880767.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris		GCA_045565875.1
