Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
1585266	INSDC	BX548174.1	1103247	1103459	-	CAP16471.1	Conserved hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCA_000011465.1
1585266	RefSeq	NC_005072.1	1103247	1103459	-	WP_036930560.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCF_000011465.1
1585266	RefSeq	NZ_CAJWDD010000048.1	344	556	+	WP_036930560.1	hypothetical protein	uncultured Prochlorococcus sp.		GCF_913031015.1
1585266	RefSeq	NZ_CAXEVU010000074.1	437	649	+	WP_036930560.1	hypothetical protein	uncultured Prochlorococcus sp.		GCF_963999815.1
1585266	RefSeq	NZ_CBFHHZ010000008.1	8610	8822	+	WP_036930560.1	hypothetical protein	Prochlorococcus sp.		GCF_965655815.1
1585266	RefSeq	NZ_CP138914.1	342208	342420	-	WP_036930560.1	hypothetical protein	Prochlorococcus sp. Dvax-bc1017	Dvax-bc1017	GCF_047302725.1
1585266	RefSeq	NZ_CP138922.1	170780	170992	+	WP_036930560.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4x	GCF_047497115.1
1585266	RefSeq	NZ_CP138923.1	341275	341487	+	WP_036930560.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4ax	GCF_047497125.1
1585266	RefSeq	NZ_CP138976.1	1185233	1185445	+	WP_036930560.1	hypothetical protein	Prochlorococcus sp. MED1	MED1	GCF_047305115.1
1585266	RefSeq	NZ_JNAG01000004.1	241114	241326	+	WP_036930560.1	hypothetical protein	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCF_000759875.1
1585266	INSDC	JNAG01000004.1	241114	241326	+	KGF87295.1	hypothetical protein	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCA_000759875.1
1585266	INSDC	JAOOHU010000003.1	157	369	+	MDC3028765.1	hypothetical protein	Prochlorococcus sp. AH-716-P20		GCA_028450405.1
1585266	INSDC	JAOOII010000021.1	2144	2356	+	MDC3037061.1	hypothetical protein	Prochlorococcus sp. AH-716-O22		GCA_028450685.1
1585266	INSDC	JAOOJX010000004.1	19227	19439	+	MDC3093572.1	hypothetical protein	Prochlorococcus sp. AH-716-M10		GCA_028407825.1
1585266	INSDC	JAOONN010000004.1	3035	3247	-	MDC3164940.1	hypothetical protein	Prochlorococcus sp. AH-716-F10		GCA_028409835.1
1585266	INSDC	JBJLEM010000010.1	48139	48351	-	MFL2881460.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris		GCA_045565875.1
