Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
1747016	INSDC	BX548174.1	777989	778333	-	CAE19282.1	Domain of unknown function DUF143:Iojap-related protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCA_000011465.1
1747016	RefSeq	NC_005072.1	777989	778333	-	WP_011132457.1	ribosome silencing factor	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCF_000011465.1
1747016	RefSeq	NZ_CAJWDD010000038.1	9908	10252	+	WP_011132457.1	ribosome silencing factor	uncultured Prochlorococcus sp.		GCF_913031015.1
1747016	RefSeq	NZ_CBFHHZ010000006.1	5176	5520	-	WP_011132457.1	ribosome silencing factor	Prochlorococcus sp.		GCF_965655815.1
1747016	RefSeq	NZ_CP138914.1	16949	17293	-	WP_011132457.1	ribosome silencing factor	Prochlorococcus sp. Dvax-bc1017	Dvax-bc1017	GCF_047302725.1
1747016	RefSeq	NZ_CP138922.1	495756	496100	+	WP_011132457.1	ribosome silencing factor	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4x	GCF_047497115.1
1747016	RefSeq	NZ_CP138923.1	666251	666595	+	WP_011132457.1	ribosome silencing factor	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4ax	GCF_047497125.1
1747016	RefSeq	NZ_CP138976.1	1510363	1510707	+	WP_011132457.1	ribosome silencing factor	Prochlorococcus sp. MED1	MED1	GCF_047305115.1
1747016	RefSeq	NZ_JNAG01000003.1	141872	142216	+	WP_011132457.1	ribosome silencing factor	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCF_000759875.1
1747016	INSDC	JAOOHU010000011.1	10499	10843	-	MDC3028979.1	ribosome silencing factor	Prochlorococcus sp. AH-716-P20		GCA_028450405.1
1747016	INSDC	JAOOOK010000014.1	6068	6412	+	MDC3175937.1	ribosome silencing factor	Prochlorococcus sp. AH-716-D13		GCA_028410275.1
1747016	INSDC	JBJLEM010000009.1	116305	116649	-	MFL2881068.1	ribosome silencing factor	Prochlorococcus marinus subsp. pastoris		GCA_045565875.1
1747016	INSDC	QOPO01000010.1	41960	42304	+	RCL49221.1	ribosome silencing factor	Prochlorococcus sp. MED-G72		GCA_003331725.1
