Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
1541549	INSDC	BX548174.1	1241190	1242755	-	CAE19749.1	conserved hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCA_000011465.1
1541549	RefSeq	NC_005072.1	1241190	1242755	-	WP_011132924.1	bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCF_000011465.1
1541549	RefSeq	NZ_CP138914.1	480152	481717	-	WP_011132924.1	bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase	Prochlorococcus sp. Dvax-bc1017	Dvax-bc1017	GCF_047302725.1
1541549	RefSeq	NZ_CP138922.1	31483	33048	+	WP_011132924.1	bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4x	GCF_047497115.1
1541549	RefSeq	NZ_CP138923.1	201978	203543	+	WP_011132924.1	bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4ax	GCF_047497125.1
1541549	RefSeq	NZ_CP138976.1	1045936	1047501	+	WP_011132924.1	bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase	Prochlorococcus sp. MED1	MED1	GCF_047305115.1
1541549	RefSeq	NZ_JNAG01000004.1	101803	103368	+	WP_011132924.1	bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCF_000759875.1
1541549	INSDC	JNAG01000004.1	101803	103368	+	KGF87146.1	NAD(P)HX epimerase	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCA_000759875.1
1541549	PAT	N/A				QBD09501.1	Sequence 2817 from patent US 10167482	Unknown		
1541549	PAT	N/A				QPW95566.1	Sequence 2817 from patent US 10760091	Unknown		
1541549	PAT	N/A				WIT04555.1	Sequence 2817 from patent US 11371054	Unknown		
