Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
16834610	INSDC	BX548175.1	1048508	1048732	-	CAX32053.1	Conserved hypothetical protein	Prochlorococcus marinus str. MIT 9313	MIT9313	GCA_000011485.1
16834610	RefSeq	NZ_CP138957.1	720977	721201	-	WP_041384414.1	hypothetical protein	Prochlorococcus sp. MIT 1342	MIT 1342	GCF_047304495.1
16834610	RefSeq	NZ_LVHS01000015.1	11488	11712	-	WP_041384414.1	hypothetical protein	Prochlorococcus marinus str. MIT 1342	MIT 1342	GCF_001632145.1
16834610	INSDC	CATFFZ010000322.1	656	880	+	CAI8255781.1	Uncharacterised protein	Prochlorococcus marinus str. MIT 9313	MIT 9313	GCA_949511955.1
16834610	INSDC	LVHL01000008.1	55963	56187	+	KZR65547.1	hypothetical protein	Prochlorococcus sp. MIT 1306	MIT 1306	GCA_001631985.1
16834610	INSDC	LVHN01000027.1	6228	6452	-	KZR67604.1	hypothetical protein	Prochlorococcus marinus str. MIT 1313	MIT 1313	GCA_001632065.1
16834610	INSDC	LVHO01000012.1	6228	6452	-	KZR77956.1	hypothetical protein	Prochlorococcus marinus str. MIT 1318	MIT 1318	GCA_001632045.1
16834610	INSDC	LVHP01000016.1	15940	16164	+	KZR78486.1	hypothetical protein	Prochlorococcus marinus str. MIT 1320	MIT 1320	GCA_001632075.1
16834610	INSDC	LVHQ01000014.1	17793	18017	+	KZR78648.1	hypothetical protein	Prochlorococcus marinus str. MIT 1323	MIT 1323	GCA_001632025.1
16834610	INSDC	LVHS01000015.1	11488	11712	-	KZR84175.1	hypothetical protein	Prochlorococcus marinus str. MIT 1342	MIT 1342	GCA_001632145.1
