Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
13926811	INSDC	BX548174.1	1319724	1319858	-	CAP16485.1	Conserved hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCA_000011465.1
13926811	RefSeq	NC_005072.1	1319724	1319858	-	WP_268741253.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCF_000011465.1
13926811	RefSeq	NZ_CP138914.1	558691	558825	-	WP_268741253.1	hypothetical protein	Prochlorococcus sp. Dvax-bc1017	Dvax-bc1017	GCF_047302725.1
13926811	RefSeq	NZ_CP138922.1	1613972	1614106	+	WP_268741253.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4x	GCF_047497115.1
13926811	RefSeq	NZ_CP138923.1	124870	125004	+	WP_268741253.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4ax	GCF_047497125.1
13926811	RefSeq	NZ_CP138976.1	968830	968964	+	WP_268741253.1	hypothetical protein	Prochlorococcus sp. MED1	MED1	GCF_047305115.1
13926811	RefSeq	NZ_JNAG01000004.1	24696	24830	+	WP_268741253.1	hypothetical protein	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCF_000759875.1
13926811	INSDC	JNAG01000004.1	24696	24830	+	KGF87056.1	hypothetical protein	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCA_000759875.1
13926811	INSDC	JAOOHU010000012.1	13514	13648	+	MDC3029006.1	hypothetical protein	Prochlorococcus sp. AH-716-P20		GCA_028450405.1
13926811	INSDC	JAOOJX010000017.1	2334	2468	-	MDC3093924.1	hypothetical protein	Prochlorococcus sp. AH-716-M10		GCA_028407825.1
13926811	INSDC	JAOONL010000028.1	2104	2238	-	MDC3164278.1	hypothetical protein	Prochlorococcus sp. AH-716-F13		GCA_028409815.1
