Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
16834825	INSDC	BX548175.1	1798775	1798936	-	CAX32319.1	Hypothetical protein	Prochlorococcus marinus str. MIT 9313	MIT9313	GCA_000011485.1
16834825	RefSeq	NC_005071.1	1798775	1798936	-	WP_155724717.1	hypothetical protein	Prochlorococcus marinus str. MIT 9313	MIT9313	GCF_000011485.1
16834825	RefSeq	NC_008820.1	1993141	1993302	-	WP_155724717.1	hypothetical protein	Prochlorococcus marinus str. MIT 9303	MIT 9303	GCF_000015705.1
16834825	RefSeq	NZ_CP138943.1	1877545	1877706	-	WP_155724717.1	hypothetical protein	Prochlorococcus sp. MIT 1313	MIT 1313	GCF_047303155.1
16834825	RefSeq	NZ_CP138944.1	50741	50902	-	WP_155724717.1	hypothetical protein	Prochlorococcus sp. MIT 1312	MIT 1312	GCF_047303165.1
16834825	RefSeq	NZ_CP138946.1	50752	50913	-	WP_155724717.1	hypothetical protein	Prochlorococcus sp. MIT 1227	MIT 1227	GCF_047303345.1
16834825	RefSeq	NZ_CP138947.1	1711029	1711190	-	WP_155724717.1	hypothetical protein	Prochlorococcus sp. MIT 1201	MIT 1201	GCF_047303415.1
16834825	RefSeq	NZ_CP138957.1	1707621	1707782	-	WP_155724717.1	hypothetical protein	Prochlorococcus sp. MIT 1342	MIT 1342	GCF_047304495.1
16834825	RefSeq	NZ_CP138958.1	52789	52950	-	WP_155724717.1	hypothetical protein	Prochlorococcus sp. MIT 1318	MIT 1318	GCF_047304505.1
16834825	RefSeq	NZ_CP138959.1	1645354	1645515	-	WP_155724717.1	hypothetical protein	Prochlorococcus sp. MIT 1306	MIT 1306	GCF_047304515.1
16834825	RefSeq	NZ_CP138972.1	907600	907761	+	WP_155724717.1	hypothetical protein	Prochlorococcus sp. MIT 1327	MIT 1327	GCF_047304785.1
16834825	RefSeq	NZ_CP138973.1	2417192	2417353	+	WP_155724717.1	hypothetical protein	Prochlorococcus sp. MIT 1323	MIT 1323	GCF_047304905.1
16834825	RefSeq	NZ_JABBYP010000021.1	44687	44848	-	WP_155724717.1	hypothetical protein	Prochlorococcus sp. P1361	150NLHA	GCF_012933585.1
16834825	RefSeq	NZ_JABBYQ010000019.1	23236	23397	-	WP_155724717.1	hypothetical protein	Prochlorococcus sp.P1363	150SLHA	GCF_012933595.1
16834825	RefSeq	NZ_JABBYR010000012.1	23251	23412	-	WP_155724717.1	hypothetical protein	Prochlorococcus sp. P1344	150SLHB	GCF_012933605.1
16834825	RefSeq	NZ_LVHK01000036.1	26298	26459	+	WP_155724717.1	hypothetical protein	Prochlorococcus sp. MIT 1303	MIT 1303	GCF_001631965.1
16834825	RefSeq	NZ_LVHL01000004.1	29117	29278	+	WP_155724717.1	hypothetical protein	Prochlorococcus sp. MIT 1306	MIT 1306	GCF_001631985.1
16834825	RefSeq	NZ_LVHM01000045.1	44687	44848	-	WP_155724717.1	hypothetical protein	Prochlorococcus marinus str. MIT 1312	MIT 1312	GCF_001632005.1
16834825	RefSeq	NZ_LVHN01000013.1	46745	46906	-	WP_155724717.1	hypothetical protein	Prochlorococcus marinus str. MIT 1313	MIT 1313	GCF_001632065.1
16834825	RefSeq	NZ_LVHO01000027.1	769244	769405	+	WP_155724717.1	hypothetical protein	Prochlorococcus marinus str. MIT 1318	MIT 1318	GCF_001632045.1
16834825	RefSeq	NZ_LVHP01000026.1	794877	795038	+	WP_155724717.1	hypothetical protein	Prochlorococcus marinus str. MIT 1320	MIT 1320	GCF_001632075.1
16834825	RefSeq	NZ_LVHQ01000026.1	44204	44365	-	WP_155724717.1	hypothetical protein	Prochlorococcus marinus str. MIT 1323	MIT 1323	GCF_001632025.1
16834825	RefSeq	NZ_LVHR01000026.1	48307	48468	+	WP_155724717.1	hypothetical protein	Prochlorococcus marinus str. MIT 1327	MIT 1327	GCF_001632125.1
16834825	RefSeq	NZ_LVHS01000027.1	748345	748506	+	WP_155724717.1	hypothetical protein	Prochlorococcus marinus str. MIT 1342	MIT 1342	GCF_001632145.1
16834825	INSDC	LVHN01000013.1	46745	46906	-	KZR68307.1	hypothetical protein	Prochlorococcus marinus str. MIT 1313	MIT 1313	GCA_001632065.1
16834825	INSDC	LVHO01000027.1	769244	769405	+	KZR71455.1	hypothetical protein	Prochlorococcus marinus str. MIT 1318	MIT 1318	GCA_001632045.1
16834825	INSDC	LVHP01000026.1	794877	795038	+	KZR73980.1	hypothetical protein	Prochlorococcus marinus str. MIT 1320	MIT 1320	GCA_001632075.1
16834825	INSDC	JAKUPE010000012.1	19420	19581	+	MCH2565446.1	hypothetical protein	Prochlorococcus sp. ALOHA_A2.0_51		GCA_022450905.1
16834825	INSDC	JABBYR010000012.1	23251	23412	-	NMO83529.1	hypothetical protein	Prochlorococcus sp. P1344	150SLHB	GCA_012933605.1
16834825	INSDC	JABBYP010000021.1	44687	44848	-	NMP05881.1	hypothetical protein	Prochlorococcus sp. P1361	150NLHA	GCA_012933585.1
16834825	INSDC	JABBYQ010000019.1	23236	23397	-	NMP12906.1	hypothetical protein	Prochlorococcus sp.P1363	150SLHA	GCA_012933595.1
