Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
16834688	INSDC	BX548175.1	1261486	1261734	+	CAX32154.1	conserved hypothetical	Prochlorococcus marinus str. MIT 9313	MIT9313	GCA_000011485.1
16834688	RefSeq	NC_005071.1	1261486	1261734	+	WP_041385095.1	hypothetical protein	Prochlorococcus marinus str. MIT 9313	MIT9313	GCF_000011485.1
16834688	RefSeq	NZ_CP138943.1	689713	689961	-	WP_041385095.1	hypothetical protein	Prochlorococcus sp. MIT 1313	MIT 1313	GCF_047303155.1
16834688	RefSeq	NZ_CP138947.1	566973	567221	-	WP_041385095.1	hypothetical protein	Prochlorococcus sp. MIT 1201	MIT 1201	GCF_047303415.1
16834688	RefSeq	NZ_CP138958.1	1492275	1492523	-	WP_041385095.1	hypothetical protein	Prochlorococcus sp. MIT 1318	MIT 1318	GCF_047304505.1
16834688	RefSeq	NZ_LVHN01000011.1	189633	189881	-	WP_041385095.1	hypothetical protein	Prochlorococcus marinus str. MIT 1313	MIT 1313	GCF_001632065.1
16834688	RefSeq	NZ_LVHO01000024.1	42522	42770	+	WP_041385095.1	hypothetical protein	Prochlorococcus marinus str. MIT 1318	MIT 1318	GCF_001632045.1
16834688	INSDC	CATFFZ010000305.1	61	309	-	CAI8253709.1	Uncharacterised protein	Prochlorococcus marinus str. MIT 9313	MIT 9313	GCA_949511955.1
16834688	INSDC	LVHO01000024.1	42522	42770	+	KZR72434.1	hypothetical protein	Prochlorococcus marinus str. MIT 1318	MIT 1318	GCA_001632045.1
16834688	INSDC	JAYZTP010000530.1	1728	1976	+	MEC7382795.1	hypothetical protein	Cyanobacteriota bacterium		GCA_036133295.1
16834688	INSDC	JAYZLF010000131.1	12539	12787	-	MEC7738507.1	hypothetical protein	Cyanobacteriota bacterium		GCA_036154475.1
16834688	INSDC	JAZACI010000345.1	402	650	-	MEC9029591.1	hypothetical protein	Cyanobacteriota bacterium		GCA_036124965.1
16834688	INSDC	JAYZUM010000336.1	2893	3141	+	MEC9452706.1	hypothetical protein	Cyanobacteriota bacterium		GCA_036156835.1
16834688	INSDC	JAZAOD010000204.1	15	263	-	MED5264419.1	hypothetical protein	Cyanobacteriota bacterium		GCA_036228585.1
