Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
13926732	INSDC	BX548174.1	667745	667876	+	CAP16381.1	Conserved hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCA_000011465.1
13926732	RefSeq	NC_005072.1	667745	667876	+	WP_268741265.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCF_000011465.1
13926732	RefSeq	NZ_CAJWDD010000020.1	14106	14237	+	WP_268741265.1	hypothetical protein	uncultured Prochlorococcus sp.		GCF_913031015.1
13926732	RefSeq	NZ_CAXEVU010000048.1	1231	1362	-	WP_268741265.1	hypothetical protein	uncultured Prochlorococcus sp.		GCF_963999815.1
13926732	RefSeq	NZ_CBFHHZ010000002.1	297508	297639	+	WP_268741265.1	hypothetical protein	Prochlorococcus sp.		GCF_965655815.1
13926732	RefSeq	NZ_CP138914.1	1564696	1564827	+	WP_268741265.1	hypothetical protein	Prochlorococcus sp. Dvax-bc1017	Dvax-bc1017	GCF_047302725.1
13926732	RefSeq	NZ_CP138976.1	1620817	1620948	-	WP_268741265.1	hypothetical protein	Prochlorococcus sp. MED1	MED1	GCF_047305115.1
13926732	RefSeq	NZ_JNAG01000006.1	104802	104933	-	WP_268741265.1	hypothetical protein	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCF_000759875.1
13926732	INSDC	JNAG01000006.1	104802	104933	-	KGF85919.1	hypothetical protein	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCA_000759875.1
13926732	INSDC	JAOONA010000044.1	1890	2021	-	MDC3159830.1	hypothetical protein	Prochlorococcus sp. AH-716-G10		GCA_028409595.1
13926732	INSDC	JBJLEM010000007.1	315209	315340	+	MFL2880785.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris		GCA_045565875.1
