Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
1512931	INSDC	BX548175.1	530323	530517	-	CAX31894.1	Conserved hypothetical protein	Prochlorococcus marinus str. MIT 9313	MIT9313	GCA_000011485.1
1512931	RefSeq	NC_005071.1	530323	530517	-	WP_041384296.1	hypothetical protein	Prochlorococcus marinus str. MIT 9313	MIT9313	GCF_000011485.1
1512931	RefSeq	NZ_CP138944.1	2312611	2312805	+	WP_041384296.1	hypothetical protein	Prochlorococcus sp. MIT 1312	MIT 1312	GCF_047303165.1
1512931	RefSeq	NZ_CP138946.1	2308908	2309102	+	WP_041384296.1	hypothetical protein	Prochlorococcus sp. MIT 1227	MIT 1227	GCF_047303345.1
1512931	RefSeq	NZ_CP138947.1	1333902	1334096	+	WP_041384296.1	hypothetical protein	Prochlorococcus sp. MIT 1201	MIT 1201	GCF_047303415.1
1512931	RefSeq	NZ_CP138972.1	1264508	1264702	-	WP_041384296.1	hypothetical protein	Prochlorococcus sp. MIT 1327	MIT 1327	GCF_047304785.1
1512931	RefSeq	NZ_JABBYP010000009.1	18327	18521	+	WP_041384296.1	hypothetical protein	Prochlorococcus sp. P1361	150NLHA	GCF_012933585.1
1512931	RefSeq	NZ_JABBYQ010000001.1	28768	28962	+	WP_041384296.1	hypothetical protein	Prochlorococcus sp.P1363	150SLHA	GCF_012933595.1
1512931	RefSeq	NZ_JABBYR010000023.1	54704	54898	-	WP_041384296.1	hypothetical protein	Prochlorococcus sp. P1344	150SLHB	GCF_012933605.1
1512931	RefSeq	NZ_LVHM01000043.1	54704	54898	-	WP_041384296.1	hypothetical protein	Prochlorococcus marinus str. MIT 1312	MIT 1312	GCF_001632005.1
1512931	RefSeq	NZ_LVHR01000028.1	54760	54954	-	WP_041384296.1	hypothetical protein	Prochlorococcus marinus str. MIT 1327	MIT 1327	GCF_001632125.1
1512931	INSDC	LVHM01000043.1	54704	54898	-	KZR67115.1	hypothetical protein	Prochlorococcus marinus str. MIT 1312	MIT 1312	GCA_001632005.1
1512931	INSDC	LVHR01000028.1	54760	54954	-	KZR82776.1	hypothetical protein	Prochlorococcus marinus str. MIT 1327	MIT 1327	GCA_001632125.1
1512931	INSDC	JABBYR010000023.1	54704	54898	-	NMO83905.1	hypothetical protein	Prochlorococcus sp. P1344	150SLHB	GCA_012933605.1
1512931	INSDC	JABBYP010000009.1	18327	18521	+	NMP05380.1	hypothetical protein	Prochlorococcus sp. P1361	150NLHA	GCA_012933585.1
1512931	INSDC	JABBYQ010000001.1	28768	28962	+	NMP12288.1	hypothetical protein	Prochlorococcus sp.P1363	150SLHA	GCA_012933595.1
