Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
16834618	INSDC	BX548175.1	1065394	1065537	-	CAX32063.1	Hypothetical protein	Prochlorococcus marinus str. MIT 9313	MIT9313	GCA_000011485.1
16834618	RefSeq	NC_005071.1	1065394	1065537	-	WP_155724852.1	hypothetical protein	Prochlorococcus marinus str. MIT 9313	MIT9313	GCF_000011485.1
16834618	RefSeq	NZ_CP138947.1	762755	762898	+	WP_155724852.1	hypothetical protein	Prochlorococcus sp. MIT 1201	MIT 1201	GCF_047303415.1
16834618	RefSeq	NZ_CP138959.1	714176	714319	+	WP_155724852.1	hypothetical protein	Prochlorococcus sp. MIT 1306	MIT 1306	GCF_047304515.1
16834618	RefSeq	NZ_CP138973.1	856998	857141	-	WP_155724852.1	hypothetical protein	Prochlorococcus sp. MIT 1323	MIT 1323	GCF_047304905.1
16834618	RefSeq	NZ_LVHL01000008.1	62334	62477	-	WP_155724852.1	hypothetical protein	Prochlorococcus sp. MIT 1306	MIT 1306	GCF_001631985.1
16834618	RefSeq	NZ_LVHP01000012.1	1447	1590	-	WP_155724852.1	hypothetical protein	Prochlorococcus marinus str. MIT 1320	MIT 1320	GCF_001632075.1
16834618	RefSeq	NZ_LVHQ01000014.1	24165	24308	-	WP_155724852.1	hypothetical protein	Prochlorococcus marinus str. MIT 1323	MIT 1323	GCF_001632025.1
16834618	INSDC	LVHL01000008.1	62334	62477	-	KZR65557.1	hypothetical protein	Prochlorococcus sp. MIT 1306	MIT 1306	GCA_001631985.1
16834618	INSDC	LVHQ01000014.1	24165	24308	-	KZR78661.1	hypothetical protein	Prochlorococcus marinus str. MIT 1323	MIT 1323	GCA_001632025.1
16834618	INSDC	LVHP01000012.1	1447	1590	-	KZR78671.1	hypothetical protein	Prochlorococcus marinus str. MIT 1320	MIT 1320	GCA_001632075.1
16834618	INSDC	JAKUPE010000080.1	948	1091	-	MCH2566504.1	hypothetical protein	Prochlorococcus sp. ALOHA_A2.0_51		GCA_022450905.1
