Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
16834562	INSDC	BX548175.1	987531	987755	-	CAX31992.1	Hypothetical protein	Prochlorococcus marinus str. MIT 9313	MIT9313	GCA_000011485.1
16834562	RefSeq	NC_005071.1	987531	987755	-	WP_041384382.1	hypothetical protein	Prochlorococcus marinus str. MIT 9313	MIT9313	GCF_000011485.1
16834562	RefSeq	NZ_CP138944.1	1836126	1836350	+	WP_041384382.1	hypothetical protein	Prochlorococcus sp. MIT 1312	MIT 1312	GCF_047303165.1
16834562	RefSeq	NZ_CP138946.1	1810727	1810951	+	WP_041384382.1	hypothetical protein	Prochlorococcus sp. MIT 1227	MIT 1227	GCF_047303345.1
16834562	RefSeq	NZ_CP138947.1	814155	814379	-	WP_041384382.1	hypothetical protein	Prochlorococcus sp. MIT 1201	MIT 1201	GCF_047303415.1
16834562	RefSeq	NZ_CP138957.1	839447	839671	+	WP_041384382.1	hypothetical protein	Prochlorococcus sp. MIT 1342	MIT 1342	GCF_047304495.1
16834562	RefSeq	NZ_CP138972.1	1757835	1758059	+	WP_041384382.1	hypothetical protein	Prochlorococcus sp. MIT 1327	MIT 1327	GCF_047304785.1
16834562	RefSeq	NZ_JABBYP010000026.1	12804	13028	+	WP_041384382.1	hypothetical protein	Prochlorococcus sp. P1361	150NLHA	GCF_012933585.1
16834562	RefSeq	NZ_JABBYQ010000005.1	8893	9117	-	WP_041384382.1	hypothetical protein	Prochlorococcus sp.P1363	150SLHA	GCF_012933595.1
16834562	RefSeq	NZ_JABBYR010000020.1	8801	9025	-	WP_041384382.1	hypothetical protein	Prochlorococcus sp. P1344	150SLHB	GCF_012933605.1
16834562	RefSeq	NZ_LVHM01000042.1	19276	19500	-	WP_041384382.1	hypothetical protein	Prochlorococcus marinus str. MIT 1312	MIT 1312	GCF_001632005.1
16834562	RefSeq	NZ_LVHP01000024.1	20637	20861	-	WP_041384382.1	hypothetical protein	Prochlorococcus marinus str. MIT 1320	MIT 1320	GCF_001632075.1
16834562	RefSeq	NZ_LVHR01000024.1	54437	54661	+	WP_041384382.1	hypothetical protein	Prochlorococcus marinus str. MIT 1327	MIT 1327	GCF_001632125.1
16834562	RefSeq	NZ_LVHS01000019.1	38861	39085	+	WP_041384382.1	hypothetical protein	Prochlorococcus marinus str. MIT 1342	MIT 1342	GCF_001632145.1
16834562	INSDC	JAKUPE010000096.1	2344	2568	+	MCH2566614.1	hypothetical protein	Prochlorococcus sp. ALOHA_A2.0_51		GCA_022450905.1
16834562	INSDC	JAZACB010000078.1	3332	3556	-	MEC9027887.1	hypothetical protein	Cyanobacteriota bacterium		GCA_036125235.1
16834562	INSDC	JABBYR010000020.1	8801	9025	-	NMO83767.1	hypothetical protein	Prochlorococcus sp. P1344	150SLHB	GCA_012933605.1
16834562	INSDC	JABBYP010000026.1	12804	13028	+	NMP06055.1	hypothetical protein	Prochlorococcus sp. P1361	150NLHA	GCA_012933585.1
16834562	INSDC	JABBYQ010000005.1	8893	9117	-	NMP12415.1	hypothetical protein	Prochlorococcus sp.P1363	150SLHA	GCA_012933595.1
