Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
1527142	INSDC	BX548174.1	713478	714182	+	CAE19212.1	30S ribosomal protein S2	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCA_000011465.1
1527142	RefSeq	NC_005072.1	713478	714182	+	WP_011132387.1	30S ribosomal protein S2	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCF_000011465.1
1527142	RefSeq	NZ_CAXEVU010000024.1	8679	9383	-	WP_011132387.1	30S ribosomal protein S2	uncultured Prochlorococcus sp.		GCF_963999815.1
1527142	RefSeq	NZ_CP138914.1	1610427	1611131	+	WP_011132387.1	30S ribosomal protein S2	Prochlorococcus sp. Dvax-bc1017	Dvax-bc1017	GCF_047302725.1
1527142	RefSeq	NZ_CP138922.1	559907	560611	-	WP_011132387.1	30S ribosomal protein S2	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4x	GCF_047497115.1
1527142	RefSeq	NZ_CP138923.1	730402	731106	-	WP_011132387.1	30S ribosomal protein S2	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4ax	GCF_047497125.1
1527142	RefSeq	NZ_CP138976.1	1574513	1575217	-	WP_011132387.1	30S ribosomal protein S2	Prochlorococcus sp. MED1	MED1	GCF_047305115.1
1527142	RefSeq	NZ_JNAG01000006.1	58498	59202	-	WP_011132387.1	30S ribosomal protein S2	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCF_000759875.1
1527142	Swiss-Prot	N/A				Q7V1V0.1	Small ribosomal subunit protein uS2	Prochlorococcus marinus subsp. pastoris str. CCMP1986		
1527142	INSDC	JNAG01000006.1	58498	59202	-	KGF85856.1	SSU ribosomal protein S2p (SAe)	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCA_000759875.1
1527142	PAT	N/A				QKP52072.1	Sequence 27741 from patent US 10570408	Unknown		
1527142	PAT	N/A				WLK61283.1	Sequence 27741 from patent US 11479783	Unknown		
