Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
1472841	RefSeq	NC_005072.1	1484838	1485113	-	WP_011133182.1	30S ribosomal protein S19	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCF_000011465.1
1472841	RefSeq	NZ_CAJWDD010000010.1	39944	40219	-	WP_011133182.1	30S ribosomal protein S19	uncultured Prochlorococcus sp.		GCF_913031015.1
1472841	RefSeq	NZ_CAXEVU010000012.1	18128	18403	-	WP_011133182.1	30S ribosomal protein S19	uncultured Prochlorococcus sp.		GCF_963999815.1
1472841	RefSeq	NZ_CBFHHZ010000001.1	92812	93087	-	WP_011133182.1	30S ribosomal protein S19	Prochlorococcus sp.		GCF_965655815.1
1472841	RefSeq	NZ_CP138914.1	723804	724079	-	WP_011133182.1	30S ribosomal protein S19	Prochlorococcus sp. Dvax-bc1017	Dvax-bc1017	GCF_047302725.1
1472841	RefSeq	NZ_CP138922.1	1448779	1449054	+	WP_011133182.1	30S ribosomal protein S19	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4x	GCF_047497115.1
1472841	RefSeq	NZ_CP138923.1	1619274	1619549	+	WP_011133182.1	30S ribosomal protein S19	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4ax	GCF_047497125.1
1472841	RefSeq	NZ_CP138976.1	803570	803845	+	WP_011133182.1	30S ribosomal protein S19	Prochlorococcus sp. MED1	MED1	GCF_047305115.1
1472841	RefSeq	NZ_JNAG01000005.1	139016	139291	-	WP_011133182.1	30S ribosomal protein S19	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCF_000759875.1
1472841	Swiss-Prot	N/A				Q7TU27.1	Small ribosomal subunit protein uS19	Prochlorococcus marinus subsp. pastoris str. CCMP1986		
1472841	INSDC	BX548174.1	1484838	1485113	-	CAE20013.1	30S Ribosomal protein S19	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCA_000011465.1
1472841	INSDC	JNAG01000005.1	139016	139291	-	KGF86802.1	SSU ribosomal protein S19p (S15e)	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCA_000759875.1
1472841	INSDC	JAOOII010000004.1	15514	15789	-	MDC3036860.1	30S ribosomal protein S19	Prochlorococcus sp. AH-716-O22		GCA_028450685.1
1472841	INSDC	JAOOJX010000011.1	18015	18290	-	MDC3093810.1	30S ribosomal protein S19	Prochlorococcus sp. AH-716-M10		GCA_028407825.1
1472841	INSDC	JAOOLH010000005.1	19231	19506	+	MDC3118345.1	30S ribosomal protein S19	Prochlorococcus sp. AH-716-K03		GCA_028408675.1
1472841	INSDC	JAOONA010000010.1	11964	12239	+	MDC3159488.1	30S ribosomal protein S19	Prochlorococcus sp. AH-716-G10		GCA_028409595.1
1472841	INSDC	JAOOPH010000001.1	23649	23924	-	MDC3203554.1	30S ribosomal protein S19	Prochlorococcus sp. AH-716-B04		GCA_028410835.1
1472841	INSDC	JBJLEM010000003.1	484556	484831	+	MFL2880208.1	30S ribosomal protein S19	Prochlorococcus marinus subsp. pastoris		GCA_045565875.1
1472841	INSDC	QOPO01000001.1	189113	189388	+	RCL50837.1	30S ribosomal protein S19	Prochlorococcus sp. MED-G72		GCA_003331725.1
