Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
1748285	INSDC	BX548175.1	862303	862935	+	CAE20963.1	possible ABC transporter, ATP-binding component	Prochlorococcus marinus str. MIT 9313	MIT9313	GCA_000011485.1
1748285	RefSeq	NC_005071.1	862303	862935	+	WP_011130166.1	ABC transporter ATP-binding protein	Prochlorococcus marinus str. MIT 9313	MIT9313	GCF_000011485.1
1748285	RefSeq	NZ_CP138943.1	1115933	1116565	-	WP_011130166.1	ABC transporter ATP-binding protein	Prochlorococcus sp. MIT 1313	MIT 1313	GCF_047303155.1
1748285	RefSeq	NZ_CP138958.1	1903330	1903962	-	WP_011130166.1	ABC transporter ATP-binding protein	Prochlorococcus sp. MIT 1318	MIT 1318	GCF_047304505.1
1748285	RefSeq	NZ_LVHN01000012.1	402751	403383	+	WP_011130166.1	ABC transporter ATP-binding protein	Prochlorococcus marinus str. MIT 1313	MIT 1313	GCF_001632065.1
1748285	RefSeq	NZ_LVHO01000026.1	44609	45241	-	WP_011130166.1	ABC transporter ATP-binding protein	Prochlorococcus marinus str. MIT 1318	MIT 1318	GCF_001632045.1
1748285	INSDC	LVHN01000012.1	402751	403383	+	KZR69352.1	Glutamine transport ATP-binding protein GlnQ	Prochlorococcus marinus str. MIT 1313	MIT 1313	GCA_001632065.1
1748285	INSDC	LVHO01000026.1	44609	45241	-	KZR71628.1	Glutamine transport ATP-binding protein GlnQ	Prochlorococcus marinus str. MIT 1318	MIT 1318	GCA_001632045.1
1748285	INSDC	JAKUPE010000026.1	7686	8318	-	MCH2565797.1	energy-coupling factor ABC transporter ATP-binding protein	Prochlorococcus sp. ALOHA_A2.0_51		GCA_022450905.1
1748285	INSDC	JAYZLF010000026.1	8293	8925	-	MEC7737490.1	ABC transporter ATP-binding protein	Cyanobacteriota bacterium		GCA_036154475.1
1748285	INSDC	JAZAOD010000219.1	14289	14921	+	MED5264502.1	ABC transporter ATP-binding protein	Cyanobacteriota bacterium		GCA_036228585.1
1748285	INSDC	JAZAII010000129.1	5251	5883	+	MED5562150.1	ABC transporter ATP-binding protein	Cyanobacteriota bacterium		GCA_036230865.1
