Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
13926723	INSDC	BX548174.1	656770	656943	-	CAP16370.1	Hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCA_000011465.1
13926723	RefSeq	NC_005072.1	656770	656943	-	WP_173027970.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCF_000011465.1
13926723	RefSeq	NZ_CP138914.1	1553721	1553894	-	WP_173027970.1	hypothetical protein	Prochlorococcus sp. Dvax-bc1017	Dvax-bc1017	GCF_047302725.1
13926723	RefSeq	NZ_CP138922.1	617144	617317	+	WP_173027970.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4x	GCF_047497115.1
13926723	RefSeq	NZ_CP138923.1	787639	787812	+	WP_173027970.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4ax	GCF_047497125.1
13926723	RefSeq	NZ_CP138976.1	1631750	1631923	+	WP_173027970.1	hypothetical protein	Prochlorococcus sp. MED1	MED1	GCF_047305115.1
13926723	RefSeq	NZ_JNAG01000006.1	115735	115908	+	WP_173027970.1	hypothetical protein	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCF_000759875.1
13926723	INSDC	JNAG01000006.1	115735	115908	+	KGF85945.1	hypothetical protein	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCA_000759875.1
13926723	INSDC	JAOOHU010000007.1	11971	12144	+	MDC3028897.1	hypothetical protein	Prochlorococcus sp. AH-716-P20		GCA_028450405.1
13926723	INSDC	JAOOMD010000025.1	174	347	+	MDC3138068.1	hypothetical protein	Prochlorococcus sp. AH-716-I19		GCA_028409135.1
