Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
1583204	INSDC	BX548175.1	1354246	1354728	+	CAE21440.1	conserved hypothetical protein	Prochlorococcus marinus str. MIT 9313	MIT9313	GCA_000011485.1
1583204	RefSeq	NC_005071.1	1354246	1354728	+	WP_011130634.1	single-stranded DNA-binding protein	Prochlorococcus marinus str. MIT 9313	MIT9313	GCF_000011485.1
1583204	RefSeq	NZ_CP138944.1	1452834	1453316	-	WP_011130634.1	single-stranded DNA-binding protein	Prochlorococcus sp. MIT 1312	MIT 1312	GCF_047303165.1
1583204	RefSeq	NZ_CP138946.1	1444493	1444975	-	WP_011130634.1	single-stranded DNA-binding protein	Prochlorococcus sp. MIT 1227	MIT 1227	GCF_047303345.1
1583204	RefSeq	NZ_CP138972.1	2102354	2102836	+	WP_011130634.1	single-stranded DNA-binding protein	Prochlorococcus sp. MIT 1327	MIT 1327	GCF_047304785.1
1583204	RefSeq	NZ_JABBYP010000040.1	33784	34266	+	WP_011130634.1	single-stranded DNA-binding protein	Prochlorococcus sp. P1361	150NLHA	GCF_012933585.1
1583204	RefSeq	NZ_JABBYQ010000058.1	140978	141460	-	WP_011130634.1	single-stranded DNA-binding protein	Prochlorococcus sp.P1363	150SLHA	GCF_012933595.1
1583204	RefSeq	NZ_JABBYR010000099.1	129811	130293	-	WP_011130634.1	single-stranded DNA-binding protein	Prochlorococcus sp. P1344	150SLHB	GCF_012933605.1
1583204	RefSeq	NZ_LVHM01000052.1	208690	209172	+	WP_011130634.1	single-stranded DNA-binding protein	Prochlorococcus marinus str. MIT 1312	MIT 1312	GCF_001632005.1
1583204	RefSeq	NZ_LVHR01000032.1	119176	119658	-	WP_011130634.1	single-stranded DNA-binding protein	Prochlorococcus marinus str. MIT 1327	MIT 1327	GCF_001632125.1
1583204	INSDC	LVHM01000052.1	208690	209172	+	KZR62677.1	Thylakoid-associated single-stranded DNA-binding protein	Prochlorococcus marinus str. MIT 1312	MIT 1312	GCA_001632005.1
1583204	INSDC	LVHR01000032.1	119176	119658	-	KZR80842.1	Thylakoid-associated single-stranded DNA-binding protein	Prochlorococcus marinus str. MIT 1327	MIT 1327	GCA_001632125.1
1583204	INSDC	JABBYR010000099.1	129811	130293	-	NMO85258.1	single-stranded DNA-binding protein	Prochlorococcus sp. P1344	150SLHB	GCA_012933605.1
1583204	INSDC	JABBYP010000040.1	33784	34266	+	NMP07009.1	single-stranded DNA-binding protein	Prochlorococcus sp. P1361	150NLHA	GCA_012933585.1
1583204	INSDC	JABBYQ010000058.1	140978	141460	-	NMP14446.1	single-stranded DNA-binding protein	Prochlorococcus sp.P1363	150SLHA	GCA_012933595.1
