Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
1605235	INSDC	BX548174.1	731453	732754	+	CAE19227.1	glutamyl-tRNA reductase	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCA_000011465.1
1605235	RefSeq	NC_005072.1	731453	732754	+	WP_011132402.1	glutamyl-tRNA reductase	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCF_000011465.1
1605235	RefSeq	NZ_CP138914.1	1628402	1629703	+	WP_011132402.1	glutamyl-tRNA reductase	Prochlorococcus sp. Dvax-bc1017	Dvax-bc1017	GCF_047302725.1
1605235	RefSeq	NZ_CP138922.1	541335	542636	-	WP_011132402.1	glutamyl-tRNA reductase	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4x	GCF_047497115.1
1605235	RefSeq	NZ_CP138923.1	711830	713131	-	WP_011132402.1	glutamyl-tRNA reductase	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4ax	GCF_047497125.1
1605235	RefSeq	NZ_CP138976.1	1555941	1557242	-	WP_011132402.1	glutamyl-tRNA reductase	Prochlorococcus sp. MED1	MED1	GCF_047305115.1
1605235	RefSeq	NZ_JNAG01000006.1	39926	41227	-	WP_011132402.1	glutamyl-tRNA reductase	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCF_000759875.1
1605235	Swiss-Prot	N/A				Q7V1T7.1	Glutamyl-tRNA reductase	Prochlorococcus marinus subsp. pastoris str. CCMP1986		
1605235	INSDC	JNAG01000006.1	39926	41227	-	KGF85841.1	Glutamyl-tRNA reductase	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCA_000759875.1
1605235	PAT	N/A				QPV02126.1	Sequence 92455 from patent US 10696975	Unknown		
1605235	PAT	N/A				WFL35019.1	Sequence 92455 from patent US 11274312	Unknown		
