Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
1461228	INSDC	BX548175.1	1296988	1297389	+	CAE21384.1	conserved hypothetical	Prochlorococcus marinus str. MIT 9313	MIT9313	GCA_000011485.1
1461228	RefSeq	NC_005071.1	1296988	1297389	+	WP_011130580.1	hypothetical protein	Prochlorococcus marinus str. MIT 9313	MIT9313	GCF_000011485.1
1461228	RefSeq	NZ_CP138943.1	652137	652538	-	WP_011130580.1	hypothetical protein	Prochlorococcus sp. MIT 1313	MIT 1313	GCF_047303155.1
1461228	RefSeq	NZ_CP138944.1	1510185	1510586	-	WP_011130580.1	hypothetical protein	Prochlorococcus sp. MIT 1312	MIT 1312	GCF_047303165.1
1461228	RefSeq	NZ_CP138946.1	1501844	1502245	-	WP_011130580.1	hypothetical protein	Prochlorococcus sp. MIT 1227	MIT 1227	GCF_047303345.1
1461228	RefSeq	NZ_CP138957.1	465298	465699	-	WP_011130580.1	hypothetical protein	Prochlorococcus sp. MIT 1342	MIT 1342	GCF_047304495.1
1461228	RefSeq	NZ_CP138958.1	1454700	1455101	-	WP_011130580.1	hypothetical protein	Prochlorococcus sp. MIT 1318	MIT 1318	GCF_047304505.1
1461228	RefSeq	NZ_CP138972.1	2045090	2045491	+	WP_011130580.1	hypothetical protein	Prochlorococcus sp. MIT 1327	MIT 1327	GCF_047304785.1
1461228	RefSeq	NZ_CP138973.1	1089723	1090124	+	WP_011130580.1	hypothetical protein	Prochlorococcus sp. MIT 1323	MIT 1323	GCF_047304905.1
1461228	RefSeq	NZ_JABBYP010000012.1	23100	23501	-	WP_011130580.1	hypothetical protein	Prochlorococcus sp. P1361	150NLHA	GCF_012933585.1
1461228	RefSeq	NZ_JABBYQ010000058.1	198329	198730	-	WP_011130580.1	hypothetical protein	Prochlorococcus sp.P1363	150SLHA	GCF_012933595.1
1461228	RefSeq	NZ_JABBYR010000018.1	23087	23488	-	WP_011130580.1	hypothetical protein	Prochlorococcus sp. P1344	150SLHB	GCF_012933605.1
1461228	RefSeq	NZ_LVHM01000052.1	151420	151821	+	WP_011130580.1	hypothetical protein	Prochlorococcus marinus str. MIT 1312	MIT 1312	GCF_001632005.1
1461228	RefSeq	NZ_LVHN01000011.1	152057	152458	-	WP_011130580.1	hypothetical protein	Prochlorococcus marinus str. MIT 1313	MIT 1313	GCF_001632065.1
1461228	RefSeq	NZ_LVHO01000024.1	79944	80345	+	WP_011130580.1	hypothetical protein	Prochlorococcus marinus str. MIT 1318	MIT 1318	GCF_001632045.1
1461228	RefSeq	NZ_LVHP01000025.1	151831	152232	+	WP_011130580.1	hypothetical protein	Prochlorococcus marinus str. MIT 1320	MIT 1320	GCF_001632075.1
1461228	RefSeq	NZ_LVHQ01000024.1	182727	183128	-	WP_011130580.1	hypothetical protein	Prochlorococcus marinus str. MIT 1323	MIT 1323	GCF_001632025.1
1461228	RefSeq	NZ_LVHR01000032.1	176521	176922	-	WP_011130580.1	hypothetical protein	Prochlorococcus marinus str. MIT 1327	MIT 1327	GCF_001632125.1
1461228	RefSeq	NZ_LVHS01000025.1	331327	331728	-	WP_011130580.1	hypothetical protein	Prochlorococcus marinus str. MIT 1342	MIT 1342	GCF_001632145.1
1461228	INSDC	JAKUPE010000007.1	4444	4845	+	MCH2565255.1	hypothetical protein	Prochlorococcus sp. ALOHA_A2.0_51		GCA_022450905.1
1461228	INSDC	JAYZTP010000381.1	2145	2546	+	MEC7382380.1	hypothetical protein	Cyanobacteriota bacterium		GCA_036133295.1
1461228	INSDC	JAYZLF010000087.1	3573	3974	+	MEC7738146.1	hypothetical protein	Cyanobacteriota bacterium		GCA_036154475.1
1461228	INSDC	JAZAOU010000624.1	1770	2171	+	MED5165688.1	hypothetical protein	Cyanobacteriota bacterium		GCA_036227985.1
1461228	INSDC	JAZAOD010000097.1	528	929	-	MED5263873.1	hypothetical protein	Cyanobacteriota bacterium		GCA_036228585.1
1461228	INSDC	JAZAII010000071.1	2146	2547	+	MED5561882.1	hypothetical protein	Cyanobacteriota bacterium		GCA_036230865.1
1461228	INSDC	JABBYR010000018.1	23087	23488	-	NMO83734.1	hypothetical protein	Prochlorococcus sp. P1344	150SLHB	GCA_012933605.1
1461228	INSDC	JABBYP010000012.1	23100	23501	-	NMP05536.1	hypothetical protein	Prochlorococcus sp. P1361	150NLHA	GCA_012933585.1
1461228	INSDC	JABBYQ010000058.1	198329	198730	-	NMP14503.1	hypothetical protein	Prochlorococcus sp.P1363	150SLHA	GCA_012933595.1
