Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
1747073	INSDC	BX548175.1	1997834	1998196	-	CAE22068.1	putative NADH Dehydrogenase subunit	Prochlorococcus marinus str. MIT 9313	MIT9313	GCA_000011485.1
1747073	RefSeq	NC_005071.1	1997834	1998196	-	WP_011131259.1	NAD(P)H-quinone oxidoreductase subunit 3	Prochlorococcus marinus str. MIT 9313	MIT9313	GCF_000011485.1
1747073	RefSeq	NZ_CP138943.1	2070358	2070720	-	WP_011131259.1	NAD(P)H-quinone oxidoreductase subunit 3	Prochlorococcus sp. MIT 1313	MIT 1313	GCF_047303155.1
1747073	RefSeq	NZ_CP138944.1	292497	292859	-	WP_011131259.1	NAD(P)H-quinone oxidoreductase subunit 3	Prochlorococcus sp. MIT 1312	MIT 1312	GCF_047303165.1
1747073	RefSeq	NZ_CP138946.1	292467	292829	-	WP_011131259.1	NAD(P)H-quinone oxidoreductase subunit 3	Prochlorococcus sp. MIT 1227	MIT 1227	GCF_047303345.1
1747073	RefSeq	NZ_CP138947.1	1935631	1935993	-	WP_011131259.1	NAD(P)H-quinone oxidoreductase subunit 3	Prochlorococcus sp. MIT 1201	MIT 1201	GCF_047303415.1
1747073	RefSeq	NZ_CP138957.1	1901783	1902145	-	WP_011131259.1	NAD(P)H-quinone oxidoreductase subunit 3	Prochlorococcus sp. MIT 1342	MIT 1342	GCF_047304495.1
1747073	RefSeq	NZ_CP138958.1	245502	245864	-	WP_011131259.1	NAD(P)H-quinone oxidoreductase subunit 3	Prochlorococcus sp. MIT 1318	MIT 1318	GCF_047304505.1
1747073	RefSeq	NZ_CP138972.1	665650	666012	+	WP_011131259.1	NAD(P)H-quinone oxidoreductase subunit 3	Prochlorococcus sp. MIT 1327	MIT 1327	GCF_047304785.1
1747073	RefSeq	NZ_CP138973.1	2203487	2203849	+	WP_011131259.1	NAD(P)H-quinone oxidoreductase subunit 3	Prochlorococcus sp. MIT 1323	MIT 1323	GCF_047304905.1
1747073	RefSeq	NZ_JABBYP010000031.1	26556	26918	+	WP_011131259.1	NAD(P)H-quinone oxidoreductase subunit 3	Prochlorococcus sp. P1361	150NLHA	GCF_012933585.1
1747073	RefSeq	NZ_JABBYQ010000057.1	172664	173026	-	WP_011131259.1	NAD(P)H-quinone oxidoreductase subunit 3	Prochlorococcus sp.P1363	150SLHA	GCF_012933595.1
1747073	RefSeq	NZ_JABBYR010000079.1	26490	26852	+	WP_011131259.1	NAD(P)H-quinone oxidoreductase subunit 3	Prochlorococcus sp. P1344	150SLHB	GCF_012933605.1
1747073	RefSeq	NZ_LVHM01000051.1	201095	201457	-	WP_011131259.1	NAD(P)H-quinone oxidoreductase subunit 3	Prochlorococcus marinus str. MIT 1312	MIT 1312	GCF_001632005.1
1747073	RefSeq	NZ_LVHN01000013.1	239493	239855	-	WP_011131259.1	NAD(P)H-quinone oxidoreductase subunit 3	Prochlorococcus marinus str. MIT 1313	MIT 1313	GCF_001632065.1
1747073	RefSeq	NZ_LVHO01000027.1	576330	576692	+	WP_011131259.1	NAD(P)H-quinone oxidoreductase subunit 3	Prochlorococcus marinus str. MIT 1318	MIT 1318	GCF_001632045.1
1747073	RefSeq	NZ_LVHP01000026.1	600487	600849	+	WP_011131259.1	NAD(P)H-quinone oxidoreductase subunit 3	Prochlorococcus marinus str. MIT 1320	MIT 1320	GCF_001632075.1
1747073	RefSeq	NZ_LVHQ01000026.1	257708	258070	-	WP_011131259.1	NAD(P)H-quinone oxidoreductase subunit 3	Prochlorococcus marinus str. MIT 1323	MIT 1323	GCF_001632025.1
1747073	RefSeq	NZ_LVHR01000034.1	192478	192840	-	WP_011131259.1	NAD(P)H-quinone oxidoreductase subunit 3	Prochlorococcus marinus str. MIT 1327	MIT 1327	GCF_001632125.1
1747073	RefSeq	NZ_LVHS01000027.1	553982	554344	+	WP_011131259.1	NAD(P)H-quinone oxidoreductase subunit 3	Prochlorococcus marinus str. MIT 1342	MIT 1342	GCF_001632145.1
1747073	Swiss-Prot	N/A				Q7TUM3.1	NAD(P)H-quinone oxidoreductase subunit 3	Prochlorococcus marinus str. MIT 9313		
1747073	INSDC	CATFFZ010000153.1	627	989	-	CAI8228667.1	NAD(P)H-quinone oxidoreductase subunit 3	Prochlorococcus marinus str. MIT 9313	MIT 9313	GCA_949511955.1
