Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
13926791	INSDC	BX548174.1	1072317	1072454	-	CAP16460.1	Conserved hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCA_000011465.1
13926791	RefSeq	NC_005072.1	1072317	1072454	-	WP_173028028.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCF_000011465.1
13926791	RefSeq	NZ_CP138914.1	311278	311415	-	WP_173028028.1	hypothetical protein	Prochlorococcus sp. Dvax-bc1017	Dvax-bc1017	GCF_047302725.1
13926791	RefSeq	NZ_CP138922.1	201785	201922	+	WP_173028028.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4x	GCF_047497115.1
13926791	RefSeq	NZ_CP138923.1	372280	372417	+	WP_173028028.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4ax	GCF_047497125.1
13926791	RefSeq	NZ_CP138976.1	1216238	1216375	+	WP_173028028.1	hypothetical protein	Prochlorococcus sp. MED1	MED1	GCF_047305115.1
13926791	RefSeq	NZ_CP138981.1	765385	765522	+	WP_173028028.1	hypothetical protein	Prochlorococcus marinus str. SB	SB	GCF_047305225.1
13926791	RefSeq	NZ_JNAG01000004.1	272119	272256	+	WP_173028028.1	hypothetical protein	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCF_000759875.1
13926791	RefSeq	NZ_JNAS01000002.1	267840	267977	+	WP_173028028.1	hypothetical protein	Prochlorococcus marinus str. SB	SB	GCF_000760115.1
13926791	INSDC	JNAG01000004.1	272119	272256	+	KGF87336.1	hypothetical protein	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCA_000759875.1
13926791	INSDC	JNAS01000002.1	267840	267977	+	KGG08157.1	hypothetical protein	Prochlorococcus marinus str. SB	SB	GCA_000760115.1
