Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
16834517	INSDC	BX548175.1	728785	728937	+	CAX31937.1	Conserved hypothetical protein	Prochlorococcus marinus str. MIT 9313	MIT9313	GCA_000011485.1
16834517	RefSeq	NC_005071.1	728785	728937	+	WP_167523912.1	hypothetical protein	Prochlorococcus marinus str. MIT 9313	MIT9313	GCF_000011485.1
16834517	RefSeq	NZ_CP138943.1	1249888	1250040	-	WP_167523912.1	hypothetical protein	Prochlorococcus sp. MIT 1313	MIT 1313	GCF_047303155.1
16834517	RefSeq	NZ_CP138944.1	2106238	2106390	-	WP_167523912.1	hypothetical protein	Prochlorococcus sp. MIT 1312	MIT 1312	GCF_047303165.1
16834517	RefSeq	NZ_CP138946.1	2102537	2102689	-	WP_167523912.1	hypothetical protein	Prochlorococcus sp. MIT 1227	MIT 1227	GCF_047303345.1
16834517	RefSeq	NZ_CP138947.1	1126777	1126929	-	WP_167523912.1	hypothetical protein	Prochlorococcus sp. MIT 1201	MIT 1201	GCF_047303415.1
16834517	RefSeq	NZ_CP138957.1	1111455	1111607	-	WP_167523912.1	hypothetical protein	Prochlorococcus sp. MIT 1342	MIT 1342	GCF_047304495.1
16834517	RefSeq	NZ_CP138958.1	2037286	2037438	-	WP_167523912.1	hypothetical protein	Prochlorococcus sp. MIT 1318	MIT 1318	GCF_047304505.1
16834517	RefSeq	NZ_CP138972.1	1470920	1471072	+	WP_167523912.1	hypothetical protein	Prochlorococcus sp. MIT 1327	MIT 1327	GCF_047304785.1
16834517	RefSeq	NZ_JABBYP010000002.1	26600	26752	-	WP_167523912.1	hypothetical protein	Prochlorococcus sp. P1361	150NLHA	GCF_012933585.1
16834517	RefSeq	NZ_JABBYQ010000055.1	14400	14552	+	WP_167523912.1	hypothetical protein	Prochlorococcus sp.P1363	150SLHA	GCF_012933595.1
16834517	RefSeq	NZ_JABBYR010000030.1	67261	67413	-	WP_167523912.1	hypothetical protein	Prochlorococcus sp. P1344	150SLHB	GCF_012933605.1
16834517	RefSeq	NZ_LVHM01000053.1	168666	168818	+	WP_167523912.1	hypothetical protein	Prochlorococcus marinus str. MIT 1312	MIT 1312	GCF_001632005.1
16834517	RefSeq	NZ_LVHN01000012.1	269276	269428	+	WP_167523912.1	hypothetical protein	Prochlorococcus marinus str. MIT 1313	MIT 1313	GCF_001632065.1
16834517	RefSeq	NZ_LVHO01000026.1	178565	178717	-	WP_167523912.1	hypothetical protein	Prochlorococcus marinus str. MIT 1318	MIT 1318	GCF_001632045.1
16834517	RefSeq	NZ_LVHP01000024.1	284592	284744	-	WP_167523912.1	hypothetical protein	Prochlorococcus marinus str. MIT 1320	MIT 1320	GCF_001632075.1
16834517	RefSeq	NZ_LVHR01000033.1	172998	173150	+	WP_167523912.1	hypothetical protein	Prochlorococcus marinus str. MIT 1327	MIT 1327	GCF_001632125.1
16834517	RefSeq	NZ_LVHS01000026.1	167440	167592	+	WP_167523912.1	hypothetical protein	Prochlorococcus marinus str. MIT 1342	MIT 1342	GCF_001632145.1
16834517	INSDC	LVHP01000024.1	284592	284744	-	KZR76102.1	hypothetical protein	Prochlorococcus marinus str. MIT 1320	MIT 1320	GCA_001632075.1
16834517	INSDC	LVHR01000033.1	172998	173150	+	KZR79646.1	hypothetical protein	Prochlorococcus marinus str. MIT 1327	MIT 1327	GCA_001632125.1
16834517	INSDC	JABBYR010000030.1	67261	67413	-	NMO84085.1	hypothetical protein	Prochlorococcus sp. P1344	150SLHB	GCA_012933605.1
16834517	INSDC	JABBYP010000002.1	26600	26752	-	NMP05057.1	hypothetical protein	Prochlorococcus sp. P1361	150NLHA	GCA_012933585.1
16834517	INSDC	JABBYQ010000055.1	14400	14552	+	NMP13948.1	hypothetical protein	Prochlorococcus sp.P1363	150SLHA	GCA_012933595.1
