Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
1747790	INSDC	BX548175.1	669748	670008	-	CAE20790.1	hypothetical	Prochlorococcus marinus str. MIT 9313	MIT9313	GCA_000011485.1
1747790	RefSeq	NC_005071.1	669748	670008	-	WP_011129994.1	hypothetical protein	Prochlorococcus marinus str. MIT 9313	MIT9313	GCF_000011485.1
1747790	RefSeq	NZ_CP138943.1	1308415	1308675	+	WP_011129994.1	hypothetical protein	Prochlorococcus sp. MIT 1313	MIT 1313	GCF_047303155.1
1747790	RefSeq	NZ_CP138947.1	1186190	1186450	+	WP_011129994.1	hypothetical protein	Prochlorococcus sp. MIT 1201	MIT 1201	GCF_047303415.1
1747790	RefSeq	NZ_CP138957.1	1168473	1168733	+	WP_011129994.1	hypothetical protein	Prochlorococcus sp. MIT 1342	MIT 1342	GCF_047304495.1
1747790	RefSeq	NZ_CP138958.1	2095813	2096073	+	WP_011129994.1	hypothetical protein	Prochlorococcus sp. MIT 1318	MIT 1318	GCF_047304505.1
1747790	RefSeq	NZ_LVHK01000035.1	42557	42817	+	WP_011129994.1	hypothetical protein	Prochlorococcus sp. MIT 1303	MIT 1303	GCF_001631965.1
1747790	RefSeq	NZ_LVHN01000012.1	210641	210901	-	WP_011129994.1	hypothetical protein	Prochlorococcus marinus str. MIT 1313	MIT 1313	GCF_001632065.1
1747790	RefSeq	NZ_LVHO01000026.1	237092	237352	+	WP_011129994.1	hypothetical protein	Prochlorococcus marinus str. MIT 1318	MIT 1318	GCF_001632045.1
1747790	RefSeq	NZ_LVHS01000026.1	110314	110574	-	WP_011129994.1	hypothetical protein	Prochlorococcus marinus str. MIT 1342	MIT 1342	GCF_001632145.1
1747790	INSDC	LVHK01000035.1	42557	42817	+	KZR67025.1	hypothetical protein	Prochlorococcus sp. MIT 1303	MIT 1303	GCA_001631965.1
1747790	INSDC	LVHN01000012.1	210641	210901	-	KZR69172.1	hypothetical protein	Prochlorococcus marinus str. MIT 1313	MIT 1313	GCA_001632065.1
1747790	INSDC	LVHO01000026.1	237092	237352	+	KZR71810.1	hypothetical protein	Prochlorococcus marinus str. MIT 1318	MIT 1318	GCA_001632045.1
1747790	INSDC	LVHS01000026.1	110314	110574	-	KZR81203.1	hypothetical protein	Prochlorococcus marinus str. MIT 1342	MIT 1342	GCA_001632145.1
1747790	INSDC	JAYZTP010000457.1	4337	4597	+	MEC7382612.1	hypothetical protein	Cyanobacteriota bacterium		GCA_036133295.1
1747790	INSDC	JAYZLF010000144.1	3018	3278	-	MEC7738627.1	hypothetical protein	Cyanobacteriota bacterium		GCA_036154475.1
