Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
1468410	INSDC	BX548174.1	869548	871089	+	CAE19367.1	threonine dehydratase	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCA_000011465.1
1468410	RefSeq	NC_005072.1	869548	871089	+	WP_011132541.1	threonine ammonia-lyase, biosynthetic	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCF_000011465.1
1468410	RefSeq	NZ_CP138914.1	108508	110049	+	WP_011132541.1	threonine ammonia-lyase, biosynthetic	Prochlorococcus sp. Dvax-bc1017	Dvax-bc1017	GCF_047302725.1
1468410	RefSeq	NZ_CP138922.1	403000	404541	-	WP_011132541.1	threonine ammonia-lyase, biosynthetic	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4x	GCF_047497115.1
1468410	RefSeq	NZ_CP138923.1	573495	575036	-	WP_011132541.1	threonine ammonia-lyase, biosynthetic	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4ax	GCF_047497125.1
1468410	RefSeq	NZ_CP138976.1	1417606	1419147	-	WP_011132541.1	threonine ammonia-lyase, biosynthetic	Prochlorococcus sp. MED1	MED1	GCF_047305115.1
1468410	RefSeq	NZ_JNAG01000003.1	49115	50656	-	WP_011132541.1	threonine ammonia-lyase, biosynthetic	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCF_000759875.1
1468410	INSDC	JNAG01000003.1	49115	50656	-	KGF87528.1	Threonine dehydratase	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCA_000759875.1
1468410	PAT	N/A				QPV03068.1	Sequence 93397 from patent US 10696975	Unknown		
1468410	PAT	N/A				WFL35961.1	Sequence 93397 from patent US 11274312	Unknown		
