Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
2153933	INSDC	BX548174.1	939444	939668	+	CAP16430.1	Conserved hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCA_000011465.1
2153933	RefSeq	NC_005072.1	939444	939668	+	WP_036930301.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCF_000011465.1
2153933	RefSeq	NZ_CAJWDD010000009.1	28284	28508	-	WP_036930301.1	hypothetical protein	uncultured Prochlorococcus sp.		GCF_913031015.1
2153933	RefSeq	NZ_CBFHHZ010000003.1	124413	124637	-	WP_036930301.1	hypothetical protein	Prochlorococcus sp.		GCF_965655815.1
2153933	RefSeq	NZ_CP138914.1	178404	178628	+	WP_036930301.1	hypothetical protein	Prochlorococcus sp. Dvax-bc1017	Dvax-bc1017	GCF_047302725.1
2153933	RefSeq	NZ_CP138922.1	334420	334644	-	WP_036930301.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4x	GCF_047497115.1
2153933	RefSeq	NZ_CP138923.1	504915	505139	-	WP_036930301.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4ax	GCF_047497125.1
2153933	RefSeq	NZ_CP138976.1	1349026	1349250	-	WP_036930301.1	hypothetical protein	Prochlorococcus sp. MED1	MED1	GCF_047305115.1
2153933	RefSeq	NZ_JNAG01000001.1	125082	125306	-	WP_036930301.1	hypothetical protein	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCF_000759875.1
2153933	INSDC	JNAG01000001.1	125082	125306	-	KGF88882.1	hypothetical protein	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCA_000759875.1
2153933	INSDC	JBJLEM010000009.1	277819	278043	+	MFL2881243.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris		GCA_045565875.1
2153933	INSDC	QOPO01000007.1	22164	22388	-	RCL49510.1	hypothetical protein	Prochlorococcus sp. MED-G72		GCA_003331725.1
