Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
13926749	INSDC	BX548174.1	814290	814460	-	CAP16407.1	Conserved hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCA_000011465.1
13926749	RefSeq	NC_005072.1	814290	814460	-	WP_173027992.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4	GCF_000011465.1
13926749	RefSeq	NZ_CBFHHZ010000006.1	41457	41627	-	WP_173027992.1	hypothetical protein	Prochlorococcus sp.		GCF_965655815.1
13926749	RefSeq	NZ_CP138914.1	53250	53420	-	WP_173027992.1	hypothetical protein	Prochlorococcus sp. Dvax-bc1017	Dvax-bc1017	GCF_047302725.1
13926749	RefSeq	NZ_CP138922.1	459629	459799	+	WP_173027992.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4x	GCF_047497115.1
13926749	RefSeq	NZ_CP138923.1	630124	630294	+	WP_173027992.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris str. CCMP1986	MED4ax	GCF_047497125.1
13926749	RefSeq	NZ_CP138976.1	1474236	1474406	+	WP_173027992.1	hypothetical protein	Prochlorococcus sp. MED1	MED1	GCF_047305115.1
13926749	RefSeq	NZ_JNAG01000003.1	105745	105915	+	WP_173027992.1	hypothetical protein	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCF_000759875.1
13926749	INSDC	JNAG01000003.1	105745	105915	+	KGF87591.1	hypothetical protein	Prochlorococcus marinus str. EQPAC1	EQPAC1	GCA_000759875.1
13926749	INSDC	JBJLEM010000009.1	152586	152756	-	MFL2881103.1	hypothetical protein	Prochlorococcus marinus subsp. pastoris		GCA_045565875.1
