Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
1747366	INSDC	BX548175.1	1856710	1857672	+	CAE21941.1	Glycosyl transferase, family 2	Prochlorococcus marinus str. MIT 9313	MIT9313	GCA_000011485.1
1747366	RefSeq	NC_005071.1	1856710	1857672	+	WP_011131133.1	glycosyltransferase family 2 protein	Prochlorococcus marinus str. MIT 9313	MIT9313	GCF_000011485.1
1747366	RefSeq	NZ_CP138944.1	156721	157683	+	WP_011131133.1	glycosyltransferase family 2 protein	Prochlorococcus sp. MIT 1312	MIT 1312	GCF_047303165.1
1747366	RefSeq	NZ_CP138946.1	156732	157694	+	WP_011131133.1	glycosyltransferase family 2 protein	Prochlorococcus sp. MIT 1227	MIT 1227	GCF_047303345.1
1747366	RefSeq	NZ_CP138947.1	1803507	1804469	+	WP_011131133.1	glycosyltransferase family 2 protein	Prochlorococcus sp. MIT 1201	MIT 1201	GCF_047303415.1
1747366	RefSeq	NZ_CP138972.1	800819	801781	-	WP_011131133.1	glycosyltransferase family 2 protein	Prochlorococcus sp. MIT 1327	MIT 1327	GCF_047304785.1
1747366	RefSeq	NZ_JABBYP010000027.1	51684	52646	-	WP_011131133.1	glycosyltransferase family 2 protein	Prochlorococcus sp. P1361	150NLHA	GCF_012933585.1
1747366	RefSeq	NZ_JABBYQ010000057.1	36938	37900	+	WP_011131133.1	glycosyltransferase family 2 protein	Prochlorococcus sp.P1363	150SLHA	GCF_012933595.1
1747366	RefSeq	NZ_JABBYR010000064.1	38399	39361	+	WP_011131133.1	glycosyltransferase family 2 protein	Prochlorococcus sp. P1344	150SLHB	GCF_012933605.1
1747366	RefSeq	NZ_LVHM01000051.1	65368	66330	+	WP_011131133.1	glycosyltransferase family 2 protein	Prochlorococcus marinus str. MIT 1312	MIT 1312	GCF_001632005.1
1747366	RefSeq	NZ_LVHP01000026.1	735985	736947	-	WP_011131133.1	glycosyltransferase family 2 protein	Prochlorococcus marinus str. MIT 1320	MIT 1320	GCF_001632075.1
1747366	RefSeq	NZ_LVHR01000034.1	56757	57719	+	WP_011131133.1	glycosyltransferase family 2 protein	Prochlorococcus marinus str. MIT 1327	MIT 1327	GCF_001632125.1
1747366	INSDC	JAKUPE010000003.1	41098	42060	-	MCH2565050.1	glycosyltransferase family 2 protein	Prochlorococcus sp. ALOHA_A2.0_51		GCA_022450905.1
1747366	INSDC	JAYZLF010000047.1	774	1736	-	MEC7737745.1	glycosyltransferase family 2 protein	Cyanobacteriota bacterium		GCA_036154475.1
1747366	INSDC	JAZACI010000451.1	407	1369	-	MEC9029874.1	glycosyltransferase family 2 protein	Cyanobacteriota bacterium		GCA_036124965.1
1747366	INSDC	JAZAII010000238.1	1931	2893	+	MED5562606.1	glycosyltransferase family 2 protein	Cyanobacteriota bacterium		GCA_036230865.1
1747366	INSDC	JABBYR010000064.1	38399	39361	+	NMO84482.1	glycosyltransferase family 2 protein	Prochlorococcus sp. P1344	150SLHB	GCA_012933605.1
1747366	INSDC	JABBYP010000027.1	51684	52646	-	NMP06210.1	glycosyltransferase family 2 protein	Prochlorococcus sp. P1361	150NLHA	GCA_012933585.1
1747366	INSDC	JABBYQ010000057.1	36938	37900	+	NMP14153.1	glycosyltransferase family 2 protein	Prochlorococcus sp.P1363	150SLHA	GCA_012933595.1
