baseMean,log2FoldChange (positive means more highly expressed in mitomycin C treatment),lfcSE,stat,pvalue,padj,gene
2433.1033,-0.334976744,0.131769602,-2.542139749,0.011017611,0.014016812,MIT0604_00001
761.4387999,0.145411211,0.13306229,1.092805559,0.27447918,0.304036192,MIT0604_00002
3465.670682,0.918112646,0.100016125,9.179646226,4.33E-20,1.13E-19,MIT0604_00003
1374.315041,1.512334163,0.096448312,15.68025545,2.06E-55,1.15E-54,MIT0604_00004
1447.745546,-0.74740834,0.133324188,-5.605947079,2.07E-08,3.60E-08,MIT0604_00005
319.1624502,2.369804035,0.246584854,9.610501208,7.22E-22,1.97E-21,MIT0604_00006
377.088032,0.574751568,0.143774221,3.997598208,6.40E-05,9.39E-05,MIT0604_00007
2836.898487,-1.467066667,0.099048549,-14.81159163,1.23E-49,6.13E-49,MIT0604_00008
1036.14727,-0.86302638,0.139433476,-6.18952065,6.03E-10,1.11E-09,MIT0604_00009
850.2865357,0.73231492,0.165784644,4.417266303,1.00E-05,1.54E-05,MIT0604_00010
374.6716944,1.477092183,0.186640662,7.914096338,2.49E-15,5.48E-15,MIT0604_00011
1064.539848,0.022253486,0.101999855,0.218171737,0.827295305,0.8412685,MIT0604_00012
1612.861648,-0.415620223,0.177972121,-2.335310833,0.019527189,0.024313963,MIT0604_00013
546.5300291,1.331256039,0.106883406,12.45521717,1.31E-35,4.89E-35,MIT0604_00014
2239.004836,2.045603787,0.180180439,11.3530847,7.16E-30,2.35E-29,MIT0604_00015
10625.52128,2.994887314,0.072541303,41.28527049,0,0,MIT0604_00016
9746.143931,3.752860219,0.077694917,48.30251906,0,0,MIT0604_00017
1060.136286,3.146546586,0.153811487,20.45716246,5.19E-93,4.98E-92,MIT0604_00018
2401.192417,5.635469795,0.162925463,34.58925138,3.67E-262,1.71E-260,MIT0604_00019
1535.056666,-2.826309462,0.150170076,-18.8207234,5.11E-79,3.96E-78,MIT0604_00020
469.723781,0.471750346,0.165359462,2.852877853,0.004332527,0.005714358,MIT0604_00021
659.2060182,0.080729916,0.158028497,0.510856698,0.609451404,0.637153741,MIT0604_00022
5129.504085,-2.660276088,0.178649338,-14.89104922,3.77E-50,1.91E-49,MIT0604_00023
719.6723564,0.225665264,0.100695255,2.241071485,0.025021445,0.030854758,MIT0604_00024
2249.259534,-2.207117376,0.131700235,-16.75864417,4.90E-63,3.09E-62,MIT0604_00025
2584.422234,-2.828330195,0.096167824,-29.41035868,4.05E-190,1.17E-188,MIT0604_00026
2626.719209,-2.388895247,0.091045105,-26.23859069,9.65E-152,1.90E-150,MIT0604_00027
658.8192691,1.063906098,0.136546913,7.791506058,6.62E-15,1.44E-14,MIT0604_00028
494.3370716,-0.421128386,0.17926557,-2.349187219,0.018814444,0.023440759,MIT0604_00029
1386.599478,-1.368398533,0.480124011,-2.850093938,0.004370632,0.005757197,MIT0604_00030
109.9706319,0.144925916,0.224172916,0.64649164,0.517961009,0.548224502,MIT0604_00031
593.9919028,-2.565947677,0.130122545,-19.71947045,1.47E-86,1.28E-85,MIT0604_00032
386.9012072,-0.242855822,0.181263988,-1.339790794,0.180313369,0.20403619,MIT0604_00033
963.899437,-0.149422697,0.161320308,-0.926248522,0.354316841,0.385790731,MIT0604_00034
1331.611783,-1.863112093,0.166252875,-11.20649547,3.79E-29,1.22E-28,MIT0604_00035
628.3748123,1.947274873,0.174943131,11.13090214,8.87E-29,2.83E-28,MIT0604_00036
2049.223963,-0.035045038,0.091804171,-0.38173688,0.702656541,0.723874152,MIT0604_00037
913.0817263,2.012316696,0.117203296,17.16945482,4.50E-66,2.98E-65,MIT0604_00038
1977.092513,3.316276372,0.219954082,15.07713041,2.29E-51,1.19E-50,MIT0604_00039
3659.18232,6.095301393,0.1390426,43.83765386,0,0,MIT0604_00040
1068.1054,2.739566823,0.165046978,16.59870937,7.12E-62,4.43E-61,MIT0604_00041
4940.467999,0.432683471,0.11757117,3.68018343,2.33E-04,3.32E-04,MIT0604_00042
5408.550408,1.867222864,0.105150068,17.75769533,1.50E-70,1.05E-69,MIT0604_00043
1504.606719,2.902167404,0.146310305,19.83570061,1.46E-87,1.30E-86,MIT0604_00044
405.7582484,1.524045622,0.189116088,8.058783581,7.71E-16,1.73E-15,MIT0604_00045
703.5593498,-0.871579158,0.113427267,-7.684035621,1.54E-14,3.31E-14,MIT0604_00046
403.0211227,0.217427764,0.111355429,1.952556479,0.050872172,0.060862266,MIT0604_00047
105.8157121,1.777692427,0.224281971,7.926149487,2.26E-15,4.98E-15,MIT0604_00048
265.7956827,-0.16077562,0.160613071,-1.001012055,0.31682098,0.346994407,MIT0604_00049
17.53016679,-0.555159385,0.506836278,-1.095342636,0.273366555,0.302967698,MIT0604_00050
533.3259458,1.421427805,0.149274283,9.522255124,1.69E-21,4.58E-21,MIT0604_00051
597.7074047,0.484373949,0.137073921,3.533669626,4.10E-04,5.78E-04,MIT0604_00052
2059.263707,1.585127135,0.165304238,9.589150019,8.88E-22,2.42E-21,MIT0604_00053
1301.783435,3.985867424,0.111966037,35.59889709,1.46E-277,7.46E-276,MIT0604_00054
194.1345113,4.421819175,0.268827319,16.44854843,8.59E-61,5.23E-60,MIT0604_00055
5481.675767,1.929574827,0.195879689,9.850816286,6.80E-23,1.91E-22,MIT0604_00056
1453.829068,-0.558511719,0.095649563,-5.839145516,5.25E-09,9.37E-09,MIT0604_00057
831.048572,2.332012132,0.097836258,23.83586807,1.42E-125,1.95E-124,MIT0604_00058
630.8156196,-1.392512772,0.144018538,-9.66898285,4.08E-22,1.12E-21,MIT0604_00059
1359.51365,2.864447413,0.121729676,23.531217,1.95E-122,2.58E-121,MIT0604_00060
4015.195559,-2.777769292,0.129116085,-21.51373548,1.16E-102,1.25E-101,MIT0604_00061
802.7715755,4.127549071,0.179659812,22.97424802,8.43E-117,1.04E-115,MIT0604_00062
959.1370616,-0.434237917,0.128730305,-3.373237691,7.43E-04,0.001026121,MIT0604_00063
4097.208565,1.125344339,0.097734911,11.51425139,1.12E-30,3.74E-30,MIT0604_00064
4369.22167,0.894112198,0.124707208,7.169691386,7.52E-13,1.53E-12,MIT0604_00065
554.79691,-1.329349026,0.116299315,-11.43041153,2.95E-30,9.78E-30,MIT0604_00066
1230.406495,-3.190400385,0.148354238,-21.50528652,1.39E-102,1.50E-101,MIT0604_00067
452.8741151,3.553299752,0.161646027,21.98198017,4.28E-107,4.90E-106,MIT0604_00068
16.66971544,1.234082181,0.633115917,1.949219958,0.051269163,0.061265602,MIT0604_00069
502.6401099,0.977681611,0.130358407,7.499950609,6.38E-14,1.34E-13,MIT0604_00071
385.6008791,0.429344982,0.178173226,2.409705382,0.015965407,0.020012975,MIT0604_00072
785.6664535,-1.203434452,0.136258583,-8.831990048,1.03E-18,2.58E-18,MIT0604_00073
2018.74156,-6.112280704,0.213189859,-28.67059774,8.88E-181,2.39E-179,MIT0604_00074
2543.61923,-5.597807988,0.143947546,-38.88783194,0,0,MIT0604_00075
1937.693694,-1.91162782,0.137025782,-13.95086229,3.11E-44,1.41E-43,MIT0604_00076
671.5300785,-0.974197963,0.134194749,-7.259583326,3.88E-13,7.98E-13,MIT0604_00077
477.2617175,0.929590846,0.133107809,6.98374388,2.87E-12,5.73E-12,MIT0604_00078
1895.650535,-3.150376792,0.108702323,-28.98168788,1.12E-184,3.10E-183,MIT0604_00080
248.9756519,-1.272494288,0.142635548,-8.921298413,4.61E-19,1.17E-18,MIT0604_00081
1650.884261,-4.18659255,0.174544377,-23.98583462,3.91E-127,5.44E-126,MIT0604_00082
9710.099303,-1.526159994,0.10930446,-13.96246776,2.64E-44,1.20E-43,MIT0604_00083
419.4074036,0.416076679,0.148961031,2.793191455,0.005219079,0.00682213,MIT0604_00084
2887.621016,1.253009991,0.112176046,11.17003173,5.72E-29,1.83E-28,MIT0604_00085
232.3997245,0.632800356,0.236118058,2.680016777,0.007361847,0.009501703,MIT0604_00086
492.3781844,-0.475784761,0.116892455,-4.070277767,4.70E-05,6.94E-05,MIT0604_00087
1579.361728,-1.709543438,0.141595995,-12.07338838,1.46E-33,5.17E-33,MIT0604_00088
286.6305717,1.174184068,0.143615536,8.175884745,2.94E-16,6.79E-16,MIT0604_00089
692.7492711,0.878963685,0.102168538,8.6030759,7.76E-18,1.90E-17,MIT0604_00090
977.4286813,0.532741345,0.11923045,4.468165196,7.89E-06,1.22E-05,MIT0604_00091
1695.826624,-1.761968995,0.153738204,-11.46084021,2.07E-30,6.91E-30,MIT0604_00092
4007.899112,-2.328038743,0.141175512,-16.49038635,4.30E-61,2.64E-60,MIT0604_00093
39.58569391,-0.425305653,0.501344957,-0.848329374,0.396254563,0.428264568,MIT0604_00094
1646.696339,-1.993531466,0.225053544,-8.858031879,8.14E-19,2.06E-18,MIT0604_00095
146.6491609,-1.248445934,0.263342774,-4.740763966,2.13E-06,3.38E-06,MIT0604_00096
1330.846592,-1.969764119,0.162192644,-12.14459593,6.13E-34,2.19E-33,MIT0604_00097
537.547941,-0.625290455,0.161275649,-3.877153543,1.06E-04,1.54E-04,MIT0604_00098
196.345821,0.541064451,0.180008686,3.005768569,0.002649105,0.003544261,MIT0604_00099
589.6308294,-1.824505745,0.229794467,-7.939728772,2.03E-15,4.47E-15,MIT0604_00100
366.7742002,0.419301735,0.119081599,3.521129541,4.30E-04,6.03E-04,MIT0604_00101
824.9712701,-0.987750951,0.096271188,-10.26008891,1.07E-24,3.09E-24,MIT0604_00102
257.8740345,1.134306926,0.130055716,8.721699877,2.74E-18,6.79E-18,MIT0604_00103
1739.094433,0.196907043,0.108302953,1.818113327,0.069046814,0.081369503,MIT0604_00104
1172.364527,-0.236603294,0.112459284,-2.103901836,0.035387011,0.042963945,MIT0604_00105
1600.323443,-1.247463037,0.153885471,-8.106438042,5.21E-16,1.19E-15,MIT0604_00106
702.2548861,0.089618641,0.171211938,0.523436872,0.600670271,0.628615565,MIT0604_00107
757.0171989,-2.293040008,0.167421832,-13.69618277,1.07E-42,4.66E-42,MIT0604_00108
954.9792351,-2.162869802,0.109147793,-19.81597376,2.17E-87,1.92E-86,MIT0604_00109
133.7797338,-1.130467033,0.28195666,-4.009364538,6.09E-05,8.95E-05,MIT0604_00110
897.0023745,1.137187776,0.114327045,9.946795862,2.60E-23,7.42E-23,MIT0604_00111
409.2419508,-2.304021031,0.323959423,-7.11206671,1.14E-12,2.31E-12,MIT0604_00112
602.3310962,1.012799359,0.149092054,6.793114262,1.10E-11,2.12E-11,MIT0604_00113
2251.587335,-0.603853874,0.120603988,-5.006914655,5.53E-07,9.00E-07,MIT0604_00114
3707.191649,-0.047755624,0.09761043,-0.489247141,0.624666739,0.650952255,MIT0604_00115
1539.893835,-0.060894771,0.131374866,-0.463519189,0.642992264,0.6667706,MIT0604_00116
256.4773694,-0.28926445,0.129799322,-2.228551316,0.025843773,0.031830448,MIT0604_00117
934.0684563,-0.214589426,0.137404757,-1.561732152,0.118351101,0.136256864,MIT0604_00118
611.1273836,0.319764901,0.129467322,2.469850269,0.013516962,0.017058706,MIT0604_00119
450.3644293,0.560293697,0.11249607,4.980562405,6.34E-07,1.03E-06,MIT0604_00120
719.8953247,0.61518784,0.09744539,6.313154885,2.73E-10,5.09E-10,MIT0604_00121
10.01692725,2.269801434,0.822263018,2.760432348,0.005772491,0.007521508,MIT0604_00122
215.018202,0.061715592,0.150510704,0.410041213,0.681775715,0.703779571,MIT0604_00123
372.0760581,1.051251817,0.135467796,7.760160322,8.48E-15,1.83E-14,MIT0604_00124
1525.515121,-1.269922626,0.112718549,-11.26631452,1.92E-29,6.23E-29,MIT0604_00125
1796.85693,-1.537805971,0.147982903,-10.39178134,2.70E-25,8.01E-25,MIT0604_00126
121.7391562,-1.983790266,0.413765229,-4.794482788,1.63E-06,2.60E-06,MIT0604_00127
154.3101314,0.205156632,0.177768243,1.154067953,0.248472311,0.276876875,MIT0604_00128
632.1234951,3.033542065,0.187222234,16.20289431,4.81E-59,2.87E-58,MIT0604_00129
1511.172802,-0.623139667,0.105161518,-5.925548427,3.11E-09,5.61E-09,MIT0604_00130
7045.598072,-1.634063061,0.136934606,-11.93316359,7.95E-33,2.79E-32,MIT0604_00131
201.5927318,-0.265073565,0.138446182,-1.914632541,0.055539382,0.066136774,MIT0604_00132
189.1493287,0.93892898,0.310775875,3.02124153,0.002517405,0.003374674,MIT0604_00133
