WP_002805124.1	lcl|Q31MI4-3.E.2.2.1	71.1	90.5	97.4	38	8.60e-15	59.7
WP_002805124.1	lcl|P62100-3.E.2.2.3	58.3	85.7	100	36	4.42e-10	47.8
WP_002805169.1	lcl|BAK19942-3.A.2.1.10	85.2	100	100	81	8.23e-39	123
WP_002805169.1	lcl|P21905-3.A.2.1.2	56.4	96.3	86.5	78	2.62e-18	71.6
WP_002805169.1	lcl|Q59166-3.A.2.1.5	52.7	91.4	89.0	74	4.15e-16	65.9
WP_002805169.1	lcl|Q467F4-3.A.2.1.12	46.6	90.1	80.2	73	5.21e-16	65.9
WP_002805169.1	lcl|BAK19936-3.A.2.1.9	43.6	96.3	81.3	78	2.38e-15	64.3
WP_002805244.1	lcl|P41792-1.S.5.1.2	36.1	91.6	83.8	83	6.58e-11	53.1
WP_002805533.1	lcl|P04997-3.E.2.2.1	86.4	99.7	99.4	359	5.63e-237	647
WP_002805533.1	lcl|P16033-3.E.2.2.2	84.4	99.4	98.9	358	4.42e-234	639
WP_002805533.1	lcl|P83755-3.E.2.2.3	80.2	96.9	98.6	349	3.38e-218	599
WP_002805533.1	lcl|P09192-3.E.2.2.2	33.2	83.6	84.4	304	2.73e-51	174
WP_002805533.1	lcl|P11005-3.E.2.2.1	32.9	83.6	84.4	304	2.08e-50	171
WP_002805661.1	lcl|P56780-3.E.2.2.3	53.3	90.9	80.8	60	5.83e-13	57.0
WP_002806020.1	lcl|Q8KPP3-3.E.2.2.1	67.9	95.1	94.0	78	8.73e-37	118
WP_002806020.1	lcl|Q3ZVB1-3.E.2.2.3	55.1	59.8	89.1	49	1.71e-13	58.5
WP_002806119.1	lcl|Q8KPP1-3.E.2.2.1	91.2	87.2	85.0	34	2.68e-15	60.8
WP_002806119.1	lcl|P60129-3.E.2.2.3	73.5	87.2	89.5	34	1.70e-11	51.2
WP_002807211.1	lcl|P56790-3.E.2.2.3	31.6	87.7	85.5	57	5.51e-04	33.9
WP_002807316.1	lcl|P11005-3.E.2.2.1	83.8	100	100	359	2.28e-229	627
WP_002807316.1	lcl|P09192-3.E.2.2.2	82.7	100	100	359	1.79e-226	620
WP_002807316.1	lcl|P56761-3.E.2.2.3	78.3	100	100	360	3.47e-215	591
WP_002807316.1	lcl|P04997-3.E.2.2.1	32.8	84.9	83.9	311	2.73e-48	166
WP_002807316.1	lcl|P83755-3.E.2.2.3	33.8	79.9	80.5	293	1.25e-47	164
WP_002807795.1	lcl|O97252-3.A.26.1.1	52.7	81.3	44.1	165	5.76e-50	165
WP_002807869.1	lcl|6NER_A-1.S.1.1.13	58.9	92.2	44.1	95	7.97e-26	95.1
WP_002807869.1	lcl|P0A1C7-1.S.1.1.1	58.0	85.4	92.6	88	1.75e-25	90.9
WP_002807869.1	lcl|WP_094276346.1-1.S.1.1.11	53.3	87.4	94.7	90	2.03e-24	88.2
WP_002807869.1	lcl|P0ABF4-1.S.1.1.2	54.5	85.4	89.7	88	8.90e-24	86.7
WP_002807869.1	lcl|P72760-1.S.1.1.7	52.8	85.4	80.2	89	9.81e-21	79.3
WP_002808065.1	lcl|Q6UKY4-3.D.1.6.4	48.6	88.6	54.7	70	2.35e-15	65.1
WP_002808065.1	lcl|O80800-3.D.1.6.3	50.7	89.9	56.3	71	4.50e-15	64.3
WP_002808065.1	lcl|8XQX_J-3.A.9.1.4	54.3	88.6	59.0	70	5.87e-14	61.2
WP_002808065.1	lcl|P11943-3.D.1.6.2	61.7	59.5	35.1	47	7.47e-12	56.2
WP_002808065.1	lcl|P52505-3.D.1.6.1	49.0	64.6	32.7	51	1.91e-08	47.8
WP_002808353.1	lcl|Q54710-3.D.3.5.3	83.8	100	100	160	3.22e-98	279
WP_002808353.1	lcl|Q93SX1-3.D.3.5.6	78.1	100	100	160	2.08e-94	270
WP_002808353.1	lcl|7R0W_B-3.D.3.5.7	76.3	100	100	160	9.48e-91	260
WP_002808353.1	lcl|P27589-3.E.2.2.2	76.3	100	100	160	9.48e-91	260
WP_002808353.1	lcl|P56774-3.D.3.5.2	76.9	100	100	160	1.91e-90	259
WP_007099573.1	lcl|B0CB42-5.B.4.1.2	93.8	100	100	81	4.96e-40	126
WP_007099573.1	lcl|P62090-5.B.4.1.1	88.9	100	100	81	6.77e-38	120
WP_011375837.1	lcl|Q79AV1-3.E.2.2.1	73.7	82.6	84.4	38	2.32e-14	58.9
WP_011375837.1	lcl|P56782-3.E.2.2.3	68.4	82.6	62.3	38	4.55e-12	53.5
WP_011375863.1	lcl|Q8KPP2-3.E.2.2.1	81.8	68.8	75.0	33	2.48e-14	58.9
WP_011375863.1	lcl|P62095-3.E.2.2.3	77.1	72.9	89.7	35	9.18e-14	57.4
WP_011375864.1	lcl|P56781-3.E.2.2.3	57.1	53.8	87.5	35	5.99e-10	48.5
WP_011375864.1	lcl|Q8KPP0-3.E.2.2.1	54.5	50.8	84.6	33	6.84e-09	45.8
WP_011376270.1	lcl|P73132-1.A.1.13.7	40.6	89.2	86.3	318	1.91e-64	208
WP_011376270.1	lcl|Q57604-1.A.1.13.8	33.7	83.8	88.3	297	2.86e-54	181
WP_011376270.1	lcl|Q58752-1.A.1.13.10	33.9	86.0	90.1	313	1.83e-50	171
WP_011376270.1	lcl|O27564-1.A.1.13.2	25.2	86.0	87.5	306	6.54e-24	100
WP_011376270.1	lcl|P31069-1.A.1.13.1	25.5	52.4	44.6	188	5.37e-16	78.2
WP_011376303.1	lcl|P61048-3.D.3.5.6	65.4	78.8	89.7	26	3.68e-08	42.4
WP_011376303.1	lcl|7R0W_H-3.D.3.5.7	57.7	78.8	89.7	26	4.31e-07	39.7
WP_011376619.1	lcl|7R0W_G-3.D.3.5.7	72.7	84.6	86.8	33	8.40e-12	52.0
WP_011376619.1	lcl|P58246-3.D.3.5.6	64.5	79.5	83.8	31	6.57e-09	44.7
WP_011376622.1	lcl|KAE8286768.1-8.A.88.2.1	40.0	70.1	17.0	75	1.39e-16	73.2
WP_011376622.1	lcl|P30101-8.A.88.2.7	31.8	80.4	17.4	88	4.75e-13	63.2
WP_011376622.1	lcl|Q96JJ7-8.A.88.2.3	35.9	70.1	16.7	78	5.65e-12	60.1
WP_011376622.1	lcl|KDB12436.1-8.A.88.2.4	31.0	76.6	18.5	84	1.96e-11	58.5
WP_011376622.1	lcl|KAG7207183.1-9.B.438.1.5	25.6	84.1	34.8	90	2.35e-10	55.1
WP_011376994.1	lcl|Q7WTJ2-5.B.1.3.2	41.2	96.0	26.3	97	9.83e-15	67.4
WP_011376994.1	lcl|Q66DP5-5.B.1.3.1	36.1	72.7	21.9	72	3.46e-11	57.4
WP_011377257.1	lcl|Q8F2L2-9.B.157.1.4	60.7	95.7	98.8	338	4.56e-135	387
WP_011377257.1	lcl|Q9K8H5-9.B.157.1.2	54.9	92.3	93.6	326	1.42e-120	351
WP_011377257.1	lcl|Q01465-9.B.157.1.1	53.9	93.4	97.3	330	2.79e-118	345
WP_011377257.1	lcl|O33619-9.B.157.1.5	54.2	94.3	95.9	332	7.57e-112	328
WP_011377257.1	lcl|P0A9X4-9.B.157.1.3	55.0	92.9	94.8	331	1.79e-111	328
WP_011817804.1	lcl|Q31QD8-3.E.2.2.1	54.5	66.0	94.3	33	1.14e-05	37.0
WP_011817812.1	lcl|Q54711-3.D.3.5.3	87.4	98.2	99.5	214	1.75e-141	393
WP_011817812.1	lcl|P0A384-3.D.3.5.6	84.1	98.2	99.5	214	7.96e-138	384
WP_011817812.1	lcl|7R0W_A-3.D.3.5.7	81.3	98.2	96.4	214	2.80e-135	378
WP_011817812.1	lcl|Q57038-3.E.2.2.2	81.3	98.2	96.4	214	2.80e-135	378
WP_011817812.1	lcl|P56773-3.D.3.5.2	83.6	98.2	99.5	214	3.10e-135	377
WP_011817817.1	lcl|B0C5D5-5.B.4.1.2	65.2	95.7	74.2	66	3.30e-25	88.6
WP_011817817.1	lcl|Q9S714-5.B.4.1.1	47.7	92.8	40.0	65	1.25e-11	55.5
WP_011817939.1	lcl|WP_015233269.1-9.B.241.2.5	29.0	70.8	73.1	224	1.43e-11	63.5
WP_011817979.1	lcl|B0C7S7-5.B.4.1.2	39.4	97.8	98.2	188	3.02e-31	110
WP_011817979.1	lcl|Q9SHE8-5.B.4.1.1	45.1	65.2	51.1	122	1.46e-28	105
WP_011817992.1	lcl|P35232-8.A.21.2.8	28.9	59.2	56.6	159	1.67e-12	65.5
WP_011817992.1	lcl|Q84VJ0-8.A.21.2.3	28.3	59.2	56.4	159	3.13e-12	64.7
WP_011817992.1	lcl|EGP9180347.1-8.A.195.1.5	26.3	91.8	96.2	262	1.11e-10	60.1
WP_011817992.1	lcl|WP_198263584.1-8.A.21.1.4	23.0	54.7	51.2	152	5.78e-07	49.3
WP_011818055.1	lcl|WP_017307027.1-1.S.3.1.2	47.8	78.5	94.3	201	2.03e-61	192
WP_011818055.1	lcl|Q31QW7-1.S.3.1.1	45.8	78.5	93.9	201	4.97e-57	181
WP_011818055.1	lcl|GCA95139.1-1.S.3.1.3	46.5	78.1	93.4	200	7.04e-57	180
WP_011818131.1	lcl|P11004-3.E.2.2.1	42.0	76.1	59.2	281	2.99e-59	197
WP_011818131.1	lcl|P09193-3.E.2.2.2	32.9	91.5	91.3	428	4.11e-59	197
WP_011818131.1	lcl|P56778-3.E.2.2.3	42.3	76.1	57.7	281	3.34e-56	189
WP_011818579.1	lcl|KAI3517380.1-9.B.395.3.1	46.2	30.2	21.7	52	1.18e-09	55.1
WP_011818757.1	lcl|P09193-3.E.2.2.2	70.0	98.9	99.1	456	1.34e-253	697
WP_011818757.1	lcl|P11004-3.E.2.2.1	70.1	97.8	97.8	451	2.67e-251	691
WP_011818757.1	lcl|P56778-3.E.2.2.3	68.0	99.8	97.3	460	7.19e-245	676
WP_011818757.1	lcl|P56777-3.E.2.2.3	25.8	60.7	54.3	314	7.37e-20	91.7
WP_011818901.1	lcl|Q31M69-1.A.14.3.8	54.3	99.2	99.6	243	3.54e-79	238
WP_011818901.1	lcl|B0CIK0-1.A.14.2.7	24.9	82.0	82.0	217	4.18e-06	46.2
